,latitude,longitude,SB_score,CLSS,SB_worker_score,PR_per_PY,y_label,prob
0,35.38095868063523,129.3416943758689,-0.5720813025226783,-0.5,0.6165579816407837,-0.8166068719873613,0,0.15376165105985917
1,35.38362567569446,129.34504083870914,0.3310599409585239,0.0,-0.2182674402180794,-0.5578333826719996,0,0.13375175986703933
2,35.401375018055845,129.2880853494827,0.8602232461848125,0.0,-0.48505714343991063,-0.612926645789036,0,0.1046951058028504
3,35.404102371207706,129.28592679814656,0.013888933960807084,-1.0,0.039888853420558854,-0.12212046688152094,0,0.1013896659371359
4,35.40412584561248,129.28372512904042,0.07135320700582845,0.0,-0.1982935598112006,-0.662914728138299,0,0.1463813735773515
5,35.40413756777167,129.28262429353327,-0.26737505723234783,0.0,0.2979725624634735,-0.1728534103168144,0,0.18523354376924603
6,35.40414927990203,129.2815234573908,-0.3737558134956382,0.5,-0.3039063922582947,-0.17633135057987775,0,0.23166700968190937
7,35.406853124275216,129.28156635789153,0.8389095123242715,0.0,1.0849331673274907,-0.6208042425228618,0,0.11734070642351532
8,35.40686482753925,129.28046548437,1.6672749427893032,-0.5,-0.20355913183075197,-0.553581495174328,0,0.05888277377540528
9,35.40953352844816,129.28381108274212,-0.41630109486955097,0.5,-0.4606333942871085,-0.3761793733022914,0,0.2269240143105892
10,35.410446533309376,129.2827244893341,-0.40386303953466435,0.0,-0.3900605132533657,-0.6677781314304087,0,0.1742184647234753
11,35.41050500722426,129.27721987355707,-0.25702676623369747,-0.5,-0.13743468065484543,-0.8441516292701265,0,0.12838593273130083
12,35.41051667191357,129.27611894850108,-0.13042088670380628,0.0,-0.47725770577518295,-0.5951414805097113,0,0.15734029950524284
13,35.42276817539149,129.31045210264062,-0.5151661489986795,0.0,-0.24409626326871045,-0.8827234990277976,0,0.17796409461024412
14,35.43361928550644,129.30732404909358,1.3744081501665806,0.0,-0.4292100292526406,-0.923733635650085,0,0.08039399574693099
15,35.434544435852,129.30513617356243,-0.5061780578758102,-0.5,-0.5064308585579937,0.3381859558692395,0,0.16512681331833348
16,35.437188454210755,129.31068628607878,-0.48627728480687377,0.0,-0.4227335703567674,-0.7115526183555781,0,0.1783572788630882
17,35.43724824134386,129.30517991163978,0.14611847901304906,0.0,-0.37779257214627987,-0.34482009950682097,0,0.1472243225714422
18,35.45184646556283,129.28889111452938,-0.3718387652671838,0.0,-0.39798563214374644,-0.86114400324431,0,0.16723687673605817
19,35.45450304389401,129.29334040927222,-0.1506305336834145,-0.5,-0.3036402309398189,-0.5788912893764068,0,0.1265740020270044
20,35.45451486818216,129.29223889218306,0.8307429680703483,-0.5,-0.1097139826333499,-0.5403035336453657,0,0.08548814613539858
21,35.45452668242305,129.29113737445266,0.7537085669615196,0.0,-0.25524198123873354,-0.5620535250840103,0,0.11206560481901108
22,35.455427953096425,129.29115180780104,-0.14903878546085159,-1.0,-0.5157842055724606,-0.5789170037405685,0,0.09730880816690111
