,latitude,longitude,SB_score,CLSS,SB_worker_score,PR_per_PY,y_label,prob
0,35.38095868063523,129.3416943758689,0.08316045883092837,0.25,0.02877325196187582,0.06420025213809724,0,0.1646752791990239
1,35.38362567569446,129.34504083870914,0.22174205985640827,0.375,0.008769469422911005,0.12146850607721446,0,0.15324998868301412
2,35.401375018055845,129.2880853494827,0.30293899175548844,0.375,0.0023767517754281495,0.10927600911445182,0,0.13512196792839576
3,35.404102371207706,129.28592679814656,0.1730740732420619,0.125,0.01495531645607133,0.21789460433039842,0,0.1392424534086576
4,35.40412584561248,129.28372512904042,0.18189162090453906,0.375,0.009248076266517694,0.09821332181413742,0,0.16017249213649762
5,35.40413756777167,129.28262429353327,0.12991580260421434,0.375,0.021139424243599554,0.2066670744338157,0,0.18303457550352642
6,35.40414927990203,129.2815234573908,0.11359231430415316,0.5,0.006717420061904694,0.20589738366411148,0,0.2050318936938307
7,35.406853124275216,129.28156635789153,0.29966852726995613,0.375,0.03999628748020259,0.10753264579166216,0,0.1397778455686374
8,35.40686482753925,129.28046548437,0.42677622876913396,0.25,0.009121904548617887,0.12240947639678407,0,0.10208065955654624
9,35.40953352844816,129.28381108274212,0.1070639963345851,0.5,0.0029619847523432653,0.1616697182074312,0,0.20196444484748502
10,35.410446533309376,129.2827244893341,0.10897254124314014,0.375,0.0046530264101353955,0.09713701907741676,0,0.17630542198586047
11,35.41050500722426,129.27721987355707,0.13150368572307491,0.25,0.010706354551213586,0.05810441844611361,0,0.15136219769499878
12,35.41051667191357,129.27611894850108,0.15093059774944007,0.375,0.002563639058549004,0.11321198170677668,0,0.16753521324650011
13,35.42276817539149,129.31045210264062,0.09189374740001685,0.375,0.008150568577280581,0.049568213141493456,0,0.1767745905472197
14,35.43361928550644,129.30732404909358,0.38183757791933604,0.375,0.003714939974277411,0.04049240354300368,0,0.1164944771236469
15,35.434544435852,129.30513617356243,0.09327291601507086,0.25,0.0018646026025868347,0.31976340541060366,0,0.18033734323245518
16,35.437188454210755,129.31068628607878,0.09632657015105912,0.375,0.0038701265222470713,0.08744944080223233,0,0.17840492165797284
17,35.43724824134386,129.30517991163978,0.1933639029763098,0.375,0.0049469863443699575,0.16860972917925332,0,0.16271762173845114
18,35.45184646556283,129.28889111452938,0.11388647384415848,0.375,0.00446312759928507,0.05434389571885673,0,0.17147356467175678
19,35.45450304389401,129.29334040927222,0.1478295487664499,0.25,0.006723797722425881,0.11680825455081267,0,0.1518976370017643
20,35.45451486818216,129.29223889218306,0.29841542008907734,0.25,0.011370587815475699,0.12534797552452026,0,0.12359879074516006
21,35.45452668242305,129.29113737445266,0.28659495378133676,0.375,0.007883498944905792,0.12053456115128838,0,0.13971337770100536
22,35.455427953096425,129.29115180780104,0.14807379297377007,0.125,0.0016404811098892824,0.11680256379500692,0,0.13556535260366473
23,35.47213132091157,129.40932685862063,0.33525380434950497,0.125,0.005146065960678136,0.19683710930939202,0,0.10806498325107614
24,35.475710406321234,129.41159341457907,0.11103360982785034,0.375,0.014094636889098818,0.3083741692243592,0,0.196068306450354
25,35.47572331623019,129.4104916622264,0.09640355355675007,0.5,0.05598436544001719,0.3103067169440037,0,0.2280778306561892
26,35.4766245392456,129.41050743890216,0.07716177148958449,0.25,0.023695504586585304,0.40456957710236774,0,0.19513554119610546
27,35.47837527976706,129.4149461470221,0.1501666219642432,0.5,0.05676121800572869,0.30190211287439583,0,0.21213106716690622
28,35.47840115241975,129.41274257209142,0.2863799580671769,0.375,0.013335289686221096,0.17763423386753402,0,0.14449781955342358
29,35.479263548813904,129.4160637736594,0.32912845545834707,0.375,0.06288866275972745,0.3030097195217574,0,0.1507603503758567
30,35.48012585200338,129.4193850433415,0.21788372780644127,0.375,0.005058694942916576,0.133303878081249,0,0.15454334499430714
31,35.480164769128095,129.4160796145882,0.37279858187073456,0.375,0.06605814711615235,0.12936601094625744,0,0.1300377026448249
32,35.48017772139295,129.4149778035966,0.09645285734302222,0.5,0.06368121228504367,0.3049417990091865,0,0.22876216882243067
33,35.48025522382514,129.40836692291026,0.3444376054440684,0.375,0.013561310294299968,0.21312980703391465,0,0.13552851550113745
34,35.48106598930167,129.4160954562202,0.32614870984982397,0.25,0.00555111622744836,0.10774750343811135,0,0.11708242249197631
35,35.481889279434796,129.42272229720956,0.10526649568076628,0.125,0.022536228286570988,0.38735574816035623,0,0.16765872338246607
36,35.48203187438622,129.41060211366536,0.18038005534877966,0.375,0.005298393654770009,0.31414772439969607,0,0.1779692878875807
37,35.482764438809156,129.42494189915328,0.18713058756633494,0.5,0.015846020086028357,0.20587075724026582,0,0.1872518095860101
38,35.48280351063543,129.42163637036103,0.33637516042841364,0.375,0.007823790838478019,0.2755600604968804,0,0.1408835430393264
39,35.48292018309173,129.41171974591757,0.18531898991039006,0.375,0.0036716116424250936,0.4986358805135047,0,0.19302006443527925
