,MEGA_NM,MEGA_CD,CTY_NM,CTY_CD,HOUS,POP,CLSS,latitude,longitude
23274,울산광역시,31,북구,31200,168.0,548.14,5,35.62710918334925,129.3358675330866
23275,울산광역시,31,동구,31170,112.56,423.0,4,35.521477395088006,129.42893515760983
23276,울산광역시,31,남구,31140,19.18,21.39,5,35.530232932366935,129.29235201211776
23277,울산광역시,31,남구,31140,138.0,416.03,5,35.543257563791876,129.33778102562036
23278,울산광역시,31,중구,31110,38.22,80.0,3,35.55583807214969,129.34129976436
23279,울산광역시,31,남구,31140,58.19,85.41,3,35.53202360222308,129.29348356291538
23280,울산광역시,31,중구,31110,28.99,71.46,2,35.54913562012626,129.29486199902468
23281,울산광역시,31,동구,31170,207.46,505.36,3,35.53957994491397,129.4226397783608
23282,울산광역시,31,남구,31140,40.41,48.15,4,35.534246322690635,129.2538185545758
23283,울산광역시,31,울주군,31710,43.4,74.76,4,35.56173184133227,129.11745229497757
23284,울산광역시,31,북구,31200,73.22,122.51,4,35.5816755764365,129.36821397167918
23285,울산광역시,31,남구,31140,82.9,136.89,3,35.54437788064703,129.31794693048357
23286,울산광역시,31,동구,31170,126.3,188.55,2,35.48548112261393,129.4238878484142
23287,울산광역시,31,중구,31110,99.14,200.21,2,35.550528680264414,129.33238701591415
23288,울산광역시,31,남구,31140,44.03,126.88,3,35.53357496872377,129.31666702125628
23289,울산광역시,31,북구,31200,21.88,69.66,2,35.61410305548798,129.44714239542785
23290,울산광역시,31,중구,31110,41.24,114.51,3,35.55339035049135,129.31809477203993
23291,울산광역시,31,울주군,31710,6.0,16.6,2,35.58324439275033,129.22258295586573
23292,울산광역시,31,중구,31110,110.22,279.72,3,35.5486404572951,129.34007661597877
23293,울산광역시,31,울주군,31710,3.04,7.78,1,35.699682418569296,129.1138535472781
23294,울산광역시,31,동구,31170,37.13,112.0,3,35.54315868344655,129.4249089177326
23295,울산광역시,31,남구,31140,15.07,30.48,5,35.54359692678469,129.30690490471602
23296,울산광역시,31,울주군,31710,68.0,194.3,5,35.55131284782363,129.25960004888017
23297,울산광역시,31,남구,31140,21.7,66.45,2,35.51902169701246,129.32855717541656
23298,울산광역시,31,남구,31140,57.1,145.06,2,35.52455039774184,129.3176219099907
23299,울산광역시,31,중구,31110,110.87,404.5,4,35.55322018378144,129.33353470438365
23300,울산광역시,31,중구,31110,34.22,119.42,4,35.55320795339189,129.3346375517308
23301,울산광역시,31,동구,31170,15.52,42.48,1,35.56079963381604,129.45721280365382
23302,울산광역시,31,남구,31140,54.11,177.84,5,35.533707077637544,129.30453853243966
23303,울산광역시,31,북구,31200,11.83,38.71,4,35.603578800081074,129.34430534247832
23304,울산광역시,31,울주군,31710,6.24,16.96,1,35.60878372438815,129.28037126163832
23305,울산광역시,31,북구,31200,284.0,913.24,5,35.5475538330267,129.356603055257
23306,울산광역시,31,북구,31200,13.65,37.24,4,35.59975017512413,129.36410751418026
23307,울산광역시,31,중구,31110,15.61,53.48,2,35.5735169057266,129.29084183896543
23308,울산광역시,31,중구,31110,90.7,313.97,3,35.54867726337829,129.33676826694887
23309,울산광역시,31,남구,31140,109.36,314.55,4,35.54680650906197,129.25952939842782
23310,울산광역시,31,남구,31140,676.0,2355.8,4,35.52986098700353,129.32653079022603
23311,울산광역시,31,북구,31200,52.91,69.42,2,35.552697826035605,129.37985371439424
23312,울산광역시,31,남구,31140,6.85,26.0,1,35.48306858851487,129.31914713787594
23313,울산광역시,31,울주군,31710,19.5,56.22,3,35.565326832718476,129.1186055845157
23314,울산광역시,31,남구,31140,4.11,15.6,1,35.495674080565806,129.3204559216989
23315,울산광역시,31,남구,31140,1.85,5.36,2,35.52504779419071,129.3540179830322
23316,울산광역시,31,울주군,31710,3.0,8.36,2,35.60836389357409,129.0441447845517
23317,울산광역시,31,울주군,31710,10.5,29.13,4,35.403189339168094,129.28701327161255
23318,울산광역시,31,울주군,31710,13.9,31.04,2,35.56167015337651,129.12407060736183
23319,울산광역시,31,울주군,31710,7.72,21.32,2,35.47307003194333,129.32669710998417
23320,울산광역시,31,울주군,31710,3.0,8.32,1,35.54020222697993,129.10612375818977
23321,울산광역시,31,울주군,31710,7.52,14.86,4,35.502497487452125,129.08906932497038
23322,울산광역시,31,울주군,31710,21.28,57.12,4,35.70349003118558,129.18684608108347
23323,울산광역시,31,울주군,31710,27.1,57.77,2,35.4904347778668,129.30493927713465
23324,울산광역시,31,남구,31140,41.62,82.19,3,35.53783991189548,129.25497746377513
23325,울산광역시,31,북구,31200,8.15,26.2,2,35.602572505885995,129.43148234042923
23326,울산광역시,31,울주군,31710,7.8,21.2,4,35.61683606418278,129.2860195533338
23327,울산광역시,31,울주군,31710,13.77,36.27,2,35.651974867749686,129.20043912771442
23328,울산광역시,31,울주군,31710,3.06,8.52,1,35.530175575197816,129.11811616308987
23329,울산광역시,31,북구,31200,6.52,21.16,4,35.627340462196315,129.31489406480176
23330,울산광역시,31,남구,31140,2.74,10.4,4,35.503785361252,129.32058898978323
23331,울산광역시,31,중구,31110,2.94,5.34,3,35.571595495616506,129.30184402194595
23332,울산광역시,31,울주군,31710,3.01,5.32,2,35.506954116335635,129.09464190742244
23333,울산광역시,31,울주군,31710,6.0,16.96,1,35.55494287125537,129.07102735440725
23334,울산광역시,31,울주군,31710,42.0,115.68,4,35.56357539226035,129.11306506903608
23335,울산광역시,31,동구,31170,73.15,244.06,3,35.486382338934824,129.4239037803235
23336,울산광역시,31,울주군,31710,10.53,20.17,5,35.584755205081485,129.0637006844195
23337,울산광역시,31,북구,31200,1.9,5.33,2,35.61424468673574,129.357730828331
23338,울산광역시,31,울주군,31710,9.65,26.65,8,35.46442883361281,129.2923978293475
23339,울산광역시,31,울주군,31710,18.04,49.17,4,35.57640608090442,129.09007163900128
23340,울산광역시,31,북구,31200,117.63,410.34,6,35.58445437911676,129.361640502175
23341,울산광역시,31,북구,31200,8.32,21.4,3,35.62588556369329,129.36455232896787
23342,울산광역시,31,동구,31170,14.24,37.78,3,35.53333651872273,129.4170154751411
23343,울산광역시,31,남구,31140,26.03,88.73,4,35.51458828228682,129.3218688212634
23344,울산광역시,31,북구,31200,390.0,1204.46,4,35.63535461963847,129.32385907274406
23345,울산광역시,31,중구,31110,81.58,240.04,5,35.57419135660507,129.31181620008462
23346,울산광역시,31,울주군,31710,3.0,8.18,1,35.545754920812726,129.1856143338401
23347,울산광역시,31,울주군,31710,1.5,4.18,1,35.664774708549416,129.08685640434072
23348,울산광역시,31,북구,31200,176.0,593.0,4,35.63868952072026,129.34820713711918
23349,울산광역시,31,울주군,31710,1.5,4.17,2,35.393298737360006,129.28465397824976
23350,울산광역시,31,남구,31140,4.11,13.83,5,35.53497379935266,129.35308234517888
23351,울산광역시,31,북구,31200,72.0,239.15,2,35.592502799231546,129.36729502287764
23352,울산광역시,31,동구,31170,4.08,10.68,4,35.485337181283334,129.43600847951814
23353,울산광역시,31,남구,31140,9.59,36.4,2,35.46544155509399,129.36403436403398
23354,울산광역시,31,남구,31140,413.0,1302.74,6,35.53118148057106,129.28795623981392
23355,울산광역시,31,북구,31200,2.08,5.35,1,35.63310783460335,129.36357120737014
23356,울산광역시,31,동구,31170,11.64,31.86,2,35.56174085845379,129.45392043297335
23357,울산광역시,31,울주군,31710,200.0,570.24,5,35.55203130559276,129.1890161361573
23358,울산광역시,31,남구,31140,10.22,38.5,1,35.503989478018596,129.30185188205212
23359,울산광역시,31,울주군,31710,7.5,20.75,5,35.594870848695095,129.23158926584367
23360,울산광역시,31,북구,31200,1.63,5.45,2,35.63672552774715,129.43982173328263
23361,울산광역시,31,울주군,31710,3.12,8.48,2,35.59623650423849,129.27354902867606
23362,울산광역시,31,남구,31140,2.74,9.5,1,35.50320590082124,129.37239058616416
23363,울산광역시,31,울주군,31710,3.06,8.38,2,35.634751009456906,129.21011856562438
23364,울산광역시,31,울주군,31710,3.0,8.0,2,35.619141351521165,129.04870123200166
23365,울산광역시,31,남구,31140,27.85,83.77,4,35.53802075323758,129.32225406428478
23366,울산광역시,31,울주군,31710,6.6,18.0,2,35.45260258859858,129.2161919026138
23367,울산광역시,31,북구,31200,4.89,16.29,3,35.59067524386558,129.3694709946391
23368,울산광역시,31,울주군,31710,9.52,26.09,2,35.554531580300306,129.1162489930594
23369,울산광역시,31,울주군,31710,3.61,9.54,3,35.52850532130783,129.10375728258273
23370,울산광역시,31,중구,31110,34.42,56.89,5,35.571523669086936,129.308462691638
23371,울산광역시,31,중구,31110,63.47,229.32,5,35.576883053286174,129.31296356984052
23372,울산광역시,31,울주군,31710,4.5,12.57,6,35.66130342967097,129.1685469507994
23373,울산광역시,31,남구,31140,1.37,5.2,2,35.50285990422652,129.32277853039594
23374,울산광역시,31,남구,31140,4.11,15.6,1,35.49206906329136,129.3203967973914
23375,울산광역시,31,남구,31140,5.48,18.08,4,35.51849285925113,129.29436851707226
23376,울산광역시,31,북구,31200,3.27,5.37,3,35.57357710181217,129.36697260885825
23377,울산광역시,31,울주군,31710,4.59,12.57,2,35.64462041992149,129.2146850373054
23378,울산광역시,31,울주군,31710,14.0,38.59,3,35.61267665131191,129.06627905323555
23379,울산광역시,31,울주군,31710,4.12,10.7,4,35.43752269904595,129.1917317806087
23380,울산광역시,31,울주군,31710,9.0,25.14,2,35.44908358963085,129.2943551181184
23381,울산광역시,31,북구,31200,150.0,488.66,5,35.62798585376844,129.33809030483405
23382,울산광역시,31,울주군,31710,1.53,4.19,2,35.62655031265117,129.2188272591263
23383,울산광역시,31,울주군,31710,1.5,4.2,3,35.50889620016268,129.07923366397492
23384,울산광역시,31,울주군,31710,10.52,17.86,1,35.40499189861679,129.28704199251382
23385,울산광역시,31,울주군,31710,1.5,4.06,3,35.48803815009303,129.2762441549832
23386,울산광역시,31,북구,31200,4.89,16.5,2,35.5672308734705,129.3701742760734
23387,울산광역시,31,북구,31200,3.38,11.06,3,35.624466707086555,129.33030332996208
23388,울산광역시,31,동구,31170,3.88,10.62,6,35.559010602753155,129.4560772383903
23389,울산광역시,31,북구,31200,1.63,5.43,9,35.59605741528876,129.37177014468995
23390,울산광역시,31,울주군,31710,4.56,12.39,2,35.54916455845338,129.11176230001678
23391,울산광역시,31,북구,31200,3.26,10.76,6,35.64409685298076,129.34829818147355
23392,울산광역시,31,남구,31140,6.12,5.32,6,35.536096585953786,129.33325058135068
23393,울산광역시,31,남구,31140,85.0,278.15,3,35.53738364801301,129.2979811696946
23394,울산광역시,31,울주군,31710,1.53,4.03,1,35.6859776075339,129.22525726423402
23395,울산광역시,31,울주군,31710,2.06,5.35,2,35.433210659592554,129.17184231196148
23396,울산광역시,31,남구,31140,135.0,452.0,5,35.529800089082464,129.33204343739197
23397,울산광역시,31,남구,31140,72.0,205.77,5,35.543178325079815,129.26167837395218
23398,울산광역시,31,동구,31170,392.0,1510.09,4,35.520576185983536,129.42891914883444
23399,울산광역시,31,울주군,31710,1.5,4.19,3,35.44682643836847,129.1621255875878
23400,울산광역시,31,울주군,31710,1.52,4.13,2,35.5500147672841,129.11728924976862
23401,울산광역시,31,남구,31140,1.37,5.2,2,35.49324199850899,129.37662963035464
23402,울산광역시,31,울주군,31710,3.04,8.68,3,35.68720147919539,129.19323362066595
23403,울산광역시,31,울주군,31710,3.86,10.66,2,35.47214447913308,129.32888575509253
23404,울산광역시,31,울주군,31710,1.67,4.59,2,35.63260102556513,129.153773829278
23405,울산광역시,31,울주군,31710,1.53,4.03,2,35.66529358165955,129.22052192933216
23406,울산광역시,31,울주군,31710,1.53,4.19,3,35.64190544594886,129.21574812841968
23407,울산광역시,31,동구,31170,150.0,572.92,5,35.52687155133363,129.4301336675279
23408,울산광역시,31,중구,31110,91.87,294.86,5,35.54911185903689,129.2970676155497
23409,울산광역시,31,울주군,31710,1.5,4.18,2,35.61017613488542,129.04306453015
23410,울산광역시,31,울주군,31710,1.5,3.94,2,35.65993284651705,129.12324068122945
23411,울산광역시,31,중구,31110,275.0,936.13,5,35.55441193832108,129.30708083446652
23412,울산광역시,31,북구,31200,1.63,5.45,1,35.62149758915046,129.43182029517666
23413,울산광역시,31,울주군,31710,3.01,5.33,2,35.488497415856784,129.23216438856645
23414,울산광역시,31,울주군,31710,90.0,257.85,5,35.56445626214481,129.1152837514918
23415,울산광역시,31,중구,31110,39.0,132.49,5,35.56491181915441,129.3359352573498
23416,울산광역시,31,울주군,31710,1.5,4.19,2,35.43688003493736,129.16528671777982
23417,울산광역시,31,중구,31110,1.47,5.01,5,35.579465828899394,129.32403995028025
23418,울산광역시,31,울주군,31710,1.93,5.33,6,35.4632770618966,129.31551767945137
23419,울산광역시,31,울주군,31710,1.5,4.28,2,35.556323963909904,129.11737703164937
23420,울산광역시,31,중구,31110,1.47,5.01,2,35.583155576230304,129.31637658510306
23421,울산광역시,31,남구,31140,1.85,5.36,5,35.52334422416654,129.34516819019134
23422,울산광역시,31,북구,31200,3.38,10.98,3,35.643453531735375,129.32509726151054
23423,울산광역시,31,울주군,31710,3.3,8.88,1,35.42764101664461,129.27638966831904
23424,울산광역시,31,울주군,31710,3.12,8.48,3,35.59348590446708,129.27791979929376
23425,울산광역시,31,울주군,31710,1.5,4.21,2,35.55685833409306,129.24644966952343
