,MEGA_NM,MEGA_CD,CTY_NM,CTY_CD,HOUS,POP,CLSS,latitude,longitude
97894,울산광역시,31,남구,31140,26.44,66.39,4,35.527326403682736,129.31105120419684
97895,울산광역시,31,울주군,31710,4.51,9.27,2,35.655426364660045,129.1231774080544
97896,울산광역시,31,중구,31110,4.41,10.67,3,35.57409477110393,129.32064133711475
97897,울산광역시,31,울주군,31710,1.56,4.3,3,35.35295814505148,129.34673162448306
97898,울산광역시,31,북구,31200,3.26,10.58,2,35.631930944288364,129.30724047156102
97899,울산광역시,31,울주군,31710,1.56,4.24,3,35.60157370760238,129.28025612563317
97900,울산광역시,31,울주군,31710,3.0,7.86,3,35.60024936839222,129.14337457804584
97901,울산광역시,31,울주군,31710,4.5,12.57,5,35.65951160501784,129.1674162431252
97902,울산광역시,31,북구,31200,8.89,21.38,5,35.61335592370421,129.35661190176347
97903,울산광역시,31,북구,31200,168.0,551.87,6,35.62707233198615,129.3391791114242
97904,울산광역시,31,북구,31200,10.14,33.24,2,35.577948969035326,129.45531730688674
97905,울산광역시,31,울주군,31710,1.81,5.09,1,35.47146281772806,129.22308823565373
97906,울산광역시,31,울주군,31710,1.5,4.2,2,35.51976151109144,129.0738663613972
97907,울산광역시,31,울주군,31710,1.5,4.19,2,35.657709040501736,129.1673899398202
97908,울산광역시,31,울주군,31710,7.52,21.08,3,35.443810026575555,129.19402783452648
97909,울산광역시,31,울주군,31710,1.5,4.13,3,35.34996656887008,129.2905675438263
97910,울산광역시,31,중구,31110,4.82,10.66,4,35.56741957944099,129.270885249764
97911,울산광역시,31,울주군,31710,6.12,15.84,1,35.61926032815935,129.1348139641357
97912,울산광역시,31,울주군,31710,10.71,27.72,2,35.62016162658638,129.13482673138452
97913,울산광역시,31,울주군,31710,7.75,21.5,3,35.61887273351107,129.26397302908902
97914,울산광역시,31,동구,31170,140.0,557.36,4,35.51070207904407,129.4254364328514
97915,울산광역시,31,울주군,31710,7.65,20.15,2,35.66194392154965,129.19506588681418
97916,울산광역시,31,남구,31140,5.55,16.08,2,35.502165842781686,129.38449864682843
97917,울산광역시,31,울주군,31710,3.12,8.48,2,35.60597377618638,129.29026041966495
97918,울산광역시,31,북구,31200,3.38,11.06,2,35.595492382239705,129.34196254589327
97919,울산광역시,31,울주군,31710,2.98,7.86,1,35.592468340068145,129.10794787928242
97920,울산광역시,31,울주군,31710,4.63,12.65,4,35.648180755231444,129.2191565532269
97921,울산광역시,31,동구,31170,235.89,796.58,5,35.5134057144702,129.42548432707707
97922,울산광역시,31,울주군,31710,10.64,29.47,1,35.50698832463381,129.18614521895745
97923,울산광역시,31,울주군,31710,1.52,4.22,2,35.46744977595546,129.17344198492134
97924,울산광역시,31,울주군,31710,3.0,8.12,5,35.398445834296325,129.3089565484489
97925,울산광역시,31,울주군,31710,1.5,4.09,1,35.40893451515694,129.3388557104761
97926,울산광역시,31,울주군,31710,1.53,4.09,2,35.435230898301995,129.24016192287039
97927,울산광역시,31,울주군,31710,1.5,3.93,4,35.557644431369,129.16813971969006
97928,울산광역시,31,남구,31140,5.48,18.28,4,35.54224231696671,129.2649724087756
97929,울산광역시,31,남구,31140,33.48,84.87,5,35.54150404336083,129.3333402785251
97930,울산광역시,31,북구,31200,68.0,227.93,5,35.659479446548076,129.34303476803774
97931,울산광역시,31,동구,31170,234.0,792.19,4,35.543132547555544,129.42711425103218
97932,울산광역시,31,울주군,31710,6.0,16.24,1,35.36877523299816,129.30187298086327
97933,울산광역시,31,북구,31200,20.0,63.79,5,35.55209726065674,129.3533706726234
97934,울산광역시,31,울주군,31710,1.52,4.21,5,35.5000569443908,129.1573820721604
97935,울산광역시,31,남구,31140,202.0,685.54,4,35.52827562597504,129.30665583128126
97936,울산광역시,31,북구,31200,2.21,5.35,3,35.623206947732825,129.3622986989255
97937,울산광역시,31,울주군,31710,4.5,12.45,2,35.59756334915997,129.2327342893521
97938,울산광역시,31,남구,31140,1.37,5.2,3,35.492738836948966,129.34135002105626
97939,울산광역시,31,울주군,31710,1.53,4.26,1,35.53826689771972,129.12043449493765
97940,울산광역시,31,동구,31170,10.66,10.7,4,35.507998442351244,129.42538854500356
97941,울산광역시,31,울주군,31710,174.5,514.54,4,35.56435343869115,129.1263146425098
97942,울산광역시,31,울주군,31710,1.5,4.16,2,35.51555850277616,129.2303736906321
97943,울산광역시,31,울주군,31710,1.5,4.06,3,35.51263869911013,129.25127668416312
97944,울산광역시,31,울주군,31710,1.5,4.15,5,35.56854049723858,129.2499408424171
97945,울산광역시,31,남구,31140,1.37,4.29,5,35.53328249914413,129.34312890246414
97946,울산광역시,31,울주군,31710,1.5,4.09,4,35.56729237489653,129.10098059865663
97947,울산광역시,31,울주군,31710,1.5,4.19,3,35.444122491014355,129.16208661837285
97948,울산광역시,31,울주군,31710,3.57,5.31,2,35.484137889134026,129.3037351330415
97949,울산광역시,31,울주군,31710,4.59,12.09,3,35.68601137538269,129.22194310523915
97950,울산광역시,31,울주군,31710,1.59,4.42,4,35.58080199809006,129.1022694365292
97951,울산광역시,31,울주군,31710,1.5,4.16,3,35.488486130389475,129.23326639481243
97952,울산광역시,31,남구,31140,1.37,4.67,1,35.508267414426165,129.32286741574745
97953,울산광역시,31,남구,31140,2.74,10.4,2,35.478269700615115,129.34551715639898
97954,울산광역시,31,북구,31200,1.71,5.68,2,35.65971220004526,129.40157762772503
97955,울산광역시,31,울주군,31710,1.49,3.93,2,35.59514170838082,129.11129578667789
97956,울산광역시,31,남구,31140,6.85,15.32,2,35.53361111934247,129.3133592594117
97957,울산광역시,31,남구,31140,1.37,5.2,2,35.49801061304293,129.35356307671327
97958,울산광역시,31,남구,31140,1.37,5.2,2,35.47246314440197,129.38068231308625
97959,울산광역시,31,북구,31200,1.71,5.68,2,35.64869049429042,129.4190542635054
97960,울산광역시,31,울주군,31710,1.52,4.21,1,35.505218274449135,129.18281188195346
97961,울산광역시,31,남구,31140,3.8,10.7,2,35.53052947394928,129.34749386450093
97962,울산광역시,31,울주군,31710,1.5,4.2,4,35.52547260498592,129.23052537795286
97963,울산광역시,31,북구,31200,1.66,5.42,2,35.600848748017775,129.4248294342169
97964,울산광역시,31,북구,31200,1.9,5.33,2,35.614169714455095,129.3643528584181
97965,울산광역시,31,울주군,31710,3.06,8.52,1,35.5355937209522,129.1170887078814
97966,울산광역시,31,중구,31110,1.47,5.01,3,35.57855243772761,129.3251282813075
97967,울산광역시,31,울주군,31710,1.75,4.81,2,35.45731866498677,129.19532966972696
97968,울산광역시,31,북구,31200,120.0,386.99,4,35.626973616825985,129.34800995752533
97969,울산광역시,31,남구,31140,2.74,10.4,1,35.49116780862314,129.3203820179549
97970,울산광역시,31,남구,31140,3.89,5.35,2,35.51721920154527,129.32852740539272
97971,울산광역시,31,울주군,31710,1.53,3.96,2,35.613768832455676,129.14356745253127
97972,울산광역시,31,남구,31140,1.37,5.2,4,35.48738037852782,129.33685216997722
97973,울산광역시,31,울주군,31710,3.0,8.3,2,35.59936588835701,129.23276199971005
97974,울산광역시,31,울주군,31710,1.5,4.13,2,35.38177997663732,129.26575868715472
97975,울산광역시,31,북구,31200,1.63,5.29,2,35.63094540668568,129.31495323740867
97976,울산광역시,31,울주군,31710,1.53,4.09,1,35.44063864437246,129.24024506211356
97977,울산광역시,31,울주군,31710,1.5,4.09,2,35.54397405340262,129.18338216461555
97978,울산광역시,31,울주군,31710,1.67,4.58,3,35.56782137194437,129.23227742348948
97979,울산광역시,31,울주군,31710,1.75,4.81,2,35.456547862898944,129.18209725334108
97980,울산광역시,31,울주군,31710,1.55,4.23,3,35.64801154270532,129.2357194943316
112918,울산광역시,31,중구,31110,45.96,176.85,5,35.59299656370424,129.32315965100295
112919,울산광역시,31,중구,31110,113.5,285.78,2,35.55061393162433,129.32466732033785
112920,울산광역시,31,동구,31170,109.39,220.52,2,35.49897325907169,129.42633102775267
112921,울산광역시,31,남구,31140,70.8,145.39,4,35.52638907026459,129.314343980058
112922,울산광역시,31,중구,31110,16.17,49.09,2,35.551527314694354,129.3235793515148
112923,울산광역시,31,동구,31170,25.9,99.26,3,35.490000230200415,129.42286557374987
112924,울산광역시,31,울주군,31710,59.0,167.39,5,35.552237192925226,129.25740844705578
112925,울산광역시,31,남구,31140,85.17,186.58,3,35.54259952361853,129.31571195089595
112926,울산광역시,31,동구,31170,123.78,181.73,3,35.499952635008434,129.41973453330695
112927,울산광역시,31,남구,31140,145.55,310.94,3,35.54168621091562,129.31679989389553
112928,울산광역시,31,중구,31110,55.34,165.21,2,35.55039371570534,129.34451790034763
112929,울산광역시,31,중구,31110,105.15,275.53,3,35.54966403429101,129.32906367043444
112930,울산광역시,31,남구,31140,89.48,294.34,4,35.525281656017555,129.33307125866048
112931,울산광역시,31,북구,31200,55.23,164.08,3,35.62147937923104,129.3556454250077
112932,울산광역시,31,중구,31110,91.03,208.23,2,35.55050423199281,129.33459263725845
112933,울산광역시,31,동구,31170,106.18,186.69,3,35.48646034206851,129.41729241711633
112934,울산광역시,31,중구,31110,32.46,42.75,3,35.552987729423016,129.27175994007067
112935,울산광역시,31,중구,31110,32.34,116.82,2,35.55701948589959,129.3159481131786
112936,울산광역시,31,동구,31170,128.5,133.25,2,35.53687631785269,129.4225919333686
112937,울산광역시,31,중구,31110,188.25,478.53,3,35.56205854604843,129.26638767473585
112938,울산광역시,31,울주군,31710,78.54,179.11,2,35.433595363779915,129.30952650009647
112939,울산광역시,31,남구,31140,14.22,40.59,2,35.521737605052536,129.32749941619306
112940,울산광역시,31,남구,31140,51.95,113.37,2,35.54543532408719,129.30362595956308
112941,울산광역시,31,동구,31170,101.08,268.56,2,35.48100107500492,129.42160456207242
112942,울산광역시,31,동구,31170,159.18,418.86,3,35.50077568562568,129.42636296271192
112943,울산광역시,31,중구,31110,52.81,191.88,1,35.55045521446372,129.33900387196763
112944,울산광역시,31,남구,31140,62.99,89.98,3,35.54495770827582,129.26391220797555
112945,울산광역시,31,울주군,31710,12.25,34.72,1,35.34778213001381,129.32574079183587
112946,울산광역시,31,동구,31170,60.02,210.19,4,35.4953553441188,129.42736917928605
112947,울산광역시,31,울주군,31710,3.0,8.36,2,35.58468660449472,129.0714243958913
112948,울산광역시,31,동구,31170,21.23,50.74,3,35.48200603853286,129.41280578972686
112949,울산광역시,31,울주군,31710,15.3,41.8,4,35.522155524721285,129.10808072297974
112950,울산광역시,31,남구,31140,128.0,398.14,6,35.523612888566554,129.32091449123092
112951,울산광역시,31,울주군,31710,18.0,49.8,2,35.42906506779599,129.3116556999903
112952,울산광역시,31,울주군,31710,12.24,32.72,4,35.43432960680333,129.24014806848277
112953,울산광역시,31,북구,31200,18.64,42.8,3,35.6052573557987,129.35537110859846
112954,울산광역시,31,울주군,31710,12.48,34.4,2,35.353957381592394,129.33794560253546
112955,울산광역시,31,남구,31140,17.1,48.15,2,35.52707192706985,129.33420362896132
112956,울산광역시,31,울주군,31710,13.5,36.54,2,35.568932077992464,129.1186558295162
112957,울산광역시,31,울주군,31710,22.5,61.42,2,35.45363721541308,129.290021435651
112958,울산광역시,31,남구,31140,119.85,371.7,2,35.52807064184384,129.32539854685473
112959,울산광역시,31,울주군,31710,4.59,12.15,1,35.507456641271425,129.13764442792473
112960,울산광역시,31,남구,31140,17.44,42.64,2,35.541369012539846,129.34546979910925
112961,울산광역시,31,중구,31110,36.71,59.82,2,35.554231047755174,129.32362389789094
112962,울산광역시,31,울주군,31710,3.0,8.48,2,35.56456820253929,129.10314970717963
112963,울산광역시,31,북구,31200,24.96,64.2,5,35.62500938646711,129.362329343317
112964,울산광역시,31,남구,31140,81.37,279.83,4,35.52816746763426,129.31657846898537
112965,울산광역시,31,북구,31200,3.28,10.42,1,35.605758935189115,129.31012494043964
112966,울산광역시,31,울주군,31710,7.5,20.9,2,35.66666688116979,129.07694033240807
112967,울산광역시,31,중구,31110,4.41,16.68,3,35.554206757588744,129.32582962851427
112968,울산광역시,31,울주군,31710,9.0,24.36,2,35.387365210833934,129.3329944209476
112969,울산광역시,31,울주군,31710,1.5,4.18,3,35.58567604017781,129.061505834325
112970,울산광역시,31,남구,31140,9.59,25.1,3,35.52820361108263,129.31327092896024
112971,울산광역시,31,울주군,31710,6.36,17.68,4,35.57264962781866,129.10657083476417
112972,울산광역시,31,울주군,31710,3.86,10.66,3,35.4730821660695,129.3255953544579
112973,울산광역시,31,동구,31170,43.82,74.76,2,35.536824098467875,129.4270022576609
112974,울산광역시,31,울주군,31710,31.02,75.9,4,35.40592840711532,129.2837537777305
112975,울산광역시,31,울주군,31710,3.3,8.88,3,35.432088944592515,129.28196703820237
112976,울산광역시,31,울주군,31710,3.04,8.46,8,35.639379042531466,129.28527725754597
112977,울산광역시,31,울주군,31710,1.5,4.06,3,35.49873601427804,129.2874368762383
112978,울산광역시,31,남구,31140,27.4,46.72,2,35.53904267736964,129.3112422876419
112979,울산광역시,31,남구,31140,47.55,126.8,3,35.54614408741245,129.32128476532606
112980,울산광역시,31,중구,31110,60.1,214.83,2,35.55047974339252,129.33679825594442
112981,울산광역시,31,울주군,31710,3.0,8.3,2,35.58504694310552,129.22261042411563
112982,울산광역시,31,울주군,31710,1.5,4.19,2,35.64246205940582,129.15943744821934
112983,울산광역시,31,남구,31140,15.07,26.68,5,35.53020922806784,129.2945571134015
112984,울산광역시,31,북구,31200,103.0,321.75,5,35.55028238277624,129.35444310920641
112985,울산광역시,31,울주군,31710,7.6,21.1,4,35.46664470471232,129.16351325687955
112986,울산광역시,31,북구,31200,6.52,20.96,4,35.602559363960374,129.43258581874022
112987,울산광역시,31,북구,31200,51.04,58.74,2,35.541819790152914,129.38518137277006
112988,울산광역시,31,울주군,31710,1.55,4.3,3,35.62163441745439,129.25849659192542
112989,울산광역시,31,동구,31170,8.16,21.36,3,35.488119487650735,129.42944521910428
112990,울산광역시,31,북구,31200,5.07,16.62,3,35.578068684819634,129.44538911474368
112991,울산광역시,31,남구,31140,5.48,15.32,2,35.52920080524299,129.3044654150457
112992,울산광역시,31,남구,31140,18.0,56.28,4,35.53144305435378,129.34640642516212
112993,울산광역시,31,동구,31170,2.04,5.34,7,35.48904684582991,129.42725736301173
112994,울산광역시,31,울주군,31710,10.02,27.48,4,35.56061117280308,129.23216676889055
112995,울산광역시,31,울주군,31710,6.12,16.12,2,35.65286510035367,129.20155692020688
112996,울산광역시,31,북구,31200,6.54,10.74,2,35.57437770180578,129.37581292301334
112997,울산광역시,31,울주군,31710,3.62,10.18,2,35.470572713344204,129.22197278740072
112998,울산광역시,31,울주군,31710,101.5,286.77,4,35.5663201011633,129.10869008816647
112999,울산광역시,31,남구,31140,91.63,201.12,5,35.5351475945779,129.25383261299945
113000,울산광역시,31,남구,31140,12.33,46.8,1,35.4993153215872,129.31720870637437
113001,울산광역시,31,중구,31110,4.56,16.78,4,35.568638789672626,129.32496464189424
113002,울산광역시,31,울주군,31710,4.5,12.53,2,35.40677092059244,129.28927245473537
113003,울산광역시,31,울주군,31710,1.64,4.56,2,35.35142346554339,129.32249953486465
113004,울산광역시,31,중구,31110,4.21,5.36,4,35.57741481947799,129.26331976386956
113005,울산광역시,31,울주군,31710,6.0,16.64,3,35.55715210116582,129.21777313939072
113006,울산광역시,31,울주군,31710,3.06,8.52,1,35.53286927022124,129.11925643893596
113007,울산광역시,31,중구,31110,8.81,15.5,4,35.56966104571939,129.31394873073427
113008,울산광역시,31,남구,31140,7.78,10.7,3,35.5181082749986,129.3296446593633
113009,울산광역시,31,북구,31200,3.26,10.58,2,35.62737664625326,129.31158244277935
113010,울산광역시,31,울주군,31710,7.14,10.62,3,35.48143410305957,129.30369136764696
113011,울산광역시,31,울주군,31710,3.0,8.18,2,35.584577803867276,129.08356160378133
113012,울산광역시,31,남구,31140,21.91,21.37,4,35.54679495734364,129.26063219037138
113013,울산광역시,31,남구,31140,239.0,723.81,7,35.54227025048724,129.34548488658567
113014,울산광역시,31,울주군,31710,4.5,12.21,2,35.550304793358976,129.1812693607451
113015,울산광역시,31,울주군,31710,1.53,4.18,2,35.52664179473737,129.11034799549046
113016,울산광역시,31,울주군,31710,3.18,8.66,1,35.500214819219195,129.14084908904022
113017,울산광역시,31,울주군,31710,1.5,4.17,3,35.4067119027845,129.29477679047432
113018,울산광역시,31,울주군,31710,1.5,4.16,2,35.50469795071934,129.23461721011762
113019,울산광역시,31,울주군,31710,4.5,12.54,1,35.527544716006524,129.0078061105128
113020,울산광역시,31,중구,31110,16.0,57.37,2,35.559735286602596,129.31488946734927
113021,울산광역시,31,울주군,31710,3.06,8.38,3,35.63725303319987,129.2300323512332
113022,울산광역시,31,남구,31140,15.35,28.98,4,35.530701333717516,129.3320583682951
113023,울산광역시,31,남구,31140,308.0,888.34,5,35.53688100399531,129.26047667892604
113024,울산광역시,31,울주군,31710,4.5,12.18,2,35.57962385844696,129.13204618017048
113025,울산광역시,31,울주군,31710,1.5,4.19,1,35.654983708910876,129.16955911907462
113026,울산광역시,31,남구,31140,354.0,1144.31,6,35.54420777017392,129.33338513607245
113027,울산광역시,31,북구,31200,5.76,16.02,2,35.61227409284081,129.44931706860086
113028,울산광역시,31,울주군,31710,1.55,4.23,5,35.650794582672,129.22803162297177
113029,울산광역시,31,울주군,31710,4.5,12.0,1,35.620905374941636,129.05314039610658
113030,울산광역시,31,북구,31200,1.66,5.42,2,35.57993723262364,129.43990575886275
113031,울산광역시,31,남구,31140,36.55,96.93,4,35.533599079212415,129.31446184734756
113032,울산광역시,31,울주군,31710,3.0,8.32,5,35.505542569465106,129.24014222656464
113033,울산광역시,31,북구,31200,3.26,10.86,5,35.59610768695846,129.36735646915733
113034,울산광역시,31,북구,31200,8.14,10.68,1,35.5545129171656,129.37878182796547
113035,울산광역시,31,울주군,31710,3.06,8.18,1,35.43536624050969,129.22694655538402
113036,울산광역시,31,울주군,31710,3.0,8.3,3,35.583188173022585,129.22809948375252
113037,울산광역시,31,남구,31140,1.37,5.2,4,35.49460260247561,129.3358698340707
113038,울산광역시,31,북구,31200,1.71,5.68,2,35.607196326015554,129.42163088393568
113039,울산광역시,31,울주군,31710,3.0,8.36,4,35.58652851367624,129.06703483260765
113040,울산광역시,31,남구,31140,5.48,20.8,2,35.50446731257252,129.34044308361499
113041,울산광역시,31,울주군,31710,2.68,7.46,2,35.3408473609449,129.30032361161727
113042,울산광역시,31,북구,31200,153.78,510.53,4,35.63234376765806,129.35141272843617
113043,울산광역시,31,울주군,31710,3.01,5.32,4,35.60540714828381,129.0728051356356
113044,울산광역시,31,울주군,31710,1.53,4.03,2,35.68420885475556,129.2219155497437
113045,울산광역시,31,울주군,31710,112.0,283.73,4,35.40136324692222,129.28918614506625
113046,울산광역시,31,울주군,31710,1.55,4.3,2,35.61703535577551,129.26725585792795
113047,울산광역시,31,울주군,31710,4.51,9.57,3,35.55059506096423,129.24194037204458
113048,울산광역시,31,울주군,31710,1.5,4.19,2,35.65775189081773,129.16297252432295
113049,울산광역시,31,울주군,31710,1.34,3.73,5,35.342638063574725,129.3014525552245
113050,울산광역시,31,울주군,31710,1.5,4.23,6,35.36462534128801,129.35132771749414
113051,울산광역시,31,울주군,31710,3.0,8.0,3,35.614586431751235,129.05416125251296
113052,울산광역시,31,북구,31200,6.52,20.96,3,35.6094771686285,129.45699314273088
113053,울산광역시,31,울주군,31710,1.91,5.03,3,35.518781121176836,129.08267416990142
113054,울산광역시,31,울주군,31710,7.72,21.32,2,35.47212014131047,129.33108923695337
113055,울산광역시,31,남구,31140,2.74,10.4,3,35.47695667903503,129.381861314008
113056,울산광역시,31,울주군,31710,1.53,4.09,1,35.424584275872675,129.22347869519254
113057,울산광역시,31,울주군,31710,1.52,4.15,2,35.60396944389261,129.1312861265935
113058,울산광역시,31,울주군,31710,1.5,4.06,1,35.584254345685814,129.11886947034213
113059,울산광역시,31,울주군,31710,6.03,9.46,2,35.54732106439344,129.116148780757
113060,울산광역시,31,북구,31200,2.84,9.66,4,35.61231395729456,129.44600625572008
113061,울산광역시,31,중구,31110,4.8,18.51,2,35.57261565256509,129.29082734613334
113062,울산광역시,31,동구,31170,1.94,5.31,2,35.56262871684574,129.45503966565994
113063,울산광역시,31,울주군,31710,1.5,4.2,6,35.52726388583685,129.23165550226662
113064,울산광역시,31,중구,31110,1.6,6.17,2,35.57440631261676,129.2919594891934
113065,울산광역시,31,울주군,31710,3.0,8.14,3,35.54942514225885,129.17905038519424
113066,울산광역시,31,남구,31140,1.37,5.2,2,35.46552865250278,129.35632290804296
113067,울산광역시,31,울주군,31710,1.5,4.18,3,35.67114365772646,129.08031474791744
113068,울산광역시,31,울주군,31710,4.51,5.35,5,35.66760164475536,129.16974361409098
113069,울산광역시,31,남구,31140,8.0,24.2,7,35.54337967203331,129.3267538988985
113070,울산광역시,31,울주군,31710,1.88,5.34,1,35.52498064133303,129.09488732393228
113071,울산광역시,31,북구,31200,2.21,5.35,4,35.624959263823,129.36674461594194
113072,울산광역시,31,울주군,31710,4.51,9.6,2,35.555893197779795,129.06552441958704
113073,울산광역시,31,울주군,31710,7.52,9.47,4,35.50526116366413,129.08249217641676
113074,울산광역시,31,울주군,31710,1.5,3.93,1,35.59749286072142,129.1488536865392
113075,울산광역시,31,남구,31140,1.37,4.67,1,35.50914441558911,129.32508673053772
113076,울산광역시,31,울주군,31710,1.5,4.18,4,35.584774714365864,129.06149390492854
113077,울산광역시,31,울주군,31710,1.52,4.11,1,35.69789528888444,129.20554897578933
113078,울산광역시,31,울주군,31710,2.51,5.35,2,35.486877430512045,129.30047304144708
113079,울산광역시,31,울주군,31710,2.48,5.34,4,35.55987783806765,129.122942343241
113080,울산광역시,31,북구,31200,1.71,5.68,1,35.60726144038488,129.41611314056507
113081,울산광역시,31,울주군,31710,1.53,4.09,2,35.434532071198085,129.2203252051356
113082,울산광역시,31,울주군,31710,1.64,4.56,3,35.34690502181597,129.323525951106
113083,울산광역시,31,남구,31140,1.37,5.2,2,35.502701595783435,129.33710660186517
113084,울산광역시,31,북구,31200,102.0,326.56,5,35.55029479342924,129.35334031091256
113085,울산광역시,31,북구,31200,3.97,5.34,2,35.54454882924132,129.383022559732
113086,울산광역시,31,중구,31110,1.6,6.17,3,35.56998274539976,129.28416528795782
113087,울산광역시,31,울주군,31710,1.5,4.26,3,35.54818135511956,129.1205727775793
113088,울산광역시,31,북구,31200,3.26,10.86,4,35.625133985418614,129.35129111421514
113089,울산광역시,31,중구,31110,132.0,485.47,2,35.549761178900795,129.32024124138835
113090,울산광역시,31,중구,31110,1.47,5.22,5,35.549965468739806,129.30149344030806
113091,울산광역시,31,중구,31110,4.8,18.51,2,35.56085192718546,129.29505088023308
113092,울산광역시,31,울주군,31710,1.5,4.18,4,35.569777449274184,129.0237827562688
113093,울산광역시,31,북구,31200,1.66,5.42,2,35.580969995922146,129.42889012642786
113094,울산광역시,31,울주군,31710,1.5,4.16,3,35.55884247467813,129.2288302041268
113095,울산광역시,31,북구,31200,1.63,5.29,3,35.63364911358221,129.3149976237601
113096,울산광역시,31,울주군,31710,1.5,4.15,3,35.5849907196626,129.22812707557614
113097,울산광역시,31,울주군,31710,1.5,4.15,5,35.562208671651334,129.2520486445106
113098,울산광역시,31,울주군,31710,1.55,4.3,3,35.61890751071475,129.26066168972176
113099,울산광역시,31,북구,31200,3.09,5.31,3,35.559094701548126,129.37224172258274
113100,울산광역시,31,남구,31140,195.0,578.62,5,35.52899615686815,129.32320836233802
113101,울산광역시,31,울주군,31710,1.65,4.44,1,35.426728064954546,129.27747655987957
113102,울산광역시,31,동구,31170,44.0,178.14,4,35.52510838900047,129.42679436227678
113103,울산광역시,31,북구,31200,1.63,5.48,4,35.53903978152216,129.39175055384905
113104,울산광역시,31,북구,31200,2.46,5.35,2,35.62142950580065,129.360060515887
113105,울산광역시,31,울주군,31710,1.75,4.81,2,35.460978437087746,129.18987490382713
113106,울산광역시,31,울주군,31710,1.91,5.03,2,35.50881676821596,129.08805240569683
113107,울산광역시,31,울주군,31710,1.88,5.27,3,35.44644823386968,129.20067655821833
113108,울산광역시,31,울주군,31710,1.5,4.23,1,35.36282281662364,129.35129761039727
113109,울산광역시,31,울주군,31710,1.5,4.2,3,35.52873536088071,129.07839724733805
113110,울산광역시,31,울주군,31710,3.15,8.74,2,35.43476416793317,129.19719828360726
113111,울산광역시,31,울주군,31710,1.5,4.17,4,35.406676371744176,129.2980793842253
113112,울산광역시,31,울주군,31710,1.53,4.09,4,35.426531422561986,129.2091908471001
113113,울산광역시,31,울주군,31710,1.5,4.12,1,35.596284988224035,129.08482348190776
113114,울산광역시,31,울주군,31710,1.93,5.33,5,35.476050365440315,129.3014002414891
127876,울산광역시,31,중구,31110,126.9,295.22,2,35.55264534127086,129.30374295003452
127877,울산광역시,31,중구,31110,88.92,240.39,3,35.54971268725202,129.32465246118844
127878,울산광역시,31,중구,31110,116.13,230.76,2,35.55057745582093,129.32797576526804
127879,울산광역시,31,울주군,31710,33.46,78.15,2,35.43545763100383,129.30404949997506
127880,울산광역시,31,중구,31110,90.08,107.34,3,35.56114566419442,129.26747644738313
127881,울산광역시,31,남구,31140,86.95,240.04,4,35.53721612205184,129.3134181594516
127882,울산광역시,31,중구,31110,272.0,948.95,4,35.55438795066939,129.30928658476
127883,울산광역시,31,중구,31110,78.98,241.06,2,35.57378877888424,129.34821961753212
127884,울산광역시,31,중구,31110,81.27,144.72,2,35.57020855734176,129.34595293071732
127885,울산광역시,31,울주군,31710,29.52,69.86,2,35.42726253317833,129.31162640513764
127886,울산광역시,31,남구,31140,81.32,197.29,3,35.5227478959386,129.31759237841052
127887,울산광역시,31,중구,31110,54.57,69.18,3,35.54924204595739,129.28493669280653
127888,울산광역시,31,동구,31170,99.72,135.61,2,35.49090144624875,129.42288149689918
127889,울산광역시,31,중구,31110,95.09,233.07,3,35.554084701740045,129.33685824192392
127890,울산광역시,31,울주군,31710,16.5,45.17,4,35.568020498313885,129.1197464067645
127891,울산광역시,31,남구,31140,159.77,515.23,4,35.545423369507404,129.30472871363622
127892,울산광역시,31,중구,31110,107.04,339.15,4,35.549159340886845,129.29265637992037
127893,울산광역시,31,동구,31170,208.63,616.74,3,35.49997860870679,129.41753037379985
127894,울산광역시,31,중구,31110,17.36,26.61,3,35.55757543051325,129.26411074205794
127895,울산광역시,31,울주군,31710,81.3,162.93,3,35.42549591506674,129.308293770378
127896,울산광역시,31,북구,31200,29.51,91.65,3,35.621516678168284,129.35233409973978
127897,울산광역시,31,중구,31110,104.22,186.23,2,35.56844307418157,129.34261356146095
127898,울산광역시,31,동구,31170,48.4,79.06,2,35.48549414784853,129.42278596860513
127899,울산광역시,31,중구,31110,103.1,133.7,2,35.55570317389879,129.2706998398006
127900,울산광역시,31,남구,31140,43.51,117.01,3,35.53528061656518,129.32551741050713
127901,울산광역시,31,동구,31170,81.67,219.56,4,35.477538662829424,129.4094214386483
127902,울산광역시,31,울주군,31710,16.5,44.66,4,35.48620051628393,129.27952145531097
127903,울산광역시,31,울주군,31710,21.23,58.63,2,35.48243049913391,129.29489080019042
127904,울산광역시,31,울주군,31710,21.0,57.54,2,35.41231923688598,129.27614743457212
127905,울산광역시,31,울주군,31710,19.93,53.42,4,35.52137534075718,129.0948382231957
127906,울산광역시,31,남구,31140,253.74,698.06,4,35.52631663704536,129.32095890242775
127907,울산광역시,31,남구,31140,49.64,90.95,4,35.54857435729163,129.26286610468097
127908,울산광역시,31,울주군,31710,29.2,82.32,6,35.34599166904291,129.32461124418742
127909,울산광역시,31,북구,31200,27.39,58.41,3,35.63597346371387,129.34926560061277
127910,울산광역시,31,남구,31140,30.35,58.39,6,35.53250382256759,129.33208823208983
127911,울산광역시,31,중구,31110,7.34,10.41,4,35.54641997927879,129.29592119811497
127912,울산광역시,31,남구,31140,4.11,15.6,2,35.488415620802236,129.32474555079978
