,PR_per_PY,latitude,longitude,SB_score,CLSS,SB_worker_score
38,2795698.924731183,35.50438053704485,129.42642684113682,55.068194999999996,3,9.8569903
1055,3490151.941474395,35.504432694310495,129.42201829017836,65.468819,3,3.1424250500000004
736,3881936.2455726094,35.50444570846718,129.42091615067042,44.779740999999994,3,0.251508
627,3088495.575221239,35.504471706588724,129.4187118695364,48.583158999999995,4,2.630659718
354,3371561.5742699956,35.504795041715056,129.31068404583772,185.328011,4,22.467827456
1455,1402141.0925061763,35.50524130830427,129.08469676334582,85.975382,4,0.0
424,3260700.3891050583,35.50526868463969,129.42754496078913,84.26566199999999,3,2.1106495
494,4770776.255707762,35.505281749547784,129.42644281251538,49.008424999999995,4,2.3660406999999997
795,1560118.5436071127,35.50615257215814,129.0836066115917,52.46278099999999,4,0.41967045
113,2398190.045248869,35.506182961909964,129.42645878460291,48.967078,3,23.52336575
694,4077272.727272727,35.50704494662036,129.4297812739274,39.922332,5,15.818959489
496,4279132.791327913,35.507058032522174,129.42867910246142,55.348088999999995,2,13.868671191
43,3905882.3529411764,35.50707110835919,129.42757693028528,68.43181799999999,3,3.89128535
266,3305335.2559480895,35.508860454813814,129.42871109941015,124.30014299999999,3,9.317487519
703,5258525.852585259,35.508873531515654,129.42760890261988,65.69306,3,2.6745231
1122,5102233.817055275,35.508886598152046,129.42650670511995,147.84069899999997,5,0.09058279999999999
946,3971577.915713819,35.50928931184724,129.3118597015806,134.693996,5,92.151631653
459,4909090.909090909,35.50981391389068,129.42431825830127,21.361178,4,3.93323335
73,3598768.8864017907,35.50982695076161,129.4232160463676,48.678607,4,0.0
1241,4969338.751385298,35.51070207904407,129.4254364328514,80.676789,4,1.160817
1465,4588607.594936709,35.51071512641232,129.4243342093173,79.340686,5,0.12437325
315,2997421.7311233887,35.51076721522307,129.4199253081053,201.89695899999998,4,3.57
750,5012285.012285012,35.511603290993534,129.42545239688462,46.099586,4,19.15520555
906,4797773.654916512,35.511629376526386,129.42324792449008,59.67837,3,16.831417863
833,1252459.0163934426,35.511944934154165,129.31631295364883,11.355972,3,0.1231912
1161,5888065.982157886,35.51251755103338,129.4243661134737,140.12471,5,5.787501270999999
1227,2927941.1764705884,35.51285823831733,129.31522539563684,50.608962999999996,4,9.76879055
629,6400435.255712731,35.5134057144702,129.42548432707707,139.73982,5,2.8169862
242,6408284.023668639,35.51341876313283,129.42438206661407,150.87501899999998,5,3.0630137999999993
436,2713754.6468401486,35.513516548311145,129.33728631648654,32.859133,3,5.79062245
374,2583631.4847942754,35.513747440111864,129.31634244487662,51.19731399999999,5,8.36
655,3083895.3331534932,35.513759491624775,129.31524012926542,89.935005,5,7.504841484999999
1211,2583419.689119171,35.51425462894609,129.42990937723783,35.692349,4,5.6848384
1286,6378873.013324771,35.5143069259974,129.42550029323638,156.23520799999997,5,3.4522115999999996
597,1704035.8744394619,35.514393276794294,129.33950592581593,43.388524,2,4.87803085
415,2146179.4019933557,35.514442269820684,129.3350966655776,57.435001,2,7.0892658
182,2795247.3058856037,35.51466074479239,129.3152548635481,84.581831,5,2.9039152
773,2935269.7095435685,35.514672786634605,129.3141525349696,68.54989799999998,3,2.79706335
284,2244262.295081967,35.51533128206604,129.33621395052668,48.894958,2,0.3641156
976,2238289.2057026476,35.51534351562396,129.33511162215663,55.601431999999996,3,1.11312225
183,3023665.659617321,35.51557404006057,129.31416725759263,107.268352,4,14.161865049999998
585,3195606.6945606694,35.51648732591546,129.31307962700916,0.696215,5,11.098826699999998
1463,3152501.344809037,35.51649934841435,129.31197727249594,73.900198,4,8.966568413000001
827,4653668.54797332,35.51715823110767,129.3340391836446,88.048677,3,3.4631629999999998
845,3144495.4128440367,35.5174006023561,129.31199197179646,91.684314,4,0.653733221
262,4738100.932791199,35.51805947689515,129.33405412990078,128.747226,4,2.2236563
123,7398705.501618123,35.51821748161912,129.31972331201916,51.013413,4,1.7264522000000002
42,3311125.916055963,35.51909453404577,129.32194287193082,58.280913,4,9.2914018
51,3306578.4029788994,35.51920310982007,129.3120213723552,139.162116,3,56.8116951
213,5045400.9433962265,35.5198741834891,129.33298163313194,36.733942,2,26.2767329
31,7058601.782042495,35.52004414218465,129.31754808595622,81.501921,4,23.496832322
2,3011494.252873563,35.52010436334233,129.31203607361348,47.268058999999994,4,2.607093
1078,4320553.111250786,35.52077542926049,129.3329965690623,89.92067,3,0.622659
1334,4640474.6632456705,35.52090913882863,129.32087008594834,154.132466,4,1.667742047
221,7037912.087912088,35.52094539357584,129.31756284945223,76.465268,2,33.1184816
840,4961448.598130841,35.521725439163596,129.3286018354085,36.291247,4,2.9863912
111,6030689.135498013,35.52182248426828,129.31978246322566,149.53771500000002,5,0.6235884
949,2576879.9102132437,35.52184664482716,129.31757761360365,22.881836999999997,4,24.2201758
63,2970340.215178831,35.52188281012688,129.31427033425626,78.307239,4,17.297413984
3,3094063.222821897,35.52190686996739,129.31206547808804,103.21291999999998,3,2.2957934239999997
759,2469982.8473413377,35.52259012696219,129.331924014026,47.922909000000004,3,8.560718799999998
747,5819272.291083567,35.52262668626738,129.32861672339425,52.860192000000005,3,2.57460295
475,3315091.2106135986,35.52263885255858,129.3275142918611,30.983109,3,2.10305495
490,6938395.415472779,35.52273582029577,129.31869481586753,58.475914,4,7.0691207
418,2535099.3377483445,35.52278406243411,129.31428506210887,71.46694600000001,4,60.48691059999999
775,3092654.424040067,35.52280812307015,129.3120801813044,70.691687,3,6.79739865
337,8153846.153846154,35.523612888566554,129.32091449123092,67.36770299999999,6,1.7417399999999998
744,6775704.105870376,35.52363707086807,129.31870959364846,64.77299500000001,5,8.842295250000001
941,3133071.5532286214,35.523649146910174,129.31760714387286,73.16202,4,7.774808806999999
450,2914893.6170212766,35.52446565112441,129.32533913085683,35.305023,3,7.09411215
843,5847658.402203857,35.52450203153972,129.32203175443078,78.237584,5,2.9532522
216,3731707.3170731706,35.52452623478632,129.31982683352402,26.584082999999996,2,34.23455135
19,3517979.4520547944,35.52458656662904,129.31431451977565,43.054613999999994,3,0.844533
855,3476606.4841778297,35.52461062885622,129.3121095896953,139.23256700000002,4,4.247766250000001
1312,3182467.5324675324,35.525281656017555,129.33307125866048,45.597717,4,0.8050306000000002
619,5963495.145631068,35.52539116349934,129.3231490422693,136.325275,3,30.3747336
310,2753768.8442211053,35.52540328063236,129.32204657048266,68.818421,3,9.81951
1188,3022471.9101123596,35.525487818516744,129.31432924958986,31.238070000000004,3,2.0643653
41,6170255.720053836,35.526195109142286,129.33198372040744,50.756648,3,2.7795475329999997
202,2924855.49132948,35.52623167328291,129.32867628194694,15.138271,4,4.824395999999999
110,6073026.015518028,35.5263045295851,129.32206138719224,108.542242,5,15.9492722
1144,6114280.245022971,35.52631663704536,129.32095890242778,114.58514099999998,4,9.22090025
1460,3904336.7346938774,35.52641313408296,129.31213900069736,17.267564,5,8.66925765
1414,3125921.375921376,35.52713291968686,129.3286911732377,62.592195,2,0.6243335999999999
734,7926283.680732079,35.527229984045306,129.31987120973196,42.051582,5,12.44563815
1490,8072876.932342903,35.52724207175835,129.3187687113328,116.920436,3,0.800574
1390,7285104.653525706,35.52725414939765,129.31766621227752,98.17858599999998,4,5.6317515
1328,3558343.789209536,35.527314386486566,129.31215370717766,49.563179,4,21.040090600000003
854,3876739.5626242543,35.527326403682736,129.31105120419684,10.003222999999998,4,12.047951200000002
1394,3914447.134786118,35.52733841080498,129.30994870056378,51.242059,4,26.7049149
235,4414204.715010445,35.52735040785328,129.30884619627878,90.872887,5,29.944788699999997
1361,11021078.956770275,35.527410241985024,129.30333366509646,41.80209,3,24.661148199999996
538,6519289.9408284025,35.5274221785893,129.30223115691228,6.581501000000001,6,2.6054432999999997
442,9421596.244131455,35.52748171049913,129.2967186062829,35.913478,5,2.7795375269999996
622,5670817.120622568,35.527505452744045,129.2945135815107,31.149586,2,6.0101378
305,3703904.5553145334,35.52804633465582,129.32760355973826,71.990773,4,15.475173999999999
458,3425049.309664694,35.52807064184385,129.32539854685473,74.130344,2,4.097875999999999
1373,4114231.014677728,35.52816746763426,129.31657846898537,43.667926,4,0.20795171399999998
733,4758812.615955473,35.52821563875036,129.31216841431083,10.862682999999999,5,7.10819425
1131,4343902.439024391,35.528251661308005,129.30886086644747,3.560002,4,73.98359629999997
1142,9373078.520980474,35.52827562597504,129.30665583128126,106.360136,4,9.8564246
890,7033924.205378973,35.52837108166842,129.29783566465312,120.597907,7,1.4327638
196,9504302.925989673,35.52838296829513,129.29673314091275,29.034765,3,1.3897845020000001
290,4441139.636819036,35.528406711325005,129.29452809149677,69.762591,5,8.664079518000001
28,4542406.311637081,35.52895974021515,129.32651592159627,46.51522099999999,4,17.58295815
1187,4908949.416342412,35.528971889173825,129.32541340250282,103.11905300000001,5,24.474787
812,6449202.024133904,35.529020384264996,129.32100331953959,107.098106,5,11.148420000000002
36,8246965.257429887,35.5290566498021,129.3176957504134,68.09296799999998,3,1.5779063
79,3679738.5620915033,35.52906871816557,129.3165932260593,27.600164,4,1.4597767539999997
48,2790123.4567901236,35.52911689087429,129.31218312209694,45.077408,4,1.4006144
728,5112823.674475956,35.52912634328761,129.39157895670192,117.30429099999999,5,1.32541505
39,2162406.015037594,35.52914091678133,129.30997806619598,17.017802,4,30.35830485
174,2952931.461601982,35.52921275271131,129.30336288286614,42.78013099999999,4,9.661471349999998
1002,4460204.885736801,35.529307969766286,129.294542602127,60.33582199999999,4,24.0991993
1369,4593291.404612159,35.52986098700353,129.32653079022603,350.628772,4,1.28
1305,4630991.464215364,35.529873136363875,129.32542825881043,94.089986,2,36.4404137
1026,5338146.811070999,35.529909523996835,129.32212066060856,118.009796,5,4.399025399999999
306,5920019.870839543,35.529933732045194,129.3199155918503,119.061336,5,6.6614287999999995
869,4293374.019180471,35.52994582095724,129.3188130564857,79.545386,4,18.161242299999998
64,4885135.135135135,35.53000611439533,129.3133003698299,42.77140599999999,5,1.80094685
573,5030485.762144053,35.53002756564781,129.39159455298028,132.975567,5,24.002243999999997
1050,2583740.559751222,35.530030161246536,129.31109529058915,46.527976,4,9.64129985
1332,4373759.647188534,35.53006615596139,129.30778766683622,26.782208,5,74.31087335
473,5891363.8139898395,35.530185483467925,129.29676221210838,119.73476299999999,6,20.093060621
566,4558064.516129033,35.53019736080548,129.2956596630773,29.611642999999997,5,9.31799385
456,4909661.667247995,35.53022108525499,129.2934545630815,68.543843,4,7.554692603999999
778,8453987.73006135,35.53024476940364,129.29124946051095,90.996221,5,14.781480997000001
568,3324336.9008841324,35.5304763812323,129.43019777607444,69.229524,5,14.270112949999998
1498,4178867.6008006865,35.53059107911945,129.3419812022928,211.029628,5,28.38121065
808,4573489.630297566,35.530737903902995,129.32875074501177,55.082252,3,3.2591925499999994
541,4639616.377720399,35.530774383413984,129.32544311577752,169.835873,2,5.6049999999999995
1396,5208154.506437768,35.53081077224997,129.3221354806073,73.409962,5,33.8949347
1148,5613906.969360216,35.53082288171187,129.321032934234,163.413055,4,4.793887649999999
850,5825320.512820513,35.530834981098685,129.3199303872033,96.18706200000001,5,13.0601544
835,4533990.84184572,35.5308712188085,129.31662274217248,65.111254,5,5.5153275
572,3097112.8608923885,35.530941532441,129.3905076337729,18.062959,2,7.966367249999999
1309,2580419.5804195805,35.53097938787743,129.30669977175899,20.024834,4,136.09670595
441,4357142.857142857,35.53099135628647,129.30559721623226,23.491925,4,25.92637067
34,9368421.05263158,35.531062955157815,129.2989818694466,17.617887,8,17.431138699999998
1267,9602643.171806168,35.531134191312525,129.29236649938932,35.494955,6,7.7013913999999986
356,4184980.2371541504,35.53145538587017,129.34530388106657,206.0854,5,4.8660347999999995
1086,3579175.704989154,35.53151689232696,129.33979115055843,56.24102499999999,5,51.02168795000001
914,4764966.740576496,35.53165131992139,129.3276630848673,160.067329,3,19.71260505
253,5395370.807746812,35.53166348016041,129.32656052946584,61.134741999999996,4,3.588
1149,4853923.205342237,35.53167563032414,129.32545797340418,212.912545,3,5.04
467,4724540.901502504,35.5316877704125,129.324355416683,69.508752,5,14.801516249999999
1399,4106969.205834684,35.53178452840515,129.31553493923366,25.770792,5,9.5890723
201,4601607.347876005,35.53183266558989,129.31112468477934,22.212721000000002,5,8.92722655
489,5092112.520683949,35.53188064156528,129.30671441988542,64.014666,4,88.2651514
160,9381818.181818182,35.53196421160851,129.2989964313058,27.969855999999996,7,5.8339228499999995
355,8020475.319926874,35.532106325895555,129.28576552014746,47.378476000000006,5,26.47398675
93,5611650.485436893,35.53246673872295,129.2515852421341,9.00104,4,0.39837
1358,4815107.913669065,35.53255256588787,129.32767796780124,50.831714,3,52.61721935
69,6024878.312601406,35.53257687709432,129.32547283169043,27.941373,6,0.0
762,1980952.380952381,35.53269782858347,129.3144471116471,37.966338,4,8.9126685
997,1858218.3186951065,35.53273123188538,129.3916413459697,62.49150600000001,2,0.8953938000000001
1239,6450354.609929078,35.532733917551816,129.3111393828532,36.182702,7,2.8056806499999998
823,1707154.7420965058,35.532743977301564,129.39053880514692,30.611828999999997,2,5.5076183499999996
583,3210355.987055016,35.53275671264293,129.38943626363226,160.72409700000003,3,15.990434550000002
1152,2874308.300395257,35.5328177724866,129.30342132618856,44.220618,5,5.12
871,3785714.285714286,35.5328535591754,129.3001135778768,57.380371999999994,3,1.7598146
1397,9653116.531165311,35.53288925517923,129.2968058237417,30.530292,7,3.6866636
621,5472169.238772325,35.53290113369487,129.29570323773842,99.877812,6,3.4188622
1395,6000811.03000811,35.533465972757455,129.32659027134622,36.067875,6,392.3068642
256,5592517.98561151,35.533478123724564,129.32548769063638,40.595456,6,66.3955905
344,6008846.947803008,35.533490264615665,129.3243851092669,55.887582,5,70.33248395
962,2546275.39503386,35.533514516169795,129.32217994455118,23.090868999999998,4,95.447389299
411,2879565.6465942743,35.533587029006185,129.3155644346293,34.232535999999996,4,4.3082693999999995
1154,6448467.966573816,35.53362314939629,129.31225667082214,19.414262,4,200.76177619999996
1179,1824133.5044929397,35.53364519952112,129.39055439187175,54.439205,2,0.0
935,5217628.705148206,35.53370707763755,129.30453853243966,26.811611000000003,5,1.776
375,5579281.567489115,35.53386163443881,129.29020476261084,106.989124,5,1.7994904000000003
1253,5869082.840236686,35.53387345288775,129.28910216042135,77.925097,5,30.344275256999996
420,3964788.732394366,35.53388526126008,129.28799955759027,36.456109999999995,6,14.4860925
1429,4174414.876563001,35.53390884777476,129.28579435000546,78.59365199999999,5,19.556265265
599,8169068.203650336,35.53412207546979,129.34865686459742,1.2330729999999999,4,4.534764
1166,2619883.0409356724,35.53440364272347,129.3232973621939,37.613465,3,25.761651618000002
210,2725050.916496945,35.53441576386322,129.32219476718174,48.724133,3,10.248422999999999
371,3943025.540275049,35.534476218415776,129.31668178226136,49.988883,4,21.2437946
130,2393835.616438356,35.53454843135452,129.3100661787379,22.55202,4,49.603567399999996
416,3063879.2102206736,35.53463222129734,129.30234794496857,22.646423,4,2.20710955
948,3898450.9466437176,35.53465607059067,129.30014272947824,6.970123999999999,4,4.660491899999999
186,9667590.987868285,35.534691768954794,129.29683490139084,86.14596099999999,8,3.057529906
777,4628387.096774193,35.53471551748008,129.29462967943778,123.19917299999999,4,7.972669284
1157,9151861.766853249,35.53476289360805,129.29021922780348,5.391677,3,2.8210769500000006
156,4062192.118226601,35.534786521210435,129.28801399813108,35.19002599999999,5,1.1662489999999999
248,7180152.6717557255,35.53509001196497,129.25934578062854,63.70566,5,0.69345
1410,2562314.540059347,35.53537746796788,129.31669654392178,93.872659,3,5.5127899000000005
308,2761732.85198556,35.5354616839125,129.3089782512451,36.664799,3,4.6096455999999995
1294,3298691.3010007697,35.53554540608632,129.30125992664472,90.396944,3,7.329781
620,4137547.3484848486,35.53559302563298,129.29684944118364,108.016856,6,8.008
1482,4336906.584992343,35.535604905326764,129.29574681820327,108.07779999999998,4,0.9686886
990,4628884.826325411,35.535616774943385,129.29464419457796,47.904939,4,15.85621335
358,9863783.783783784,35.53566415263761,129.2902336936383,9.856892,4,0.6263278999999999
1284,3281747.6521028993,35.53596206924936,129.42367855626566,85.334505,4,51.93522814999999
753,3103635.843114801,35.53606035299547,129.2527440243195,114.35001199999998,4,2.46132
1277,2215483.870967742,35.536206136889064,129.3233270340809,65.492288,3,8.752774800000001
215,7948096.885813149,35.536254564191495,129.31891655147928,25.617157,4,43.73297585
1085,2237569.0607734807,35.53630283026008,129.31450605837432,38.389118999999994,3,67.7645052
522,2426031.746031746,35.53636293610886,129.30899292727622,69.715991,3,0.6705821999999999
542,3040590.405904059,35.53643473057666,129.302377148464,24.606531,3,4.627361915
234,3516099.356025759,35.536446661050476,129.3012745163899,15.314572,3,11.5327224
523,3056507.9365079366,35.53645858144691,129.30017188366807,43.785315,4,10.0423966
1428,3224354.7319655856,35.53647049176588,129.29906925029908,64.491884,3,2.1107170999999996
260,3309032.5538743697,35.536482392007386,129.2979666162835,63.781898999999996,4,5.67
1103,4032642.5820649182,35.536506162257965,129.29576134631466,129.418791,5,0.0
901,5461198.970209636,35.5365654115275,129.29024816011528,87.292862,5,2.56328444
336,4311030.741410488,35.53658904069217,129.28804288113608,164.99152,6,12.008803821999999
1276,1712538.2262996943,35.53659694915048,129.10607412710885,19.698204,3,0.094302
851,6488581.314878893,35.536892551513844,129.25937402262372,54.313711,5,2.3808450000000003
919,7621621.621621622,35.536904088954266,129.2582713656945,61.087627,3,0.6125475
35,7968603.874415497,35.53692433935905,129.33988127152242,175.128154,3,38.0860718
468,3298642.5339366514,35.53695013793421,129.25386073171916,78.59182,5,25.4009258
85,4988326.8482490275,35.536985606090234,129.33436815459982,62.469069,5,56.003381396
915,4424825.174825175,35.53699782920502,129.33326552922063,75.82733199999998,5,32.050435345000004
1099,2347417.840375587,35.537179966652424,129.3167260692086,18.384933000000004,3,14.246255402
81,2196286.472148541,35.53720408032956,129.31452079669177,36.170671000000006,3,17.938881556
1052,4753507.0140280565,35.537216122051845,129.3134181594516,37.26860899999999,4,7.58748084
417,4288888.888888889,35.537252186753385,129.3101102438108,29.208709999999996,4,5.66157021
109,6312471.44814984,35.53732404406065,129.3034943949371,47.586403,4,0.7127994499999999
1049,2753344.481605351,35.53733598500664,129.3023917511841,45.651551,3,2.24014305
774,2715328.4671532847,35.5373479158749,129.30128910678278,48.06197999999999,4,5.5989816
963,3354823.073194377,35.53735983666538,129.30018646173372,59.544163999999995,4,6.0877926
1203,3199152.5423728814,35.5373717473781,129.2990838160375,3.7731679999999996,4,14.307532950000002
1280,3438395.4154727794,35.53738364801301,129.2979811696946,43.708377,3,2.1420665000000003
208,4485464.295794524,35.537431149774406,129.29357057786765,52.192763,6,2.501638616
1183,4256187.581415545,35.53745484018786,129.2913652780886,82.61264100000001,6,4.941533530999999
625,1933085.5018587362,35.53775143661074,129.42481306920538,32.546437,3,20.002623250000003
756,5528260.869565218,35.53776448685043,129.42371047545268,46.832468999999996,2,9.038671549999998
1327,2938325.991189427,35.53785140940326,129.2538747920153,79.826916,3,5.1014055
653,3608759.124087591,35.53791128575757,129.3321778393846,86.550055,5,11.19499155
