,LINK_ID,Source,Target,ROAD_USE,LANES,ROAD_RANK,ROAD_TYPE,ROAD_NO,ROAD_NAME,MULTI_LINK,CONNECT,MAX_SPD,REST_VEH,REST_W,REST_H,REMARK,WORKSTATE,TMPID,IDCHECK,SOSFNODEID,SOSTNODEID,SOSBUILDID,ORDERID,USERID,STNL_REG,DEPT_CODE,b'ID\xbd\xc5\xb1\xd4\xba\xce\xbf\xa9',len
3824,1680013200,1680006600,1680000800,0,0,104,000,0,b'\xb0\xed\xbc\xd3\xb5\xb5\xb7\xce\xb5\xbf\xb7\xce',0,000,0,0,0,0,,5,,,OEXT1680006600,OEXT1680000800,OEXT1680013200,,icsi,168,00000,,0.00361188359277
3825,1680013300,1680000800,1680006600,0,0,104,000,0,b'\xb0\xed\xbc\xd3\xb5\xb5\xb7\xce\xb5\xbf\xb7\xce',0,000,0,0,0,0,,5,,,OEXT1680000800,OEXT1680006600,OEXT1680013300,,icsi,168,00000,,0.00347978946301
3826,1680013900,1680001300,1680007900,0,0,104,000,0,b'\xb0\xf8\xb8\xb61\xb7\xce',0,000,0,0,0,0,,5,,,OEXT1680001300,OEXT1680007900,OEXT1680013900,,icsi,168,00000,,0.00374113154041
3827,1680011900,1680021600,1680000300,0,0,104,000,0,b'\xb0\xf8\xb4\xdc\xc1\xdf\xbe\xd31\xb1\xe6',0,000,0,0,0,0,,5,,,OEXT1680021600,OEXT1680000300,OEXT1680011900,,icsi,168,00000,,0.00200883750544
3828,1680011200,1660002500,1680021600,0,0,104,000,0,b'\xb0\xf8\xb4\xdc\xc1\xdf\xbe\xd32\xb1\xe6',0,000,0,0,0,0,,5,,,OEXT1660002500,OEXT1680021600,OEXT1680011200,,icsi,168,00000,,0.00519327949545
3829,1680011100,1680021600,1660002500,0,0,104,000,0,b'\xb0\xf8\xb4\xdc\xc1\xdf\xbe\xd32\xb1\xe6',0,000,0,0,0,0,,5,,,OEXT1680021600,OEXT1660002500,OEXT1680011100,,icsi,168,00000,,0.00519367979686
3830,1680012400,1680005800,1680000400,0,0,104,000,0,b'\xbf\xf8\xc0\xfb\xbb\xea\xb1\xe6',0,000,0,0,0,0,,5,,,OEXT1680005800,OEXT1680000400,OEXT1680012400,,icsi,168,00000,,0.00151905234597
3831,1680012300,1680000400,1680005800,0,0,104,000,0,b'\xbf\xf8\xc0\xfb\xbb\xea\xb1\xe6',0,000,0,0,0,0,,5,,,OEXT1680000400,OEXT1680005800,OEXT1680012300,,icsi,168,00000,,0.00154326501529
3832,1680012900,1680000700,1680005800,0,0,104,000,0,b'\xbf\xf8\xc0\xfb\xbb\xea\xb1\xe6',0,000,0,0,0,0,,5,,,OEXT1680000700,OEXT1680005800,OEXT1680012900,,icsi,168,00000,,0.00210403379183
3833,1680032000,1680009600,1680011000,0,0,104,000,0,b'\xb0\xed\xbc\xd3\xb5\xb5\xb7\xce\xb5\xbf\xb7\xce',0,000,0,4,0,0,,5,,,OEXT1680009600,OEXT1680011000,OEXT1680032000,,icsi,168,00000,,0.00705320234504
3834,1680038900,1680012200,1680012000,0,0,104,000,0,b'\xbc\xad\xb4\xde\xbb\xea\xb1\xe6',0,000,0,0,0,0,,5,,,OEXT1680012200,OEXT1680012000,OEXT1680038900,,icsi,168,00000,,0.00215026574111
3835,1680038800,1680012000,1680012200,0,0,104,000,0,b'\xbc\xad\xb4\xde\xbb\xea\xb1\xe6',0,000,0,0,0,0,,5,,,OEXT1680012000,OEXT1680012200,OEXT1680038800,,icsi,168,00000,,0.00215114294238
3836,1680036700,1680011200,1680011300,0,0,104,000,0,b'\xb1\xe6\xc1\xd6\xb7\xce',0,000,0,0,0,0,,5,,,OEXT1680011200,OEXT1680011300,OEXT1680036700,,icsi,168,00000,,0.0011681579899
3837,1680036600,1680011300,1680011200,0,0,104,000,0,b'\xb1\xe6\xc1\xd6\xb7\xce',0,000,0,0,0,0,,5,,,OEXT1680011300,OEXT1680011200,OEXT1680036600,,icsi,168,00000,,0.00116740854881
