,MEGA_NM,MEGA_CD,CTY_NM,CTY_CD,POP,POP_10,POP_20,POP_30,POP_40,POP_50,POP_60,POP_70,POP_80_O,latitude,longitude
21,울산광역시,31,울주군,31710,5.04686,0.0,1.2469,1.54375,1.12813,0.94997,0.17811,0.0,0.0,35.41294966653467,129.30148363914705
22,울산광역시,31,울주군,31710,3.36453,0.0,0.0,0.0,0.0,3.36453,0.0,0.0,0.0,35.413091643064625,129.28827222358936
23,울산광역시,31,울주군,31710,10.63786,0.01084,0.90965,2.60984,4.97418,1.97091,0.16244,0.0,0.0,35.44909542161666,129.29325367532587
27,울산광역시,31,울주군,31710,22.7734,0.0,1.7518,12.2626,8.759,0.0,0.0,0.0,0.0,35.408538094428096,129.29260390659311
37,울산광역시,31,울주군,31710,0.61776,0.0,0.0,0.61776,0.0,0.0,0.0,0.0,0.0,35.519163283953034,129.1389126385154
166,울산광역시,31,중구,31110,70.61097,0.02435,14.44537,20.81105,26.36888,7.78325,1.10632,0.06536,0.00639,35.57407052381736,129.32284761480093
185,울산광역시,31,울주군,31710,7.52661,0.0,0.54786,2.73913,3.26309,0.85745,0.11908,0.0,0.0,35.55927430323547,129.18581391376875
186,울산광역시,31,울주군,31710,25.20982,0.0,2.52111,10.38674,8.04388,2.51123,1.74686,0.0,0.0,35.437212399186045,129.3084837382493
194,울산광역시,31,북구,31200,63.2194,0.0,4.31045,22.98888,28.73599,5.74726,1.43682,0.0,0.0,35.642257203571354,129.35158001852884
214,울산광역시,31,울주군,31710,2.76648,0.0,0.0,2.76648,0.0,0.0,0.0,0.0,0.0,35.50061469410539,129.09786274014732
257,울산광역시,31,울주군,31710,5.0361,0.0,0.0,1.6787,1.6787,1.6787,0.0,0.0,0.0,35.55394279550506,129.0820449606495
378,울산광역시,31,남구,31140,4.50995,0.00019,0.27736,2.02082,1.84738,0.30149,0.05765,0.00506,0.0,35.48983736726508,129.35893657842942
379,울산광역시,31,남구,31140,1.43912,0.00012,0.17619,0.46895,0.56249,0.19153,0.03662,0.00322,0.0,35.48534359353562,129.35775863417405
380,울산광역시,31,남구,31140,2.0249,0.00017,0.2479,0.65981,0.79142,0.2695,0.05156,0.00454,0.0,35.502467162318666,129.35804742700967
381,울산광역시,31,남구,31140,4.04556,0.00034,0.49532,1.31826,1.58121,0.53843,0.10295,0.00905,0.0,35.49801061304293,129.35356307671327
382,울산광역시,31,남구,31140,7.71512,0.00066,0.94458,2.514,3.01548,1.02682,0.19634,0.01724,0.0,35.49073860787668,129.35895178765097
383,울산광역시,31,남구,31140,0.128,1e-05,0.01566,0.04172,0.05004,0.01703,0.00326,0.00028,0.0,35.488748423298716,129.37545065043216
384,울산광역시,31,남구,31140,36.15839,0.00311,4.42693,11.78232,14.13258,4.8124,0.92021,0.08084,0.0,35.49053829739251,129.37658340830367
385,울산광역시,31,남구,31140,3.01395,0.00026,0.36901,0.9821,1.178,0.40115,0.0767,0.00673,0.0,35.49899835412798,129.3458635435129
386,울산광역시,31,남구,31140,4.91446,0.00033,0.48392,2.24992,1.54483,0.52605,0.10057,0.00884,0.0,35.47629385647271,129.36091208979028
387,울산광역시,31,남구,31140,4.08446,0.00035,0.50007,1.33094,1.5964,0.5436,0.10396,0.00914,0.0,35.50718331828765,129.3393859031417
390,울산광역시,31,남구,31140,48.59789,0.00056,3.05153,28.76304,10.59251,5.04582,1.12971,0.01472,0.0,35.47452868192313,129.35757636416136
395,울산광역시,31,남구,31140,43.77914,0.0,5.1779,4.31494,25.71476,7.70858,0.86296,0.0,0.0,35.53517055708027,129.25162734157507
397,울산광역시,31,남구,31140,7.48956,0.0,0.0,7.48956,0.0,0.0,0.0,0.0,0.0,35.51482841427931,129.29982220417358
398,울산광역시,31,남구,31140,18.7239,0.0,3.74478,7.48956,3.74478,3.74478,0.0,0.0,0.0,35.511211469227405,129.3008662482519
399,울산광역시,31,남구,31140,0.69829,6e-05,0.08549,0.22753,0.27294,0.09294,0.01777,0.00156,0.0,35.48930474299418,129.32586235491686
400,울산광역시,31,남구,31140,5.77206,0.0,3.2067,0.64134,0.64134,0.96201,0.32067,0.0,0.0,35.465379041148545,129.36954252658356
579,울산광역시,31,울주군,31710,12.71029,0.0,3.05048,7.11777,2.03364,0.5084,0.0,0.0,0.0,35.58499004231972,129.1365359602959
782,울산광역시,31,남구,31140,4.37092,0.0,2.18546,0.0,2.18546,0.0,0.0,0.0,0.0,35.51839767996774,129.30318761515394
799,울산광역시,31,북구,31200,3.15801,0.0,0.78949,1.11881,0.90773,0.28709,0.05067,0.00422,0.0,35.63374542444085,129.30616592510157
846,울산광역시,31,북구,31200,1.36978,0.0,0.0,1.36978,0.0,0.0,0.0,0.0,0.0,35.63617047377407,129.3316018948654
889,울산광역시,31,울주군,31710,13.89815,0.0,1.08234,3.51961,5.59617,3.33923,0.3608,0.0,0.0,35.58813321492254,129.08912745178262
899,울산광역시,31,울주군,31710,12.06428,0.0,1.20366,5.2266,4.93033,0.61109,0.0926,0.0,0.0,35.44226659179183,129.16756766025222
900,울산광역시,31,울주군,31710,55.49448,0.0,11.98386,19.72729,16.77739,6.0841,0.92184,0.0,0.0,35.438629256195576,129.17081952543884
907,울산광역시,31,울주군,31710,3.32404,0.0,0.0,3.32404,0.0,0.0,0.0,0.0,0.0,35.52477791294864,129.1169383949236
940,울산광역시,31,북구,31200,6.262,0.0,1.27859,2.35581,2.03367,0.49331,0.08048,0.02014,0.0,35.62265202328561,129.33137720645271
941,울산광역시,31,울주군,31710,2.5388,0.0,0.0,0.0,2.5388,0.0,0.0,0.0,0.0,35.58204802844114,129.25125467840817
942,울산광역시,31,울주군,31710,4.17685,0.0,0.5526,1.72273,1.33266,0.37382,0.17879,0.01625,0.0,35.573183712885594,129.23677309813024
959,울산광역시,31,북구,31200,5.15639,0.0,0.0,4.29699,0.8594,0.0,0.0,0.0,0.0,35.6294778978216,129.36571760740523
965,울산광역시,31,울주군,31710,29.88205,0.0,12.30437,12.30437,3.51554,1.75777,0.0,0.0,0.0,35.49278766521532,129.2531725412897
966,울산광역시,31,울주군,31710,5.27331,0.0,1.75777,1.75777,1.75777,0.0,0.0,0.0,0.0,35.46004020143087,129.2813096327335
967,울산광역시,31,울주군,31710,8.3704,0.0,1.44751,3.11529,2.8321,0.81815,0.12588,0.03147,0.0,35.55797495891885,129.2255075375784
999,울산광역시,31,중구,31110,0.94187,0.0,0.0,0.0,0.0,0.94187,0.0,0.0,0.0,35.557235033107624,129.29609567094778
1018,울산광역시,31,중구,31110,9.15952,0.0,1.45041,4.50361,0.22851,2.90082,0.0,0.0,0.07617,35.56230577815979,129.3270665007383
1022,울산광역시,31,남구,31140,12.56069,0.00427,1.24627,3.50375,3.77835,3.2758,0.73088,0.02137,0.0,35.51522072693552,129.346134875888
1023,울산광역시,31,남구,31140,11.83943,0.00649,1.88721,3.86944,3.56714,2.08806,0.38869,0.0324,0.0,35.510465959870515,129.36810455896793
1024,울산광역시,31,남구,31140,16.14869,0.00623,2.76665,6.5733,4.38516,2.01167,0.37447,0.03121,0.0,35.51957823343857,129.35943883940237
1025,울산광역시,31,남구,31140,8.07681,0.00443,1.28746,2.63972,2.4335,1.42443,0.26517,0.0221,0.0,35.50324355191416,129.36908414571062
1026,울산광역시,31,남구,31140,43.79539,0.02396,6.98106,14.31358,13.19533,7.7239,1.43776,0.1198,0.0,35.52688743820158,129.35074089628654
1027,울산광역시,31,남구,31140,9.34993,0.00511,1.49039,3.05582,2.8171,1.64895,0.30698,0.02558,0.0,35.521455241523384,129.3528548899707
1028,울산광역시,31,남구,31140,2.43787,0.00133,0.38861,0.79676,0.73452,0.42995,0.08003,0.00667,0.0,35.511529219383284,129.35379045414388
1029,울산광역시,31,남구,31140,2.78201,0.00153,0.44346,0.90923,0.83821,0.49063,0.09134,0.00761,0.0,35.51591090997121,129.36488954300512
1030,울산광역시,31,남구,31140,0.76274,0.00042,0.12158,0.24928,0.22982,0.13451,0.02504,0.00209,0.0,35.52849061489635,129.3684111530546
1031,울산광역시,31,남구,31140,7.9271,0.00435,1.26358,2.5908,2.38839,1.39806,0.26023,0.02169,0.0,35.52944191446384,129.36401646203257
1035,울산광역시,31,남구,31140,0.78587,0.00043,0.12527,0.25685,0.23679,0.1386,0.02579,0.00214,0.0,35.527614436113645,129.36619085359067
1036,울산광역시,31,남구,31140,0.8661,0.00047,0.13806,0.28307,0.26095,0.15274,0.02844,0.00237,0.0,35.51239321798075,129.35711245618893
1044,울산광역시,31,남구,31140,16.37392,0.00896,2.61003,5.35147,4.93338,2.88776,0.53753,0.04479,0.0,35.50686102213232,129.3680432728087
1045,울산광역시,31,남구,31140,8.74182,0.00478,1.39347,2.85708,2.63386,1.54173,0.28698,0.02392,0.0,35.52683785838499,129.35515080877948
1051,울산광역시,31,북구,31200,14.47248,0.0,3.2563,5.06536,4.34175,1.80907,0.0,0.0,0.0,35.59066267339071,129.37057433901995
1061,울산광역시,31,북구,31200,1.32334,0.0,0.0,0.66167,0.66167,0.0,0.0,0.0,0.0,35.62409565208645,129.36341782757978
1072,울산광역시,31,중구,31110,9.32465,0.12267,1.10425,3.68082,3.18999,1.10425,0.12267,0.0,0.0,35.55933150986857,129.26855095899026
1088,울산광역시,31,남구,31140,2.77778,0.0,0.0,0.0,2.77778,0.0,0.0,0.0,0.0,35.54083315575919,129.31237438274445
1157,울산광역시,31,울주군,31710,11.28941,0.0,3.16556,0.6581,4.07327,3.32441,0.06807,0.0,0.0,35.48419742719773,129.2982255428877
1496,울산광역시,31,울주군,31710,30.95475,0.0,1.93467,9.67335,11.60804,7.73869,0.0,0.0,0.0,35.43513209109101,129.33378308329384
1497,울산광역시,31,울주군,31710,19.34673,0.0,1.93467,9.67337,5.80402,1.93467,0.0,0.0,0.0,35.45663972232689,129.34515608584695
1609,울산광역시,31,울주군,31710,1.42407,0.0,0.34833,0.53276,0.35858,0.16048,0.02392,0.0,0.0,35.63439611370867,129.05663044756506
1613,울산광역시,31,울주군,31710,3.12211,0.0,0.0,3.12211,0.0,0.0,0.0,0.0,0.0,35.46792461693174,129.2164231266573
2136,울산광역시,31,남구,31140,81.73953,0.0,3.03816,28.86977,25.22107,20.05329,3.03816,1.51908,0.0,35.52626814676402,129.32536883753693
2474,울산광역시,31,울주군,31710,2.11718,0.0,0.49816,0.6227,0.37362,0.6227,0.0,0.0,0.0,35.38371138884252,129.33733711623427
2479,울산광역시,31,울주군,31710,0.74074,0.0,0.0572,0.25454,0.27456,0.1287,0.02288,0.00286,0.0,35.511552753107885,129.26889964217312
2504,울산광역시,31,중구,31110,23.14937,0.36361,6.18125,8.12046,5.21165,3.1512,0.1212,0.0,0.0,35.570514004642774,129.31837585187694
2505,울산광역시,31,중구,31110,79.9359,0.0,18.30111,34.04021,15.82791,9.80746,1.95921,0.0,0.0,35.56746778235632,129.34921671831623
2506,울산광역시,31,중구,31110,2.73307,0.0,0.26326,1.19182,0.70839,0.4978,0.06222,0.00958,0.0,35.56493630053261,129.33372924247968
2507,울산광역시,31,남구,31140,17.34555,0.0,0.0,3.46911,10.40733,3.46911,0.0,0.0,0.0,35.52918884769999,129.3055679465762
2508,울산광역시,31,남구,31140,21.34371,0.0,1.17189,5.22756,7.3656,7.15252,0.42614,0.0,0.0,35.53991987261531,129.3134623413458
2509,울산광역시,31,중구,31110,19.78064,0.03385,4.07333,7.11185,5.19539,2.63779,0.62869,0.09084,0.0089,35.577711849155236,129.3195974621193
2510,울산광역시,31,중구,31110,121.01434,0.0,24.02054,72.51743,5.25994,14.41232,4.80411,0.0,0.0,35.55570317389879,129.2706998398006
2511,울산광역시,31,중구,31110,95.2411,0.0,10.48407,33.08672,23.41873,28.25158,0.0,0.0,0.0,35.556604436701015,129.27071409830683
2512,울산광역시,31,남구,31140,187.78252,0.03066,42.39577,75.08167,43.82144,21.23771,2.99479,2.22048,0.0,35.53627871738009,129.31671130623752
2513,울산광역시,31,중구,31110,9.78355,0.0,0.0,3.91342,0.0,3.91342,1.95671,0.0,0.0,35.55871297254284,129.32590400904593
2514,울산광역시,31,중구,31110,10.35709,0.0,0.0,10.35709,0.0,0.0,0.0,0.0,0.0,35.56939348177594,129.33821636870002
2515,울산광역시,31,남구,31140,53.33258,0.0,7.21674,22.20179,16.69731,7.21674,0.0,0.0,0.0,35.535317011416716,129.32220959047038
2516,울산광역시,31,남구,31140,61.35114,0.0,3.61817,20.31129,24.95698,11.97409,0.49061,0.0,0.0,35.541552843113074,129.32892952381667
2517,울산광역시,31,남구,31140,4.34736,0.0,0.0,0.0,2.17368,2.17368,0.0,0.0,0.0,35.546119844793516,129.32349027655857
2518,울산광역시,31,남구,31140,31.11489,0.0,7.2369,7.9528,10.06076,5.61155,0.21675,0.03613,0.0,35.542344057283394,129.33886872047222
2519,울산광역시,31,남구,31140,34.60262,0.0,1.31897,8.67595,12.58934,11.86627,0.14278,0.00931,0.0,35.53149231996934,129.34199624476562
2520,울산광역시,31,남구,31140,36.09114,0.0,0.0,0.0,30.07595,6.01519,0.0,0.0,0.0,35.512906342089494,129.3108161759074
2521,울산광역시,31,남구,31140,41.71471,0.0,8.26172,13.49882,15.1535,4.36425,0.43642,0.0,0.0,35.54682958225321,129.2573238126596
2522,울산광역시,31,남구,31140,510.27421,0.0,130.91785,205.93999,114.65603,52.66217,6.09817,0.0,0.0,35.53389705955575,129.2868969541181
2523,울산광역시,31,동구,31170,19.41566,0.0,3.82846,11.48533,2.46114,1.09383,0.5469,0.0,0.0,35.47841407366445,129.41164078357363
2524,울산광역시,31,남구,31140,177.71856,2.27563,27.67568,65.28901,56.3233,19.35474,6.8002,0.0,0.0,35.53613319362467,129.32994273821316
2525,울산광역시,31,남구,31140,1789.8673,8.35636,775.72506,623.98356,301.83078,63.18484,16.76964,0.01706,0.0,35.53697337289827,129.3354707793148
2526,울산광역시,31,남구,31140,12.46631,0.0,2.07772,2.07772,8.31087,0.0,0.0,0.0,0.0,35.53965260034143,129.3377210222707
2527,울산광역시,31,남구,31140,42.90456,0.04289,7.59158,18.79615,8.87828,7.08098,0.4289,0.04289,0.04289,35.54141825575898,129.34105907368973
2528,울산광역시,31,동구,31170,42.71377,0.0,4.07334,23.3316,10.7871,4.52173,0.0,0.0,0.0,35.489961117857916,129.42617139547815
2529,울산광역시,31,남구,31140,32.7641,0.0,7.42806,13.17298,6.41817,5.57659,0.1683,0.0,0.0,35.5459283133198,129.25730970911852
2530,울산광역시,31,동구,31170,134.36669,0.0,23.98414,46.99406,33.26869,18.00084,10.26992,1.84904,0.0,35.48187625592351,129.4238241278489
2531,울산광역시,31,동구,31170,91.7909,0.0,18.03957,32.836,30.69818,6.45295,3.22646,0.53774,0.0,35.482790496749246,129.42273821399857
2532,울산광역시,31,남구,31140,67.14602,0.0,3.55439,7.10878,52.92846,3.55439,0.0,0.0,0.0,35.53561677494338,129.29464419457796
2533,울산광역시,31,동구,31170,58.40648,0.0,7.86546,21.55003,20.00049,7.33196,1.65854,0.0,0.0,35.49986141010312,129.42744906932873
2534,울산광역시,31,동구,31170,14.34049,0.0,3.48402,2.32638,5.42817,2.32644,0.77548,0.0,0.0,35.48639536460026,129.4228018882206
2535,울산광역시,31,남구,31140,1.37729,0.0,0.0,1.37729,0.0,0.0,0.0,0.0,0.0,35.54379911303234,129.28815843880383
2536,울산광역시,31,남구,31140,0.87143,0.0,0.87143,0.0,0.0,0.0,0.0,0.0,0.0,35.53944273085988,129.35646614618776
2537,울산광역시,31,남구,31140,10.0,0.00621,1.88431,3.51735,3.03021,1.28416,0.24939,0.02654,0.00183,35.5162814027575,129.33181955336644
2539,울산광역시,31,북구,31200,9.05991,0.0,0.19921,0.46467,8.03089,0.29873,0.06641,0.0,0.0,35.63139281560883,129.35581317075443
2540,울산광역시,31,북구,31200,125.67597,2.91838,38.81363,50.74316,24.11501,9.04311,0.03201,0.01067,0.0,35.62514638971145,129.35018728758482
2541,울산광역시,31,북구,31200,130.54104,0.03399,41.03108,53.61418,28.89014,6.83569,0.10197,0.03399,0.0,35.6260352086897,129.3513063136309
2548,울산광역시,31,울주군,31710,24.63759,0.0,0.7967,16.35194,5.57682,1.59341,0.31872,0.0,0.0,35.434532499692075,129.3062374129491
2550,울산광역시,31,울주군,31710,66.05801,0.02054,5.61639,19.58092,25.04068,14.11232,1.48138,0.20578,0.0,35.560748200176384,129.1262640629709
2551,울산광역시,31,울주군,31710,29.75782,0.65074,0.65074,19.99652,7.80908,0.65074,0.0,0.0,0.0,35.56357539226035,129.11306506903608
2555,울산광역시,31,울주군,31710,63.92298,0.60879,24.9604,18.26371,11.56701,7.30549,1.21758,0.0,0.0,35.503388834964085,129.09018379221595
2556,울산광역시,31,울주군,31710,6.45193,0.0,1.33111,2.08278,2.12976,0.783,0.12528,0.0,0.0,35.47979635201147,129.201173514405
2557,울산광역시,31,울주군,31710,62.25055,0.0,11.04296,22.41217,18.18746,10.49922,0.10874,0.0,0.0,35.406841410981336,129.2826672307782
2558,울산광역시,31,울주군,31710,1.3768,0.0,0.25362,0.54346,0.25362,0.2657,0.0604,0.0,0.0,35.61200749109852,129.0397766851702
2560,울산광역시,31,북구,31200,21.6412,0.0,3.32944,11.65295,4.99409,1.66472,0.0,0.0,0.0,35.520913053673375,129.40025764176073
2561,울산광역시,31,울주군,31710,4.42562,0.00555,0.84661,1.51824,1.33768,0.60196,0.10593,0.00965,0.0,35.55982239147896,129.22112310415577
2562,울산광역시,31,북구,31200,4.50118,0.0,0.0,0.0,4.50118,0.0,0.0,0.0,0.0,35.58536809181679,129.3605525191245
2563,울산광역시,31,울주군,31710,1.20848,0.0,0.0,1.20848,0.0,0.0,0.0,0.0,0.0,35.50625957230844,129.16849560679725
2564,울산광역시,31,울주군,31710,14.82228,0.0,2.74488,4.1173,4.52901,3.29384,0.13725,0.0,0.0,35.475507714961395,129.1790694109416
2565,울산광역시,31,울주군,31710,1.58685,0.0,0.12022,0.69725,0.55298,0.19235,0.02405,0.0,0.0,35.43081956238671,129.31608973928317
2566,울산광역시,31,북구,31200,6.58122,0.0,0.0,2.19374,4.38748,0.0,0.0,0.0,0.0,35.570009761757504,129.36360204171953
2567,울산광역시,31,울주군,31710,7.83771,0.0,1.31291,2.66559,2.46668,1.07424,0.31829,0.0,0.0,35.43078342738407,129.3193932888132
2568,울산광역시,31,울주군,31710,10.6872,0.0,1.79367,3.91451,3.46535,1.38891,0.12476,0.0,0.0,35.4300380905732,129.30506328971
2569,울산광역시,31,울주군,31710,0.38369,0.0,0.0,0.38369,0.0,0.0,0.0,0.0,0.0,35.533882844514764,129.10713958612698
2571,울산광역시,31,울주군,31710,4.07236,0.0,0.78819,1.44499,1.05094,0.65687,0.13137,0.0,0.0,35.460825034806945,129.20529792303392
2573,울산광역시,31,울주군,31710,0.12354,0.0,0.0,0.0,0.12354,0.0,0.0,0.0,0.0,35.543509102622494,129.13815472584992
5931,울산광역시,31,동구,31170,3.62998,0.0,0.68845,1.15785,0.97008,0.65715,0.15645,0.0,0.0,35.54999866941702,129.45591392349988
5932,울산광역시,31,울주군,31710,0.14739,0.0,0.0,0.0,0.14739,0.0,0.0,0.0,0.0,35.55231764747034,129.24968835906733
5933,울산광역시,31,울주군,31710,71.3291,0.06236,13.48852,24.94025,21.51097,10.01765,1.20544,0.10391,0.0,35.457700064819164,129.33085111013773
5934,울산광역시,31,남구,31140,3.42246,0.00458,0.80985,1.18047,0.94713,0.42551,0.04576,0.00458,0.00458,35.54130723174657,129.35098319081
5935,울산광역시,31,북구,31200,9.10646,0.0,0.0,0.0,4.55323,4.55323,0.0,0.0,0.0,35.64510915692171,129.33837642340015
6458,울산광역시,31,울주군,31710,3.78356,0.0,0.0,1.89178,0.0,1.89178,0.0,0.0,0.0,35.4370561398258,129.23798702929892
6459,울산광역시,31,울주군,31710,36.87618,0.0,5.53142,12.29206,12.29206,4.30222,1.84381,0.61461,0.0,35.43997329273919,129.21710296518862
6462,울산광역시,31,울주군,31710,7.73456,0.08142,1.79117,2.19821,3.09382,0.4071,0.16284,0.0,0.0,35.405857858883934,129.29035892437292
6469,울산광역시,31,울주군,31710,4.9345,0.0,0.40207,1.98476,1.12577,1.26106,0.08042,0.08042,0.0,35.518093702227574,129.1565390089158
6644,울산광역시,31,북구,31200,40.26498,0.0,0.0,0.0,40.26498,0.0,0.0,0.0,0.0,35.63239333726475,129.34699702164255
6732,울산광역시,31,울주군,31710,4.21888,0.0,0.38354,2.68474,0.76706,0.38354,0.0,0.0,0.0,35.542160610847525,129.18445837562578
6737,울산광역시,31,울주군,31710,23.23986,0.0,0.0,0.0,23.23986,0.0,0.0,0.0,0.0,35.3511556134892,129.34670163247222
6738,울산광역시,31,울주군,31710,1.47276,0.01291,0.478,0.36174,0.38758,0.14209,0.09044,0.0,0.0,35.434079782351915,129.17515927048746
6740,울산광역시,31,울주군,31710,1.60224,0.0,0.0,0.0,1.60224,0.0,0.0,0.0,0.0,35.4365777220593,129.19612372306054
6850,울산광역시,31,남구,31140,2.31176,0.0002,0.28303,0.75331,0.90355,0.30767,0.05883,0.00517,0.0,35.48736813738834,129.33795411556488
6852,울산광역시,31,남구,31140,1.27998,0.00011,0.15671,0.41709,0.50028,0.17035,0.03257,0.00287,0.0,35.50344282796731,129.35144969354556
6853,울산광역시,31,남구,31140,7.38139,0.00063,0.90372,2.40525,2.88503,0.98241,0.18786,0.01649,0.0,35.49277562802111,129.33804396691883
6862,울산광역시,31,남구,31140,0.89211,7e-05,0.10922,0.29071,0.34869,0.11872,0.02271,0.00199,0.0,35.490169540493156,129.3291831598459
6864,울산광역시,31,남구,31140,4.11924,0.00035,0.50432,1.34227,1.60999,0.54827,0.10482,0.00922,0.0,35.48083738281589,129.35768267653538
6867,울산광역시,31,남구,31140,56.17171,0.0,11.23435,18.7239,11.23434,7.48956,7.48956,0.0,0.0,35.49942345611045,129.30728962068363
6871,울산광역시,31,남구,31140,3.74478,0.0,0.0,0.0,0.0,0.0,3.74478,0.0,0.0,35.50951576610641,129.2909167140044
6872,울산광역시,31,남구,31140,12.83496,0.0011,1.5714,4.18232,5.01657,1.70824,0.32663,0.0287,0.0,35.46181161223084,129.36617652993536
6873,울산광역시,31,남구,31140,0.50808,4e-05,0.06221,0.16555,0.19859,0.06763,0.01293,0.00113,0.0,35.499059837725696,129.34035303273072
6874,울산광역시,31,남구,31140,2.88603,0.0,0.32067,1.92402,0.64134,0.0,0.0,0.0,0.0,35.477232411717885,129.35762192256215
6876,울산광역시,31,남구,31140,0.96201,0.0,0.32067,0.0,0.64134,0.0,0.0,0.0,0.0,35.49879991604667,129.36349706530356
7062,울산광역시,31,울주군,31710,3.67394,0.0,0.0,0.0,0.0,3.67394,0.0,0.0,0.0,35.55520520399053,129.1405266800621
7081,울산광역시,31,울주군,31710,2.94592,0.0,0.42084,0.63127,0.8417,0.42084,0.63127,0.0,0.0,35.35261142709876,129.29611131967545
7269,울산광역시,31,동구,31170,3.07705,0.0,0.76359,1.08265,0.84333,0.3419,0.03419,0.01139,0.0,35.52445367173486,129.40583251171498
7285,울산광역시,31,북구,31200,1.98073,0.02106,0.82178,0.48466,0.35825,0.25286,0.04212,0.0,0.0,35.64211941846218,129.44102296070668
7299,울산광역시,31,북구,31200,2.02737,0.02069,0.39306,0.62062,0.70338,0.24825,0.04137,0.0,0.0,35.643997428407545,129.35713086719522
7300,울산광역시,31,북구,31200,138.93203,0.0,43.11684,62.27987,23.9538,4.79076,4.79076,0.0,0.0,35.63368530600389,129.3116857416746
7341,울산광역시,31,울주군,31710,1.00942,0.0,0.0,0.0,0.0,1.00942,0.0,0.0,0.0,35.339957931180145,129.29920918021182
7394,울산광역시,31,북구,31200,41.26171,0.0,6.58122,17.13057,6.58122,10.9687,0.0,0.0,0.0,35.56002106978641,129.37005127265084
7406,울산광역시,31,울주군,31710,4.83567,0.0,0.74394,1.23988,1.48791,1.11594,0.248,0.0,0.0,35.58632057759405,129.0902063735565
7411,울산광역시,31,울주군,31710,1.09491,0.0,0.0,0.46925,0.31283,0.31283,0.0,0.0,0.0,35.6267379691239,129.28728255348258
7419,울산광역시,31,울주군,31710,73.7778,0.0,15.9321,26.22663,22.30493,8.0886,1.22554,0.0,0.0,35.4403889718605,129.1752511929573
7420,울산광역시,31,울주군,31710,47.05508,0.0,12.98071,16.22588,12.98072,4.86777,0.0,0.0,0.0,35.43783450863054,129.1597930216686
7421,울산광역시,31,울주군,31710,9.65637,0.0,2.08527,3.43266,2.91936,1.05868,0.1604,0.0,0.0,35.441279530613926,129.17636571268721
7485,울산광역시,31,울주군,31710,19.96097,0.13981,1.78686,7.39546,6.4562,3.48998,0.52617,0.16649,0.0,35.55973247681864,129.22994697758804
7488,울산광역시,31,울주군,31710,2.30101,0.0,0.177,0.177,1.06201,0.354,0.354,0.177,0.0,35.588171857073654,129.26900683597364
7492,울산광역시,31,남구,31140,19.00279,0.0,0.0,9.14762,9.85517,0.0,0.0,0.0,0.0,35.527505452744045,129.29451358151067
7530,울산광역시,31,남구,31140,37.44351,0.01193,4.4225,10.91676,12.25713,7.63747,2.13811,0.05961,0.0,35.51519604836956,129.34833951861847
7531,울산광역시,31,남구,31140,23.03043,0.00663,2.40673,9.65287,6.49802,3.56077,0.87223,0.03318,0.0,35.52049191689941,129.3583516827338
7532,울산광역시,31,남구,31140,13.03239,0.00712,2.07741,4.25936,3.92661,2.29845,0.4278,0.03564,0.0,35.52856565440544,129.36179618109773
7533,울산광역시,31,남구,31140,45.72569,0.02503,7.28875,14.94447,13.77692,8.06433,1.50111,0.12508,0.0,35.50610938000142,129.35480167889907
7534,울산광역시,31,남구,31140,31.47126,0.01722,5.01659,10.2857,9.48213,5.55037,1.03316,0.08609,0.0,35.52143043639003,129.35505969704988
7535,울산광역시,31,남구,31140,31.23063,0.01709,4.97825,10.20705,9.40964,5.50792,1.02526,0.08542,0.0,35.53124437991019,129.36404703920167
7536,울산광역시,31,남구,31140,1.82405,0.001,0.29075,0.59614,0.54959,0.32172,0.05986,0.00499,0.0,35.533948077027716,129.36409291004585
7537,울산광역시,31,남구,31140,1.26767,0.00069,0.20207,0.41432,0.38194,0.22357,0.04162,0.00346,0.0,35.515873362269915,129.36819650861383
7538,울산광역시,31,남구,31140,25.24042,0.00075,9.39028,6.73821,6.15327,2.78011,0.17408,0.00372,0.0,35.498699730985194,129.3723137612853
7539,울산광역시,31,남구,31140,0.75725,0.00041,0.1207,0.24748,0.22815,0.13355,0.02488,0.00208,0.0,35.52954156748999,129.35519637374563
7541,울산광역시,31,남구,31140,0.47422,0.0,0.0,0.0,0.47422,0.0,0.0,0.0,0.0,35.50313032690344,129.37900344863831
7569,울산광역시,31,북구,31200,3.30835,0.0,1.32334,0.0,1.98501,0.0,0.0,0.0,0.0,35.62226815505848,129.3655947218324
7657,울산광역시,31,울주군,31710,2.2876,0.0,0.0,2.2876,0.0,0.0,0.0,0.0,0.0,35.47041473729259,129.3222457151798
7969,울산광역시,31,울주군,31710,5.3435,0.00128,0.27876,2.45012,2.37926,0.20703,0.0249,0.00215,0.0,35.43694679554177,129.3327116206581
7970,울산광역시,31,울주군,31710,15.56253,0.0136,2.94294,5.44143,4.69323,2.18564,0.26301,0.02268,0.0,35.42247785685471,129.3368777639691
7971,울산광역시,31,울주군,31710,61.11403,0.05342,11.55682,21.36853,18.43038,8.58304,1.03281,0.08903,0.0,35.43242831590215,129.3337383924684
7972,울산광역시,31,울주군,31710,15.3985,0.01347,2.9119,5.38409,4.64375,2.16262,0.26023,0.02244,0.0,35.424365653412075,129.32919999911778
7975,울산광역시,31,울주군,31710,1.93467,0.0,0.0,0.0,1.93467,0.0,0.0,0.0,0.0,35.43221961222863,129.35245866539498
