,,,,,일자,20180422,20180422,20180423,20180423,20180424,20180424,20180425,20180425,20180426,20180426,20180427,20180427,20180428,20180428,계,계
가로명,방면,요일,순번(LV2),시작지점,종료지점,승용차,버스,승용차,버스,승용차,버스,승용차,버스,승용차,버스,승용차,버스,승용차,버스,승용차,버스
중앙로,상행,화요일,2,신정사거리,시청사거리,-,-,-,-,0,268,-,-,-,-,-,-,-,-,0,268
중앙로,상행,화요일,3,시청사거리,달동사거리,-,-,-,-,"20,838","1,129",-,-,-,-,-,-,-,-,"20,838","1,129"
중앙로,상행,화요일,4,달동사거리,동서오거리,-,-,-,-,0,140,-,-,-,-,-,-,-,-,0,140
중앙로,상행,화요일,5,동서오거리,야음주공사거리,-,-,-,-,0,310,-,-,-,-,-,-,-,-,0,310
중앙로,상행,수요일,1,태화R,신정사거리,-,-,-,-,-,-,0,556,-,-,-,-,-,-,0,556
중앙로,상행,수요일,2,신정사거리,시청사거리,-,-,-,-,-,-,0,281,-,-,-,-,-,-,0,281
중앙로,상행,수요일,3,시청사거리,달동사거리,-,-,-,-,-,-,"19,976","1,165",-,-,-,-,-,-,"19,976","1,165"
중앙로,상행,수요일,4,달동사거리,동서오거리,-,-,-,-,-,-,0,137,-,-,-,-,-,-,0,137
중앙로,상행,수요일,5,동서오거리,야음주공사거리,-,-,-,-,-,-,0,314,-,-,-,-,-,-,0,314
중앙로,상행,목요일,1,태화R,신정사거리,-,-,-,-,-,-,-,-,0,519,-,-,-,-,0,519
중앙로,상행,목요일,2,신정사거리,시청사거리,-,-,-,-,-,-,-,-,0,261,-,-,-,-,0,261
중앙로,상행,목요일,3,시청사거리,달동사거리,-,-,-,-,-,-,-,-,"15,287","1,156",-,-,-,-,"15,287","1,156"
중앙로,상행,목요일,4,달동사거리,동서오거리,-,-,-,-,-,-,-,-,0,137,-,-,-,-,0,137
중앙로,상행,목요일,5,동서오거리,야음주공사거리,-,-,-,-,-,-,-,-,0,324,-,-,-,-,0,324
중앙로,상행,금요일,1,태화R,신정사거리,-,-,-,-,-,-,-,-,-,-,0,555,-,-,0,555
중앙로,상행,금요일,2,신정사거리,시청사거리,-,-,-,-,-,-,-,-,-,-,0,284,-,-,0,284
중앙로,상행,금요일,3,시청사거리,달동사거리,-,-,-,-,-,-,-,-,-,-,"12,846","1,170",-,-,"12,846","1,170"
중앙로,상행,금요일,4,달동사거리,동서오거리,-,-,-,-,-,-,-,-,-,-,0,143,-,-,0,143
중앙로,상행,금요일,5,동서오거리,야음주공사거리,-,-,-,-,-,-,-,-,-,-,0,320,-,-,0,320
중앙로,상행,토요일,1,태화R,신정사거리,-,-,-,-,-,-,-,-,-,-,-,-,0,470,0,470
중앙로,상행,토요일,2,신정사거리,시청사거리,-,-,-,-,-,-,-,-,-,-,-,-,0,257,0,257
중앙로,상행,토요일,3,시청사거리,달동사거리,-,-,-,-,-,-,-,-,-,-,-,-,"12,310",992,"12,310",992
중앙로,상행,토요일,4,달동사거리,동서오거리,-,-,-,-,-,-,-,-,-,-,-,-,0,113,0,113
중앙로,상행,토요일,5,동서오거리,야음주공사거리,-,-,-,-,-,-,-,-,-,-,-,-,0,265,0,265
중앙로,하행,일요일,1,야음주공사거리,동서오거리,0,277,-,-,-,-,-,-,-,-,-,-,-,-,0,277
중앙로,하행,일요일,2,동서오거리,달동사거리,0,189,-,-,-,-,-,-,-,-,-,-,-,-,0,189
중앙로,하행,일요일,3,달동사거리,시청사거리,"15,279",316,-,-,-,-,-,-,-,-,-,-,-,-,"15,279",316
중앙로,하행,일요일,4,시청사거리,신정사거리,0,123,-,-,-,-,-,-,-,-,-,-,-,-,0,123
중앙로,하행,일요일,5,신정사거리,태화R,0,356,-,-,-,-,-,-,-,-,-,-,-,-,0,356
중앙로,하행,월요일,1,야음주공사거리,동서오거리,-,-,0,338,-,-,-,-,-,-,-,-,-,-,0,338
중앙로,하행,월요일,2,동서오거리,달동사거리,-,-,0,230,-,-,-,-,-,-,-,-,-,-,0,230
중앙로,하행,월요일,3,달동사거리,시청사거리,-,-,"14,647",413,-,-,-,-,-,-,-,-,-,-,"14,647",413
중앙로,하행,월요일,4,시청사거리,신정사거리,-,-,0,201,-,-,-,-,-,-,-,-,-,-,0,201
중앙로,하행,월요일,5,신정사거리,태화R,-,-,0,416,-,-,-,-,-,-,-,-,-,-,0,416
중앙로,하행,화요일,1,야음주공사거리,동서오거리,-,-,-,-,0,331,-,-,-,-,-,-,-,-,0,331
중앙로,하행,화요일,2,동서오거리,달동사거리,-,-,-,-,0,214,-,-,-,-,-,-,-,-,0,214
중앙로,하행,화요일,3,달동사거리,시청사거리,-,-,-,-,"19,811",402,-,-,-,-,-,-,-,-,"19,811",402
중앙로,하행,화요일,4,시청사거리,신정사거리,-,-,-,-,0,187,-,-,-,-,-,-,-,-,0,187
중앙로,하행,화요일,5,신정사거리,태화R,-,-,-,-,0,422,-,-,-,-,-,-,-,-,0,422
중앙로,하행,수요일,1,야음주공사거리,동서오거리,-,-,-,-,-,-,0,311,-,-,-,-,-,-,0,311
중앙로,하행,수요일,2,동서오거리,달동사거리,-,-,-,-,-,-,0,216,-,-,-,-,-,-,0,216
중앙로,하행,수요일,3,달동사거리,시청사거리,-,-,-,-,-,-,"18,678",383,-,-,-,-,-,-,"18,678",383
중앙로,하행,수요일,4,시청사거리,신정사거리,-,-,-,-,-,-,0,205,-,-,-,-,-,-,0,205
중앙로,하행,수요일,5,신정사거리,태화R,-,-,-,-,-,-,0,428,-,-,-,-,-,-,0,428
중앙로,하행,목요일,1,야음주공사거리,동서오거리,-,-,-,-,-,-,-,-,0,313,-,-,-,-,0,313
중앙로,하행,목요일,2,동서오거리,달동사거리,-,-,-,-,-,-,-,-,0,208,-,-,-,-,0,208
중앙로,하행,목요일,3,달동사거리,시청사거리,-,-,-,-,-,-,-,-,"16,963",406,-,-,-,-,"16,963",406
중앙로,하행,목요일,4,시청사거리,신정사거리,-,-,-,-,-,-,-,-,0,192,-,-,-,-,0,192
중앙로,하행,목요일,5,신정사거리,태화R,-,-,-,-,-,-,-,-,0,426,-,-,-,-,0,426
중앙로,하행,금요일,1,야음주공사거리,동서오거리,-,-,-,-,-,-,-,-,-,-,0,310,-,-,0,310
중앙로,하행,금요일,2,동서오거리,달동사거리,-,-,-,-,-,-,-,-,-,-,0,220,-,-,0,220
중앙로,하행,금요일,3,달동사거리,시청사거리,-,-,-,-,-,-,-,-,-,-,"15,682",399,-,-,"15,682",399
중앙로,하행,금요일,4,시청사거리,신정사거리,-,-,-,-,-,-,-,-,-,-,0,172,-,-,0,172
중앙로,하행,금요일,5,신정사거리,태화R,-,-,-,-,-,-,-,-,-,-,0,424,-,-,0,424
중앙로,하행,토요일,1,야음주공사거리,동서오거리,-,-,-,-,-,-,-,-,-,-,-,-,0,275,0,275
중앙로,하행,토요일,2,동서오거리,달동사거리,-,-,-,-,-,-,-,-,-,-,-,-,0,196,0,196
중앙로,하행,토요일,3,달동사거리,시청사거리,-,-,-,-,-,-,-,-,-,-,-,-,"15,319",347,"15,319",347
중앙로,하행,토요일,4,시청사거리,신정사거리,-,-,-,-,-,-,-,-,-,-,-,-,0,148,0,148
중앙로,하행,토요일,5,신정사거리,태화R,-,-,-,-,-,-,-,-,-,-,-,-,0,370,0,370
중앙로,계,,,,,"29,101","3,253","27,153","4,015","40,649","3,927","38,654","3,996","32,250","3,942","28,528","3,997","27,629","3,433","223,964","26,563"
처용로,상행,일요일,1,새터삼거리,SK삼거리,0,74,-,-,-,-,-,-,-,-,-,-,-,-,0,74
처용로,상행,일요일,2,SK삼거리,부곡사거리,0,46,-,-,-,-,-,-,-,-,-,-,-,-,0,46
처용로,상행,일요일,3,부곡사거리,사평삼거리,0,0,-,-,-,-,-,-,-,-,-,-,-,-,0,0
처용로,상행,일요일,4,사평삼거리,성암삼거리,"8,980",54,-,-,-,-,-,-,-,-,-,-,-,-,"8,980",54
처용로,상행,일요일,5,성암삼거리,개운삼거리,0,70,-,-,-,-,-,-,-,-,-,-,-,-,0,70
처용로,상행,일요일,6,개운삼거리,용연사거리,0,169,-,-,-,-,-,-,-,-,-,-,-,-,0,169
처용로,상행,월요일,1,새터삼거리,SK삼거리,-,-,0,93,-,-,-,-,-,-,-,-,-,-,0,93
처용로,상행,월요일,2,SK삼거리,부곡사거리,-,-,0,61,-,-,-,-,-,-,-,-,-,-,0,61
처용로,상행,월요일,3,부곡사거리,사평삼거리,-,-,0,0,-,-,-,-,-,-,-,-,-,-,0,0
처용로,상행,월요일,4,사평삼거리,성암삼거리,-,-,"13,040",56,-,-,-,-,-,-,-,-,-,-,"13,040",56
처용로,상행,월요일,5,성암삼거리,개운삼거리,-,-,0,79,-,-,-,-,-,-,-,-,-,-,0,79
처용로,상행,월요일,6,개운삼거리,용연사거리,-,-,0,193,-,-,-,-,-,-,-,-,-,-,0,193
처용로,상행,화요일,1,새터삼거리,SK삼거리,-,-,-,-,0,97,-,-,-,-,-,-,-,-,0,97
처용로,상행,화요일,2,SK삼거리,부곡사거리,-,-,-,-,0,55,-,-,-,-,-,-,-,-,0,55
처용로,상행,화요일,3,부곡사거리,사평삼거리,-,-,-,-,0,0,-,-,-,-,-,-,-,-,0,0
처용로,상행,화요일,4,사평삼거리,성암삼거리,-,-,-,-,"13,510",60,-,-,-,-,-,-,-,-,"13,510",60
처용로,상행,화요일,5,성암삼거리,개운삼거리,-,-,-,-,0,81,-,-,-,-,-,-,-,-,0,81
처용로,상행,화요일,6,개운삼거리,용연사거리,-,-,-,-,0,207,-,-,-,-,-,-,-,-,0,207
처용로,상행,수요일,1,새터삼거리,SK삼거리,-,-,-,-,-,-,0,101,-,-,-,-,-,-,0,101
처용로,상행,수요일,2,SK삼거리,부곡사거리,-,-,-,-,-,-,0,66,-,-,-,-,-,-,0,66
처용로,상행,수요일,3,부곡사거리,사평삼거리,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0
처용로,상행,수요일,4,사평삼거리,성암삼거리,-,-,-,-,-,-,"15,667",48,-,-,-,-,-,-,"15,667",48
처용로,상행,수요일,5,성암삼거리,개운삼거리,-,-,-,-,-,-,0,78,-,-,-,-,-,-,0,78
처용로,상행,수요일,6,개운삼거리,용연사거리,-,-,-,-,-,-,0,231,-,-,-,-,-,-,0,231
처용로,상행,목요일,1,새터삼거리,SK삼거리,-,-,-,-,-,-,-,-,0,102,-,-,-,-,0,102
처용로,상행,목요일,2,SK삼거리,부곡사거리,-,-,-,-,-,-,-,-,0,61,-,-,-,-,0,61
처용로,상행,목요일,3,부곡사거리,사평삼거리,-,-,-,-,-,-,-,-,0,0,-,-,-,-,0,0
처용로,상행,목요일,4,사평삼거리,성암삼거리,-,-,-,-,-,-,-,-,"15,233",56,-,-,-,-,"15,233",56
처용로,상행,목요일,5,성암삼거리,개운삼거리,-,-,-,-,-,-,-,-,0,87,-,-,-,-,0,87
처용로,상행,목요일,6,개운삼거리,용연사거리,-,-,-,-,-,-,-,-,0,225,-,-,-,-,0,225
처용로,상행,금요일,1,새터삼거리,SK삼거리,-,-,-,-,-,-,-,-,-,-,0,102,-,-,0,102
처용로,상행,금요일,2,SK삼거리,부곡사거리,-,-,-,-,-,-,-,-,-,-,0,67,-,-,0,67
처용로,상행,금요일,3,부곡사거리,사평삼거리,-,-,-,-,-,-,-,-,-,-,0,0,-,-,0,0
처용로,상행,금요일,4,사평삼거리,성암삼거리,-,-,-,-,-,-,-,-,-,-,"15,240",52,-,-,"15,240",52
처용로,상행,금요일,5,성암삼거리,개운삼거리,-,-,-,-,-,-,-,-,-,-,0,88,-,-,0,88
처용로,상행,금요일,6,개운삼거리,용연사거리,-,-,-,-,-,-,-,-,-,-,0,233,-,-,0,233
처용로,상행,토요일,1,새터삼거리,SK삼거리,-,-,-,-,-,-,-,-,-,-,-,-,0,83,0,83
처용로,상행,토요일,2,SK삼거리,부곡사거리,-,-,-,-,-,-,-,-,-,-,-,-,0,60,0,60
처용로,상행,토요일,3,부곡사거리,사평삼거리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0
처용로,상행,토요일,4,사평삼거리,성암삼거리,-,-,-,-,-,-,-,-,-,-,-,-,"12,570",40,"12,570",40
처용로,상행,토요일,5,성암삼거리,개운삼거리,-,-,-,-,-,-,-,-,-,-,-,-,0,70,0,70
처용로,상행,토요일,6,개운삼거리,용연사거리,-,-,-,-,-,-,-,-,-,-,-,-,0,196,0,196
처용로,하행,일요일,1,용연사거리,개운삼거리,0,175,-,-,-,-,-,-,-,-,-,-,-,-,0,175
처용로,하행,일요일,2,개운삼거리,성암삼거리,0,83,-,-,-,-,-,-,-,-,-,-,-,-,0,83
처용로,하행,일요일,3,성암삼거리,사평삼거리,"17,143",68,-,-,-,-,-,-,-,-,-,-,-,-,"17,143",68
처용로,하행,일요일,4,사평삼거리,부곡사거리,0,1,-,-,-,-,-,-,-,-,-,-,-,-,0,1
처용로,하행,일요일,5,부곡사거리,SK삼거리,0,44,-,-,-,-,-,-,-,-,-,-,-,-,0,44
처용로,하행,일요일,6,SK삼거리,새터삼거리,0,189,-,-,-,-,-,-,-,-,-,-,-,-,0,189
처용로,하행,월요일,1,용연사거리,개운삼거리,-,-,0,217,-,-,-,-,-,-,-,-,-,-,0,217
처용로,하행,월요일,2,개운삼거리,성암삼거리,-,-,0,103,-,-,-,-,-,-,-,-,-,-,0,103
처용로,하행,월요일,3,성암삼거리,사평삼거리,-,-,"15,224",80,-,-,-,-,-,-,-,-,-,-,"15,224",80
처용로,하행,월요일,4,사평삼거리,부곡사거리,-,-,0,0,-,-,-,-,-,-,-,-,-,-,0,0
처용로,하행,월요일,5,부곡사거리,SK삼거리,-,-,0,67,-,-,-,-,-,-,-,-,-,-,0,67
처용로,하행,월요일,6,SK삼거리,새터삼거리,-,-,0,227,-,-,-,-,-,-,-,-,-,-,0,227
처용로,하행,화요일,1,용연사거리,개운삼거리,-,-,-,-,0,217,-,-,-,-,-,-,-,-,0,217
처용로,하행,화요일,2,개운삼거리,성암삼거리,-,-,-,-,0,106,-,-,-,-,-,-,-,-,0,106
처용로,하행,화요일,3,성암삼거리,사평삼거리,-,-,-,-,"18,195",82,-,-,-,-,-,-,-,-,"18,195",82
처용로,하행,화요일,4,사평삼거리,부곡사거리,-,-,-,-,0,0,-,-,-,-,-,-,-,-,0,0
처용로,하행,화요일,5,부곡사거리,SK삼거리,-,-,-,-,0,58,-,-,-,-,-,-,-,-,0,58
처용로,하행,화요일,6,SK삼거리,새터삼거리,-,-,-,-,0,235,-,-,-,-,-,-,-,-,0,235
처용로,하행,수요일,1,용연사거리,개운삼거리,-,-,-,-,-,-,0,251,-,-,-,-,-,-,0,251
처용로,하행,수요일,2,개운삼거리,성암삼거리,-,-,-,-,-,-,0,115,-,-,-,-,-,-,0,115
처용로,하행,수요일,3,성암삼거리,사평삼거리,-,-,-,-,-,-,"19,867",90,-,-,-,-,-,-,"19,867",90
처용로,하행,수요일,4,사평삼거리,부곡사거리,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0
처용로,하행,수요일,5,부곡사거리,SK삼거리,-,-,-,-,-,-,0,70,-,-,-,-,-,-,0,70
처용로,하행,수요일,6,SK삼거리,새터삼거리,-,-,-,-,-,-,0,240,-,-,-,-,-,-,0,240
처용로,하행,목요일,1,용연사거리,개운삼거리,-,-,-,-,-,-,-,-,0,249,-,-,-,-,0,249
처용로,하행,목요일,2,개운삼거리,성암삼거리,-,-,-,-,-,-,-,-,0,115,-,-,-,-,0,115
처용로,하행,목요일,3,성암삼거리,사평삼거리,-,-,-,-,-,-,-,-,"18,085",92,-,-,-,-,"18,085",92
처용로,하행,목요일,4,사평삼거리,부곡사거리,-,-,-,-,-,-,-,-,0,1,-,-,-,-,0,1
처용로,하행,목요일,5,부곡사거리,SK삼거리,-,-,-,-,-,-,-,-,0,69,-,-,-,-,0,69
처용로,하행,목요일,6,SK삼거리,새터삼거리,-,-,-,-,-,-,-,-,0,251,-,-,-,-,0,251
처용로,하행,금요일,1,용연사거리,개운삼거리,-,-,-,-,-,-,-,-,-,-,0,254,-,-,0,254
처용로,하행,금요일,2,개운삼거리,성암삼거리,-,-,-,-,-,-,-,-,-,-,0,112,-,-,0,112
처용로,하행,금요일,3,성암삼거리,사평삼거리,-,-,-,-,-,-,-,-,-,-,"19,562",92,-,-,"19,562",92
처용로,하행,금요일,4,사평삼거리,부곡사거리,-,-,-,-,-,-,-,-,-,-,0,1,-,-,0,1
처용로,하행,금요일,5,부곡사거리,SK삼거리,-,-,-,-,-,-,-,-,-,-,0,73,-,-,0,73
처용로,하행,금요일,6,SK삼거리,새터삼거리,-,-,-,-,-,-,-,-,-,-,0,258,-,-,0,258
처용로,하행,토요일,1,용연사거리,개운삼거리,-,-,-,-,-,-,-,-,-,-,-,-,0,211,0,211
처용로,하행,토요일,2,개운삼거리,성암삼거리,-,-,-,-,-,-,-,-,-,-,-,-,0,101,0,101
처용로,하행,토요일,3,성암삼거리,사평삼거리,-,-,-,-,-,-,-,-,-,-,-,-,"14,865",74,"14,865",74
처용로,하행,토요일,4,사평삼거리,부곡사거리,-,-,-,-,-,-,-,-,-,-,-,-,0,1,0,1
처용로,하행,토요일,5,부곡사거리,SK삼거리,-,-,-,-,-,-,-,-,-,-,-,-,0,55,0,55
처용로,하행,토요일,6,SK삼거리,새터삼거리,-,-,-,-,-,-,-,-,-,-,-,-,0,190,0,190
처용로,계,,,,,"26,123",973,"28,264","1,176","31,705","1,198","35,534","1,290","33,318","1,308","34,802","1,332","27,435","1,081","217,181","8,358"
청량로,상행,일요일,1,율리공영삼거리,,0,43,-,-,-,-,-,-,-,-,-,-,-,-,0,43
청량로,상행,일요일,2,,외항로교차로,0,10,-,-,-,-,-,-,-,-,-,-,-,-,0,10
청량로,상행,월요일,1,율리공영삼거리,,-,-,0,79,-,-,-,-,-,-,-,-,-,-,0,79
청량로,상행,월요일,2,,외항로교차로,-,-,0,13,-,-,-,-,-,-,-,-,-,-,0,13
청량로,상행,화요일,1,율리공영삼거리,,-,-,-,-,0,78,-,-,-,-,-,-,-,-,0,78
청량로,상행,화요일,2,,외항로교차로,-,-,-,-,0,12,-,-,-,-,-,-,-,-,0,12
청량로,상행,수요일,1,율리공영삼거리,,-,-,-,-,-,-,0,76,-,-,-,-,-,-,0,76
청량로,상행,수요일,2,,외항로교차로,-,-,-,-,-,-,0,10,-,-,-,-,-,-,0,10
청량로,상행,목요일,1,율리공영삼거리,,-,-,-,-,-,-,-,-,0,77,-,-,-,-,0,77
청량로,상행,목요일,2,,외항로교차로,-,-,-,-,-,-,-,-,0,20,-,-,-,-,0,20
청량로,상행,금요일,1,율리공영삼거리,,-,-,-,-,-,-,-,-,-,-,0,72,-,-,0,72
청량로,상행,금요일,2,,외항로교차로,-,-,-,-,-,-,-,-,-,-,0,12,-,-,0,12
청량로,상행,토요일,1,율리공영삼거리,,-,-,-,-,-,-,-,-,-,-,-,-,0,74,0,74
청량로,상행,토요일,2,,외항로교차로,-,-,-,-,-,-,-,-,-,-,-,-,0,10,0,10
청량로,하행,일요일,1,외항로교차로,두왕삼거리,0,10,-,-,-,-,-,-,-,-,-,-,-,-,0,10
청량로,하행,일요일,2,두왕삼거리,율리공영삼거리,0,48,-,-,-,-,-,-,-,-,-,-,-,-,0,48
청량로,하행,월요일,1,외항로교차로,두왕삼거리,-,-,0,14,-,-,-,-,-,-,-,-,-,-,0,14
청량로,하행,월요일,2,두왕삼거리,율리공영삼거리,-,-,0,76,-,-,-,-,-,-,-,-,-,-,0,76
청량로,하행,화요일,1,외항로교차로,두왕삼거리,-,-,-,-,0,12,-,-,-,-,-,-,-,-,0,12
청량로,하행,화요일,2,두왕삼거리,율리공영삼거리,-,-,-,-,0,79,-,-,-,-,-,-,-,-,0,79
청량로,하행,수요일,1,외항로교차로,두왕삼거리,-,-,-,-,-,-,0,9,-,-,-,-,-,-,0,9
청량로,하행,수요일,2,두왕삼거리,율리공영삼거리,-,-,-,-,-,-,0,84,-,-,-,-,-,-,0,84
청량로,하행,목요일,1,외항로교차로,두왕삼거리,-,-,-,-,-,-,-,-,0,16,-,-,-,-,0,16
청량로,하행,목요일,2,두왕삼거리,율리공영삼거리,-,-,-,-,-,-,-,-,0,83,-,-,-,-,0,83
청량로,하행,금요일,1,외항로교차로,두왕삼거리,-,-,-,-,-,-,-,-,-,-,0,13,-,-,0,13
청량로,하행,금요일,2,두왕삼거리,율리공영삼거리,-,-,-,-,-,-,-,-,-,-,0,76,-,-,0,76
청량로,하행,토요일,1,외항로교차로,두왕삼거리,-,-,-,-,-,-,-,-,-,-,-,-,0,11,0,11
청량로,하행,토요일,2,두왕삼거리,율리공영삼거리,-,-,-,-,-,-,-,-,-,-,-,-,0,74,0,74
청량로,계,,,,,0,111,0,182,0,181,0,179,0,196,0,173,0,169,0,"1,191"
태화로,상행,일요일,1,다운사거리,난곡사거리,0,276,-,-,-,-,-,-,-,-,-,-,-,-,0,276
태화로,상행,일요일,2,난곡사거리,강변아파트앞,0,440,-,-,-,-,-,-,-,-,-,-,-,-,0,440
태화로,상행,일요일,3,강변아파트앞,태화교사거리,0,970,-,-,-,-,-,-,-,-,-,-,-,-,0,970
태화로,상행,월요일,1,다운사거리,난곡사거리,-,-,0,323,-,-,-,-,-,-,-,-,-,-,0,323
태화로,상행,월요일,2,난곡사거리,강변아파트앞,-,-,0,521,-,-,-,-,-,-,-,-,-,-,0,521
태화로,상행,월요일,3,강변아파트앞,태화교사거리,-,-,0,"1,210",-,-,-,-,-,-,-,-,-,-,0,"1,210"
태화로,상행,화요일,1,다운사거리,난곡사거리,-,-,-,-,0,313,-,-,-,-,-,-,-,-,0,313
태화로,상행,화요일,2,난곡사거리,강변아파트앞,-,-,-,-,0,507,-,-,-,-,-,-,-,-,0,507
태화로,상행,화요일,3,강변아파트앞,태화교사거리,-,-,-,-,0,"1,186",-,-,-,-,-,-,-,-,0,"1,186"
태화로,상행,수요일,1,다운사거리,난곡사거리,-,-,-,-,-,-,0,326,-,-,-,-,-,-,0,326
태화로,상행,수요일,2,난곡사거리,강변아파트앞,-,-,-,-,-,-,0,516,-,-,-,-,-,-,0,516
태화로,상행,수요일,3,강변아파트앞,태화교사거리,-,-,-,-,-,-,0,"1,183",-,-,-,-,-,-,0,"1,183"
태화로,상행,목요일,1,다운사거리,난곡사거리,-,-,-,-,-,-,-,-,0,335,-,-,-,-,0,335
태화로,상행,목요일,2,난곡사거리,강변아파트앞,-,-,-,-,-,-,-,-,0,517,-,-,-,-,0,517
태화로,상행,목요일,3,강변아파트앞,태화교사거리,-,-,-,-,-,-,-,-,0,"1,180",-,-,-,-,0,"1,180"
태화로,상행,금요일,1,다운사거리,난곡사거리,-,-,-,-,-,-,-,-,-,-,0,330,-,-,0,330
태화로,상행,금요일,2,난곡사거리,강변아파트앞,-,-,-,-,-,-,-,-,-,-,0,519,-,-,0,519
태화로,상행,금요일,3,강변아파트앞,태화교사거리,-,-,-,-,-,-,-,-,-,-,0,"1,203",-,-,0,"1,203"
태화로,상행,토요일,1,다운사거리,난곡사거리,-,-,-,-,-,-,-,-,-,-,-,-,0,282,0,282
태화로,상행,토요일,2,난곡사거리,강변아파트앞,-,-,-,-,-,-,-,-,-,-,-,-,0,428,0,428
태화로,상행,토요일,3,강변아파트앞,태화교사거리,-,-,-,-,-,-,-,-,-,-,-,-,0,995,0,995
태화로,하행,일요일,1,태화교사거리,강변아파트앞,0,913,-,-,-,-,-,-,-,-,-,-,-,-,0,913
태화로,하행,일요일,2,강변아파트앞,난곡사거리,0,408,-,-,-,-,-,-,-,-,-,-,-,-,0,408
태화로,하행,일요일,3,난곡사거리,다운사거리,0,308,-,-,-,-,-,-,-,-,-,-,-,-,0,308
태화로,하행,월요일,1,태화교사거리,강변아파트앞,-,-,0,"1,136",-,-,-,-,-,-,-,-,-,-,0,"1,136"
태화로,하행,월요일,2,강변아파트앞,난곡사거리,-,-,0,493,-,-,-,-,-,-,-,-,-,-,0,493
태화로,하행,월요일,3,난곡사거리,다운사거리,-,-,0,355,-,-,-,-,-,-,-,-,-,-,0,355
태화로,하행,화요일,1,태화교사거리,강변아파트앞,-,-,-,-,0,"1,138",-,-,-,-,-,-,-,-,0,"1,138"
태화로,하행,화요일,2,강변아파트앞,난곡사거리,-,-,-,-,0,486,-,-,-,-,-,-,-,-,0,486
태화로,하행,화요일,3,난곡사거리,다운사거리,-,-,-,-,0,368,-,-,-,-,-,-,-,-,0,368
태화로,하행,수요일,1,태화교사거리,강변아파트앞,-,-,-,-,-,-,0,"1,130",-,-,-,-,-,-,0,"1,130"
태화로,하행,수요일,2,강변아파트앞,난곡사거리,-,-,-,-,-,-,0,488,-,-,-,-,-,-,0,488
태화로,하행,수요일,3,난곡사거리,다운사거리,-,-,-,-,-,-,0,356,-,-,-,-,-,-,0,356
태화로,하행,목요일,1,태화교사거리,강변아파트앞,-,-,-,-,-,-,-,-,0,"1,141",-,-,-,-,0,"1,141"
태화로,하행,목요일,2,강변아파트앞,난곡사거리,-,-,-,-,-,-,-,-,0,493,-,-,-,-,0,493
태화로,하행,목요일,3,난곡사거리,다운사거리,-,-,-,-,-,-,-,-,0,365,-,-,-,-,0,365
태화로,하행,금요일,1,태화교사거리,강변아파트앞,-,-,-,-,-,-,-,-,-,-,0,"1,139",-,-,0,"1,139"
태화로,하행,금요일,2,강변아파트앞,난곡사거리,-,-,-,-,-,-,-,-,-,-,0,492,-,-,0,492
태화로,하행,금요일,3,난곡사거리,다운사거리,-,-,-,-,-,-,-,-,-,-,0,360,-,-,0,360
태화로,하행,토요일,1,태화교사거리,강변아파트앞,-,-,-,-,-,-,-,-,-,-,-,-,0,947,0,947
태화로,하행,토요일,2,강변아파트앞,난곡사거리,-,-,-,-,-,-,-,-,-,-,-,-,0,431,0,431
태화로,하행,토요일,3,난곡사거리,다운사거리,-,-,-,-,-,-,-,-,-,-,-,-,0,328,0,328
태화로,계,,,,,0,"3,315",0,"4,038",0,"3,998",0,"3,999",0,"4,031",0,"4,043",0,"3,411",0,"26,835"
학문로,상행,일요일,1,고늘사거리,동구청사거리,0,0,-,-,-,-,-,-,-,-,-,-,-,-,0,0
학문로,상행,월요일,1,고늘사거리,동구청사거리,-,-,0,0,-,-,-,-,-,-,-,-,-,-,0,0
학문로,상행,화요일,1,고늘사거리,동구청사거리,-,-,-,-,0,0,-,-,-,-,-,-,-,-,0,0
학문로,상행,수요일,1,고늘사거리,동구청사거리,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0
학문로,상행,목요일,1,고늘사거리,동구청사거리,-,-,-,-,-,-,-,-,0,0,-,-,-,-,0,0
학문로,상행,금요일,1,고늘사거리,동구청사거리,-,-,-,-,-,-,-,-,-,-,0,0,-,-,0,0
학문로,상행,토요일,1,고늘사거리,동구청사거리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0
학문로,하행,일요일,1,동구청사거리,고늘사거리,0,0,-,-,-,-,-,-,-,-,-,-,-,-,0,0
학문로,하행,월요일,1,동구청사거리,고늘사거리,-,-,0,0,-,-,-,-,-,-,-,-,-,-,0,0
학문로,하행,화요일,1,동구청사거리,고늘사거리,-,-,-,-,0,0,-,-,-,-,-,-,-,-,0,0
학문로,하행,수요일,1,동구청사거리,고늘사거리,-,-,-,-,-,-,0,0,-,-,-,-,-,-,0,0
학문로,하행,목요일,1,동구청사거리,고늘사거리,-,-,-,-,-,-,-,-,0,0,-,-,-,-,0,0
학문로,하행,금요일,1,동구청사거리,고늘사거리,-,-,-,-,-,-,-,-,-,-,0,0,-,-,0,0
학문로,하행,토요일,1,동구청사거리,고늘사거리,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0
학문로,계,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
