,,,,,일자,20180422,20180422,20180423,20180423,20180424,20180424,20180425,20180425,20180426,20180426,20180427,20180427,20180428,20180428,계,계
가로명,방면,요일,순번(LV2),시작지점,종료지점,승용차,버스,승용차,버스,승용차,버스,승용차,버스,승용차,버스,승용차,버스,승용차,버스,승용차,버스
매곡로,하행,토요일,1,신천교삼거리,매곡교차로,-,-,-,-,-,-,-,-,-,-,-,-,0,38,0,38
매곡로,계,,,,,0,74,0,116,0,117,0,120,0,119,0,119,0,76,0,741
명륜로,상행,일요일,1,태화R,태화교사거리,0,"2,370",-,-,-,-,-,-,-,-,-,-,-,-,0,"2,370"
명륜로,상행,일요일,2,태화교사거리,우정삼거리,0,288,-,-,-,-,-,-,-,-,-,-,-,-,0,288
명륜로,상행,일요일,3,우정삼거리,북정 교차로,0,195,-,-,-,-,-,-,-,-,-,-,-,-,0,195
명륜로,상행,월요일,1,태화R,태화교사거리,-,-,0,"2,881",-,-,-,-,-,-,-,-,-,-,0,"2,881"
명륜로,상행,월요일,2,태화교사거리,우정삼거리,-,-,0,362,-,-,-,-,-,-,-,-,-,-,0,362
명륜로,상행,월요일,3,우정삼거리,북정 교차로,-,-,0,257,-,-,-,-,-,-,-,-,-,-,0,257
명륜로,상행,화요일,1,태화R,태화교사거리,-,-,-,-,0,"2,857",-,-,-,-,-,-,-,-,0,"2,857"
명륜로,상행,화요일,2,태화교사거리,우정삼거리,-,-,-,-,0,375,-,-,-,-,-,-,-,-,0,375
명륜로,상행,화요일,3,우정삼거리,북정 교차로,-,-,-,-,0,255,-,-,-,-,-,-,-,-,0,255
명륜로,상행,수요일,1,태화R,태화교사거리,-,-,-,-,-,-,0,"2,899",-,-,-,-,-,-,0,"2,899"
명륜로,상행,수요일,2,태화교사거리,우정삼거리,-,-,-,-,-,-,0,384,-,-,-,-,-,-,0,384
명륜로,상행,수요일,3,우정삼거리,북정 교차로,-,-,-,-,-,-,0,258,-,-,-,-,-,-,0,258
명륜로,상행,목요일,1,태화R,태화교사거리,-,-,-,-,-,-,-,-,0,"2,921",-,-,-,-,0,"2,921"
명륜로,상행,목요일,2,태화교사거리,우정삼거리,-,-,-,-,-,-,-,-,0,376,-,-,-,-,0,376
명륜로,상행,목요일,3,우정삼거리,북정 교차로,-,-,-,-,-,-,-,-,0,249,-,-,-,-,0,249
명륜로,상행,금요일,1,태화R,태화교사거리,-,-,-,-,-,-,-,-,-,-,0,"2,937",-,-,0,"2,937"
명륜로,상행,금요일,2,태화교사거리,우정삼거리,-,-,-,-,-,-,-,-,-,-,0,382,-,-,0,382
명륜로,상행,금요일,3,우정삼거리,북정 교차로,-,-,-,-,-,-,-,-,-,-,0,247,-,-,0,247
명륜로,상행,토요일,1,태화R,태화교사거리,-,-,-,-,-,-,-,-,-,-,-,-,0,"2,391",0,"2,391"
명륜로,상행,토요일,2,태화교사거리,우정삼거리,-,-,-,-,-,-,-,-,-,-,-,-,0,288,0,288
명륜로,상행,토요일,3,우정삼거리,북정 교차로,-,-,-,-,-,-,-,-,-,-,-,-,0,220,0,220
명륜로,하행,일요일,1,북정 교차로,우정삼거리,0,269,-,-,-,-,-,-,-,-,-,-,-,-,0,269
명륜로,하행,일요일,2,우정삼거리,태화교사거리,0,250,-,-,-,-,-,-,-,-,-,-,-,-,0,250
명륜로,하행,일요일,3,태화교사거리,태화R,0,"1,606",-,-,-,-,-,-,-,-,-,-,-,-,0,"1,606"
명륜로,하행,월요일,1,북정 교차로,우정삼거리,-,-,0,398,-,-,-,-,-,-,-,-,-,-,0,398
명륜로,하행,월요일,2,우정삼거리,태화교사거리,-,-,0,298,-,-,-,-,-,-,-,-,-,-,0,298
명륜로,하행,월요일,3,태화교사거리,태화R,-,-,0,"1,645",-,-,-,-,-,-,-,-,-,-,0,"1,645"
명륜로,하행,화요일,1,북정 교차로,우정삼거리,-,-,-,-,0,378,-,-,-,-,-,-,-,-,0,378
명륜로,하행,화요일,2,우정삼거리,태화교사거리,-,-,-,-,0,295,-,-,-,-,-,-,-,-,0,295
명륜로,하행,화요일,3,태화교사거리,태화R,-,-,-,-,0,"1,576",-,-,-,-,-,-,-,-,0,"1,576"
명륜로,하행,수요일,1,북정 교차로,우정삼거리,-,-,-,-,-,-,0,382,-,-,-,-,-,-,0,382
명륜로,하행,수요일,2,우정삼거리,태화교사거리,-,-,-,-,-,-,0,279,-,-,-,-,-,-,0,279
명륜로,하행,수요일,3,태화교사거리,태화R,-,-,-,-,-,-,0,"1,605",-,-,-,-,-,-,0,"1,605"
명륜로,하행,목요일,1,북정 교차로,우정삼거리,-,-,-,-,-,-,-,-,0,391,-,-,-,-,0,391
명륜로,하행,목요일,2,우정삼거리,태화교사거리,-,-,-,-,-,-,-,-,0,312,-,-,-,-,0,312
명륜로,하행,목요일,3,태화교사거리,태화R,-,-,-,-,-,-,-,-,0,"1,608",-,-,-,-,0,"1,608"
명륜로,하행,금요일,1,북정 교차로,우정삼거리,-,-,-,-,-,-,-,-,-,-,0,383,-,-,0,383
명륜로,하행,금요일,2,우정삼거리,태화교사거리,-,-,-,-,-,-,-,-,-,-,0,309,-,-,0,309
명륜로,하행,금요일,3,태화교사거리,태화R,-,-,-,-,-,-,-,-,-,-,0,"1,675",-,-,0,"1,675"
명륜로,하행,토요일,1,북정 교차로,우정삼거리,-,-,-,-,-,-,-,-,-,-,-,-,0,313,0,313
명륜로,하행,토요일,2,우정삼거리,태화교사거리,-,-,-,-,-,-,-,-,-,-,-,-,0,248,0,248
명륜로,하행,토요일,3,태화교사거리,태화R,-,-,-,-,-,-,-,-,-,-,-,-,0,"2,452",0,"2,452"
명륜로,계,,,,,0,"4,978",0,"5,841",0,"5,736",0,"5,807",0,"5,857",0,"5,933",0,"5,912",0,"40,064"
무룡로,상행,일요일,1,상방사거리,상연암삼거리,0,817,-,-,-,-,-,-,-,-,-,-,-,-,0,817
무룡로,상행,월요일,1,상방사거리,상연암삼거리,-,-,0,"1,013",-,-,-,-,-,-,-,-,-,-,0,"1,013"
무룡로,상행,화요일,1,상방사거리,상연암삼거리,-,-,-,-,0,"1,013",-,-,-,-,-,-,-,-,0,"1,013"
무룡로,상행,수요일,1,상방사거리,상연암삼거리,-,-,-,-,-,-,0,"1,045",-,-,-,-,-,-,0,"1,045"
무룡로,상행,목요일,1,상방사거리,상연암삼거리,-,-,-,-,-,-,-,-,0,"1,024",-,-,-,-,0,"1,024"
무룡로,상행,금요일,1,상방사거리,상연암삼거리,-,-,-,-,-,-,-,-,-,-,0,"1,025",-,-,0,"1,025"
무룡로,상행,토요일,1,상방사거리,상연암삼거리,-,-,-,-,-,-,-,-,-,-,-,-,0,832,0,832
무룡로,하행,일요일,1,상연암삼거리,상방사거리,0,782,-,-,-,-,-,-,-,-,-,-,-,-,0,782
무룡로,하행,월요일,1,상연암삼거리,상방사거리,-,-,0,980,-,-,-,-,-,-,-,-,-,-,0,980
무룡로,하행,화요일,1,상연암삼거리,상방사거리,-,-,-,-,0,972,-,-,-,-,-,-,-,-,0,972
무룡로,하행,수요일,1,상연암삼거리,상방사거리,-,-,-,-,-,-,0,994,-,-,-,-,-,-,0,994
무룡로,하행,목요일,1,상연암삼거리,상방사거리,-,-,-,-,-,-,-,-,0,974,-,-,-,-,0,974
무룡로,하행,금요일,1,상연암삼거리,상방사거리,-,-,-,-,-,-,-,-,-,-,0,972,-,-,0,972
무룡로,하행,토요일,1,상연암삼거리,상방사거리,-,-,-,-,-,-,-,-,-,-,-,-,0,804,0,804
무룡로,계,,,,,0,"1,599",0,"1,993",0,"1,985",0,"2,039",0,"1,998",0,"1,997",0,"1,636",0,"13,247"
문수로,상행,일요일,1,무거삼거리,옥현사거리,"20,425","1,194",-,-,-,-,-,-,-,-,-,-,-,-,"20,425","1,194"
문수로,상행,일요일,2,옥현사거리,법원앞,"30,136","1,982",-,-,-,-,-,-,-,-,-,-,-,-,"30,136","1,982"
문수로,상행,일요일,3,법원앞,군청사거리,0,303,-,-,-,-,-,-,-,-,-,-,-,-,0,303
문수로,상행,일요일,4,군청사거리,효성사택앞,0,504,-,-,-,-,-,-,-,-,-,-,-,-,0,504
문수로,상행,일요일,5,효성사택앞,공업탑로터리,"29,490",456,-,-,-,-,-,-,-,-,-,-,-,-,"29,490",456
문수로,상행,월요일,1,무거삼거리,옥현사거리,-,-,"23,130","1,283",-,-,-,-,-,-,-,-,-,-,"23,130","1,283"
문수로,상행,월요일,2,옥현사거리,법원앞,-,-,"29,947","2,387",-,-,-,-,-,-,-,-,-,-,"29,947","2,387"
문수로,상행,월요일,3,법원앞,군청사거리,-,-,0,351,-,-,-,-,-,-,-,-,-,-,0,351
문수로,상행,월요일,4,군청사거리,효성사택앞,-,-,0,556,-,-,-,-,-,-,-,-,-,-,0,556
문수로,상행,월요일,5,효성사택앞,공업탑로터리,-,-,"34,873",502,-,-,-,-,-,-,-,-,-,-,"34,873",502
문수로,상행,화요일,1,무거삼거리,옥현사거리,-,-,-,-,"21,562","1,268",-,-,-,-,-,-,-,-,"21,562","1,268"
문수로,상행,화요일,2,옥현사거리,법원앞,-,-,-,-,"32,638","2,385",-,-,-,-,-,-,-,-,"32,638","2,385"
문수로,상행,화요일,3,법원앞,군청사거리,-,-,-,-,0,352,-,-,-,-,-,-,-,-,0,352
문수로,상행,화요일,4,군청사거리,효성사택앞,-,-,-,-,0,565,-,-,-,-,-,-,-,-,0,565
문수로,상행,화요일,5,효성사택앞,공업탑로터리,-,-,-,-,"36,889",523,-,-,-,-,-,-,-,-,"36,889",523
문수로,상행,수요일,1,무거삼거리,옥현사거리,-,-,-,-,-,-,"26,587","1,316",-,-,-,-,-,-,"26,587","1,316"
문수로,상행,수요일,2,옥현사거리,법원앞,-,-,-,-,-,-,"35,249","2,418",-,-,-,-,-,-,"35,249","2,418"
문수로,상행,수요일,3,법원앞,군청사거리,-,-,-,-,-,-,0,351,-,-,-,-,-,-,0,351
문수로,상행,수요일,4,군청사거리,효성사택앞,-,-,-,-,-,-,0,574,-,-,-,-,-,-,0,574
문수로,상행,수요일,5,효성사택앞,공업탑로터리,-,-,-,-,-,-,"40,677",525,-,-,-,-,-,-,"40,677",525
문수로,상행,목요일,1,무거삼거리,옥현사거리,-,-,-,-,-,-,-,-,"24,375","1,304",-,-,-,-,"24,375","1,304"
문수로,상행,목요일,2,옥현사거리,법원앞,-,-,-,-,-,-,-,-,"33,329","2,402",-,-,-,-,"33,329","2,402"
문수로,상행,목요일,3,법원앞,군청사거리,-,-,-,-,-,-,-,-,0,355,-,-,-,-,0,355
문수로,상행,목요일,4,군청사거리,효성사택앞,-,-,-,-,-,-,-,-,0,565,-,-,-,-,0,565
문수로,상행,목요일,5,효성사택앞,공업탑로터리,-,-,-,-,-,-,-,-,"31,969",528,-,-,-,-,"31,969",528
문수로,상행,금요일,1,무거삼거리,옥현사거리,-,-,-,-,-,-,-,-,-,-,"24,663","1,289",-,-,"24,663","1,289"
문수로,상행,금요일,2,옥현사거리,법원앞,-,-,-,-,-,-,-,-,-,-,"33,644","2,437",-,-,"33,644","2,437"
문수로,상행,금요일,3,법원앞,군청사거리,-,-,-,-,-,-,-,-,-,-,0,354,-,-,0,354
문수로,상행,금요일,4,군청사거리,효성사택앞,-,-,-,-,-,-,-,-,-,-,0,579,-,-,0,579
문수로,상행,금요일,5,효성사택앞,공업탑로터리,-,-,-,-,-,-,-,-,-,-,"33,702",519,-,-,"33,702",519
문수로,상행,토요일,1,무거삼거리,옥현사거리,-,-,-,-,-,-,-,-,-,-,-,-,"26,721","1,151","26,721","1,151"
문수로,상행,토요일,2,옥현사거리,법원앞,-,-,-,-,-,-,-,-,-,-,-,-,"34,358","1,989","34,358","1,989"
문수로,상행,토요일,3,법원앞,군청사거리,-,-,-,-,-,-,-,-,-,-,-,-,0,317,0,317
문수로,상행,토요일,4,군청사거리,효성사택앞,-,-,-,-,-,-,-,-,-,-,-,-,0,486,0,486
문수로,상행,토요일,5,효성사택앞,공업탑로터리,-,-,-,-,-,-,-,-,-,-,-,-,"30,472",444,"30,472",444
문수로,하행,일요일,1,공업탑로터리,효성사택앞,"34,492",581,-,-,-,-,-,-,-,-,-,-,-,-,"34,492",581
문수로,하행,일요일,2,효성사택앞,군청사거리,0,576,-,-,-,-,-,-,-,-,-,-,-,-,0,576
문수로,하행,일요일,3,군청사거리,법원앞,0,282,-,-,-,-,-,-,-,-,-,-,-,-,0,282
문수로,하행,일요일,4,법원앞,옥현사거리,"33,923","1,115",-,-,-,-,-,-,-,-,-,-,-,-,"33,923","1,115"
문수로,하행,일요일,5,옥현사거리,무거삼거리,"15,310","1,124",-,-,-,-,-,-,-,-,-,-,-,-,"15,310","1,124"
문수로,하행,월요일,1,공업탑로터리,효성사택앞,-,-,"34,011",687,-,-,-,-,-,-,-,-,-,-,"34,011",687
문수로,하행,월요일,2,효성사택앞,군청사거리,-,-,0,661,-,-,-,-,-,-,-,-,-,-,0,661
문수로,하행,월요일,3,군청사거리,법원앞,-,-,0,304,-,-,-,-,-,-,-,-,-,-,0,304
문수로,하행,월요일,4,법원앞,옥현사거리,-,-,"33,207","1,317",-,-,-,-,-,-,-,-,-,-,"33,207","1,317"
문수로,하행,월요일,5,옥현사거리,무거삼거리,-,-,"16,425","1,200",-,-,-,-,-,-,-,-,-,-,"16,425","1,200"
문수로,하행,화요일,1,공업탑로터리,효성사택앞,-,-,-,-,"41,999",691,-,-,-,-,-,-,-,-,"41,999",691
문수로,하행,화요일,2,효성사택앞,군청사거리,-,-,-,-,0,645,-,-,-,-,-,-,-,-,0,645
문수로,하행,화요일,3,군청사거리,법원앞,-,-,-,-,0,302,-,-,-,-,-,-,-,-,0,302
문수로,하행,화요일,4,법원앞,옥현사거리,-,-,-,-,"36,352","1,307",-,-,-,-,-,-,-,-,"36,352","1,307"
문수로,하행,화요일,5,옥현사거리,무거삼거리,-,-,-,-,"18,990","1,201",-,-,-,-,-,-,-,-,"18,990","1,201"
문수로,하행,수요일,1,공업탑로터리,효성사택앞,-,-,-,-,-,-,"47,427",693,-,-,-,-,-,-,"47,427",693
문수로,하행,수요일,2,효성사택앞,군청사거리,-,-,-,-,-,-,0,656,-,-,-,-,-,-,0,656
문수로,하행,수요일,3,군청사거리,법원앞,-,-,-,-,-,-,0,312,-,-,-,-,-,-,0,312
문수로,하행,수요일,4,법원앞,옥현사거리,-,-,-,-,-,-,"37,970","1,308",-,-,-,-,-,-,"37,970","1,308"
문수로,하행,수요일,5,옥현사거리,무거삼거리,-,-,-,-,-,-,"17,827","1,197",-,-,-,-,-,-,"17,827","1,197"
문수로,하행,목요일,1,공업탑로터리,효성사택앞,-,-,-,-,-,-,-,-,"39,491",690,-,-,-,-,"39,491",690
문수로,하행,목요일,2,효성사택앞,군청사거리,-,-,-,-,-,-,-,-,0,643,-,-,-,-,0,643
문수로,하행,목요일,3,군청사거리,법원앞,-,-,-,-,-,-,-,-,0,311,-,-,-,-,0,311
문수로,하행,목요일,4,법원앞,옥현사거리,-,-,-,-,-,-,-,-,"35,784","1,315",-,-,-,-,"35,784","1,315"
문수로,하행,목요일,5,옥현사거리,무거삼거리,-,-,-,-,-,-,-,-,"16,592","1,190",-,-,-,-,"16,592","1,190"
문수로,하행,금요일,1,공업탑로터리,효성사택앞,-,-,-,-,-,-,-,-,-,-,"38,586",711,-,-,"38,586",711
문수로,하행,금요일,2,효성사택앞,군청사거리,-,-,-,-,-,-,-,-,-,-,0,659,-,-,0,659
문수로,하행,금요일,3,군청사거리,법원앞,-,-,-,-,-,-,-,-,-,-,0,320,-,-,0,320
문수로,하행,금요일,4,법원앞,옥현사거리,-,-,-,-,-,-,-,-,-,-,"36,960","1,325",-,-,"36,960","1,325"
문수로,하행,금요일,5,옥현사거리,무거삼거리,-,-,-,-,-,-,-,-,-,-,"17,050","1,180",-,-,"17,050","1,180"
문수로,하행,토요일,1,공업탑로터리,효성사택앞,-,-,-,-,-,-,-,-,-,-,-,-,"41,490",586,"41,490",586
문수로,하행,토요일,2,효성사택앞,군청사거리,-,-,-,-,-,-,-,-,-,-,-,-,0,574,0,574
문수로,하행,토요일,3,군청사거리,법원앞,-,-,-,-,-,-,-,-,-,-,-,-,0,268,0,268
문수로,하행,토요일,4,법원앞,옥현사거리,-,-,-,-,-,-,-,-,-,-,-,-,"39,134","1,099","39,134","1,099"
문수로,하행,토요일,5,옥현사거리,무거삼거리,-,-,-,-,-,-,-,-,-,-,-,-,"16,530","1,076","16,530","1,076"
문수로,계,,,,,"163,776","8,117","171,593","9,248","188,430","9,239","205,737","9,350","181,540","9,303","184,605","9,373","188,705","7,990","1,284,386","62,620"
방어진순환도로,상행,일요일,1,염포삼거리,성내삼거리,"9,215",43,-,-,-,-,-,-,-,-,-,-,-,-,"9,215",43
방어진순환도로,상행,일요일,2,성내삼거리,고려화학앞,0,110,-,-,-,-,-,-,-,-,-,-,-,-,0,110
방어진순환도로,상행,일요일,3,고려화학앞,미포조선삼거리,"4,627",128,-,-,-,-,-,-,-,-,-,-,-,-,"4,627",128
방어진순환도로,상행,일요일,4,미포조선삼거리,현대해양사업본부앞,0,220,-,-,-,-,-,-,-,-,-,-,-,-,0,220
방어진순환도로,상행,일요일,5,현대해양사업본부앞,문현삼거리,"20,143",96,-,-,-,-,-,-,-,-,-,-,-,-,"20,143",96
방어진순환도로,상행,일요일,6,문현삼거리,문재사거리,0,179,-,-,-,-,-,-,-,-,-,-,-,-,0,179
방어진순환도로,상행,일요일,7,문재사거리,방어진삼거리,0,129,-,-,-,-,-,-,-,-,-,-,-,-,0,129
방어진순환도로,상행,일요일,8,방어진삼거리,일산해수욕장사거리,"12,430",431,-,-,-,-,-,-,-,-,-,-,-,-,"12,430",431
방어진순환도로,상행,일요일,9,일산해수욕장사거리,고늘사거리,0,273,-,-,-,-,-,-,-,-,-,-,-,-,0,273
방어진순환도로,상행,일요일,10,고늘사거리,동울산우체국앞,0,711,-,-,-,-,-,-,-,-,-,-,-,-,0,711
방어진순환도로,상행,일요일,11,동울산우체국앞,녹수삼거리,"3,989",585,-,-,-,-,-,-,-,-,-,-,-,-,"3,989",585
방어진순환도로,상행,일요일,12,녹수삼거리,한채사거리,0,429,-,-,-,-,-,-,-,-,-,-,-,-,0,429
방어진순환도로,상행,일요일,13,한채사거리,안산사거리,0,594,-,-,-,-,-,-,-,-,-,-,-,-,0,594
방어진순환도로,상행,일요일,14,안산사거리,남목삼거리,0,273,-,-,-,-,-,-,-,-,-,-,-,-,0,273
방어진순환도로,상행,일요일,15,남목삼거리,현대주유소앞,"8,926",767,-,-,-,-,-,-,-,-,-,-,-,-,"8,926",767
방어진순환도로,상행,일요일,16,현대주유소앞,염포삼거리,0,"2,223",-,-,-,-,-,-,-,-,-,-,-,-,0,"2,223"
방어진순환도로,상행,월요일,1,염포삼거리,성내삼거리,-,-,"9,434",54,-,-,-,-,-,-,-,-,-,-,"9,434",54
방어진순환도로,상행,월요일,2,성내삼거리,고려화학앞,-,-,0,115,-,-,-,-,-,-,-,-,-,-,0,115
방어진순환도로,상행,월요일,3,고려화학앞,미포조선삼거리,-,-,"7,102",135,-,-,-,-,-,-,-,-,-,-,"7,102",135
방어진순환도로,상행,월요일,4,미포조선삼거리,현대해양사업본부앞,-,-,0,234,-,-,-,-,-,-,-,-,-,-,0,234
방어진순환도로,상행,월요일,5,현대해양사업본부앞,문현삼거리,-,-,"22,871",105,-,-,-,-,-,-,-,-,-,-,"22,871",105
방어진순환도로,상행,월요일,6,문현삼거리,문재사거리,-,-,0,219,-,-,-,-,-,-,-,-,-,-,0,219
방어진순환도로,상행,월요일,7,문재사거리,방어진삼거리,-,-,0,155,-,-,-,-,-,-,-,-,-,-,0,155
방어진순환도로,상행,월요일,8,방어진삼거리,일산해수욕장사거리,-,-,"13,580",506,-,-,-,-,-,-,-,-,-,-,"13,580",506
방어진순환도로,상행,월요일,9,일산해수욕장사거리,고늘사거리,-,-,0,324,-,-,-,-,-,-,-,-,-,-,0,324
방어진순환도로,상행,월요일,10,고늘사거리,동울산우체국앞,-,-,0,827,-,-,-,-,-,-,-,-,-,-,0,827
방어진순환도로,상행,월요일,11,동울산우체국앞,녹수삼거리,-,-,"3,940",753,-,-,-,-,-,-,-,-,-,-,"3,940",753
방어진순환도로,상행,월요일,12,녹수삼거리,한채사거리,-,-,0,523,-,-,-,-,-,-,-,-,-,-,0,523
방어진순환도로,상행,월요일,13,한채사거리,안산사거리,-,-,0,737,-,-,-,-,-,-,-,-,-,-,0,737
방어진순환도로,상행,월요일,14,안산사거리,남목삼거리,-,-,0,360,-,-,-,-,-,-,-,-,-,-,0,360
방어진순환도로,상행,월요일,15,남목삼거리,현대주유소앞,-,-,"10,499",979,-,-,-,-,-,-,-,-,-,-,"10,499",979
방어진순환도로,상행,월요일,16,현대주유소앞,염포삼거리,-,-,0,"2,910",-,-,-,-,-,-,-,-,-,-,0,"2,910"
방어진순환도로,상행,화요일,1,염포삼거리,성내삼거리,-,-,-,-,"10,976",53,-,-,-,-,-,-,-,-,"10,976",53
방어진순환도로,상행,화요일,2,성내삼거리,고려화학앞,-,-,-,-,0,115,-,-,-,-,-,-,-,-,0,115
방어진순환도로,상행,화요일,3,고려화학앞,미포조선삼거리,-,-,-,-,"6,888",136,-,-,-,-,-,-,-,-,"6,888",136
방어진순환도로,상행,화요일,4,미포조선삼거리,현대해양사업본부앞,-,-,-,-,0,238,-,-,-,-,-,-,-,-,0,238
방어진순환도로,상행,화요일,5,현대해양사업본부앞,문현삼거리,-,-,-,-,"23,672",102,-,-,-,-,-,-,-,-,"23,672",102
방어진순환도로,상행,화요일,6,문현삼거리,문재사거리,-,-,-,-,0,189,-,-,-,-,-,-,-,-,0,189
방어진순환도로,상행,화요일,7,문재사거리,방어진삼거리,-,-,-,-,0,164,-,-,-,-,-,-,-,-,0,164
방어진순환도로,상행,화요일,8,방어진삼거리,일산해수욕장사거리,-,-,-,-,"13,873",492,-,-,-,-,-,-,-,-,"13,873",492
방어진순환도로,상행,화요일,9,일산해수욕장사거리,고늘사거리,-,-,-,-,0,330,-,-,-,-,-,-,-,-,0,330
방어진순환도로,상행,화요일,10,고늘사거리,동울산우체국앞,-,-,-,-,0,834,-,-,-,-,-,-,-,-,0,834
방어진순환도로,상행,화요일,11,동울산우체국앞,녹수삼거리,-,-,-,-,"4,051",732,-,-,-,-,-,-,-,-,"4,051",732
방어진순환도로,상행,화요일,12,녹수삼거리,한채사거리,-,-,-,-,0,513,-,-,-,-,-,-,-,-,0,513
방어진순환도로,상행,화요일,13,한채사거리,안산사거리,-,-,-,-,0,724,-,-,-,-,-,-,-,-,0,724
방어진순환도로,상행,화요일,14,안산사거리,남목삼거리,-,-,-,-,0,350,-,-,-,-,-,-,-,-,0,350
방어진순환도로,상행,화요일,15,남목삼거리,현대주유소앞,-,-,-,-,"10,457",965,-,-,-,-,-,-,-,-,"10,457",965
방어진순환도로,상행,화요일,16,현대주유소앞,염포삼거리,-,-,-,-,0,"2,949",-,-,-,-,-,-,-,-,0,"2,949"
방어진순환도로,상행,수요일,1,염포삼거리,성내삼거리,-,-,-,-,-,-,"13,155",52,-,-,-,-,-,-,"13,155",52
방어진순환도로,상행,수요일,2,성내삼거리,고려화학앞,-,-,-,-,-,-,0,121,-,-,-,-,-,-,0,121
방어진순환도로,상행,수요일,3,고려화학앞,미포조선삼거리,-,-,-,-,-,-,"4,697",133,-,-,-,-,-,-,"4,697",133
방어진순환도로,상행,수요일,4,미포조선삼거리,현대해양사업본부앞,-,-,-,-,-,-,0,246,-,-,-,-,-,-,0,246
방어진순환도로,상행,수요일,5,현대해양사업본부앞,문현삼거리,-,-,-,-,-,-,"25,016",110,-,-,-,-,-,-,"25,016",110
방어진순환도로,상행,수요일,6,문현삼거리,문재사거리,-,-,-,-,-,-,0,209,-,-,-,-,-,-,0,209
방어진순환도로,상행,수요일,7,문재사거리,방어진삼거리,-,-,-,-,-,-,0,161,-,-,-,-,-,-,0,161
방어진순환도로,상행,수요일,8,방어진삼거리,일산해수욕장사거리,-,-,-,-,-,-,"14,520",521,-,-,-,-,-,-,"14,520",521
방어진순환도로,상행,수요일,9,일산해수욕장사거리,고늘사거리,-,-,-,-,-,-,0,334,-,-,-,-,-,-,0,334
방어진순환도로,상행,수요일,10,고늘사거리,동울산우체국앞,-,-,-,-,-,-,0,813,-,-,-,-,-,-,0,813
방어진순환도로,상행,수요일,11,동울산우체국앞,녹수삼거리,-,-,-,-,-,-,"5,550",742,-,-,-,-,-,-,"5,550",742
방어진순환도로,상행,수요일,12,녹수삼거리,한채사거리,-,-,-,-,-,-,0,508,-,-,-,-,-,-,0,508
방어진순환도로,상행,수요일,13,한채사거리,안산사거리,-,-,-,-,-,-,0,740,-,-,-,-,-,-,0,740
방어진순환도로,상행,수요일,14,안산사거리,남목삼거리,-,-,-,-,-,-,0,344,-,-,-,-,-,-,0,344
방어진순환도로,상행,수요일,15,남목삼거리,현대주유소앞,-,-,-,-,-,-,"10,063",970,-,-,-,-,-,-,"10,063",970
방어진순환도로,상행,수요일,16,현대주유소앞,염포삼거리,-,-,-,-,-,-,0,"2,892",-,-,-,-,-,-,0,"2,892"
방어진순환도로,상행,목요일,1,염포삼거리,성내삼거리,-,-,-,-,-,-,-,-,"12,737",51,-,-,-,-,"12,737",51
방어진순환도로,상행,목요일,2,성내삼거리,고려화학앞,-,-,-,-,-,-,-,-,0,121,-,-,-,-,0,121
방어진순환도로,상행,목요일,3,고려화학앞,미포조선삼거리,-,-,-,-,-,-,-,-,"4,270",135,-,-,-,-,"4,270",135
방어진순환도로,상행,목요일,4,미포조선삼거리,현대해양사업본부앞,-,-,-,-,-,-,-,-,0,244,-,-,-,-,0,244
방어진순환도로,상행,목요일,5,현대해양사업본부앞,문현삼거리,-,-,-,-,-,-,-,-,"26,233",106,-,-,-,-,"26,233",106
방어진순환도로,상행,목요일,6,문현삼거리,문재사거리,-,-,-,-,-,-,-,-,0,209,-,-,-,-,0,209
방어진순환도로,상행,목요일,7,문재사거리,방어진삼거리,-,-,-,-,-,-,-,-,0,157,-,-,-,-,0,157
방어진순환도로,상행,목요일,8,방어진삼거리,일산해수욕장사거리,-,-,-,-,-,-,-,-,"13,895",500,-,-,-,-,"13,895",500
방어진순환도로,상행,목요일,9,일산해수욕장사거리,고늘사거리,-,-,-,-,-,-,-,-,0,354,-,-,-,-,0,354
방어진순환도로,상행,목요일,10,고늘사거리,동울산우체국앞,-,-,-,-,-,-,-,-,0,836,-,-,-,-,0,836
방어진순환도로,상행,목요일,11,동울산우체국앞,녹수삼거리,-,-,-,-,-,-,-,-,"4,890",756,-,-,-,-,"4,890",756
방어진순환도로,상행,목요일,12,녹수삼거리,한채사거리,-,-,-,-,-,-,-,-,0,505,-,-,-,-,0,505
방어진순환도로,상행,목요일,13,한채사거리,안산사거리,-,-,-,-,-,-,-,-,0,731,-,-,-,-,0,731
방어진순환도로,상행,목요일,14,안산사거리,남목삼거리,-,-,-,-,-,-,-,-,0,346,-,-,-,-,0,346
방어진순환도로,상행,목요일,15,남목삼거리,현대주유소앞,-,-,-,-,-,-,-,-,"10,475",986,-,-,-,-,"10,475",986
방어진순환도로,상행,목요일,16,현대주유소앞,염포삼거리,-,-,-,-,-,-,-,-,0,"2,901",-,-,-,-,0,"2,901"
방어진순환도로,상행,금요일,1,염포삼거리,성내삼거리,-,-,-,-,-,-,-,-,-,-,"12,867",56,-,-,"12,867",56
방어진순환도로,상행,금요일,2,성내삼거리,고려화학앞,-,-,-,-,-,-,-,-,-,-,0,127,-,-,0,127
방어진순환도로,상행,금요일,3,고려화학앞,미포조선삼거리,-,-,-,-,-,-,-,-,-,-,"3,960",140,-,-,"3,960",140
