,Id,NODE_TYPE,NODE_NAME,STNL_REG,latitude,longitude,Car,Bus
1526,1950020600,101,-,195,35.63074105606511,129.33809660802237,0,0
1527,1950023900,101,-,195,35.639366836776325,129.32899720232945,0,0
1528,1950023500,101,-,195,35.63899389977747,129.33002320194228,0,0
1529,1950023400,101,-,195,35.638911399782245,129.3286768264598,0,0
1530,1950013900,102,-,195,35.59193968114756,129.36568735745658,0,0
1531,1950013500,101,-,195,35.590741305995294,129.3652660136367,0,0
1532,1950012100,102,-,195,35.585464899961906,129.37068145111795,0,0
1533,1950022700,103,-,195,35.63355430673782,129.3569137019536,0,0
1534,1950006400,104,-,195,35.550279962401426,129.35458467006652,0,0
1535,1950006000,104,-,195,35.54824918123745,129.3597313890456,0,0
1536,1950020200,101,-,195,35.6303283682946,129.35117660867078,0,0
1537,1950020500,101,-,195,35.63069708754184,129.352182294791,0,0
1538,1950021300,101,-,195,35.63126924351166,129.35340420146895,0,0
1539,1950019400,101,-,195,35.629357961590955,129.35106973329306,0,0
1540,1950019200,101,-,195,35.62929936871542,129.35166320171714,0,0
1541,1950018700,101,-,195,35.62881383694785,129.35165904520017,0,0
1542,1950019600,101,-,195,35.62943449352056,129.35302335753116,0,0
1543,1950020000,101,-,195,35.630019868045984,129.35424695133202,0,0
1544,1950018000,101,-,195,35.62856864930376,129.35240688901496,0,0
1545,1950017300,101,-,195,35.62775399277774,129.35172282722405,0,0
1546,1950017800,101,-,195,35.62818752487472,129.35266551442766,0,0
1547,1950018100,101,-,195,35.628608494377865,129.35357357644747,0,0
1548,1950019900,101,-,195,35.629834744137256,129.35609557641078,0,0
1549,1950019000,101,-,195,35.62919714947141,129.35480123274488,0,0
1550,1950016500,101,-,195,35.62668302476676,129.35263510777835,0,0
1551,1950016900,101,-,195,35.627061555800964,129.3534735142597,0,0
1552,1950017100,101,-,195,35.62745036858794,129.35433382700904,0,0
1553,1950018200,101,-,195,35.62862949284285,129.35695148289994,0,0
1554,1950016300,101,-,195,35.62629890022915,129.35300310763404,0,0
1555,1950016400,101,-,195,35.626645368640254,129.35375717026963,0,0
1556,1950016600,101,-,195,35.626951806159745,129.3516575447192,0,0
1557,1950017000,101,-,195,35.627174211600305,129.35211607646497,0,0
1558,1950014800,101,-,195,35.601973931086654,129.35479132622476,0,0
1559,1950014900,102,-,195,35.604128431595676,129.36050385779302,0,0
1560,1950019500,103,-,195,35.629395868000444,129.35978498209226,0,0
1561,1950000602,101,-,195,35.565581806442985,129.3612326081765,0,0
1562,1950010500,101,-,195,35.56549730638327,129.3592639512303,0,0
1563,1950009700,101,-,195,35.56307521254168,129.35724257707386,0,0
1564,1950008300,101,-,195,35.56074768057981,129.35540507666988,0,0
1565,1950008900,101,-,195,35.56166080635221,129.35725970103078,0,0
1566,1950009000,101,-,195,35.561720649605924,129.35814379570868,0,0
1567,1950009100,101,-,195,35.56192436772637,129.35956407703483,0,0
1568,1950009800,103,-,195,35.563595836942746,129.35723626436078,0,0
1569,1950011000,101,-,195,35.56828127389561,129.36748485838706,0,0
1570,1950010900,101,-,195,35.568134024980466,129.36389888878375,0,0
1571,1950010700,101,-,195,35.566725149516,129.36399245161718,0,0
1572,1950010300,101,-,195,35.565140274738276,129.3640886699547,0,0
1573,1950010000,101,-,195,35.56398239959054,129.36761632685779,0,0
1574,1950009900,101,-,195,35.563885680089385,129.3641561385933,0,0
1575,1950008800,101,-,195,35.561376024691256,129.36426217040224,0,0
1576,1950000301,101,-,195,35.55258786843911,129.35920445127832,0,0
1577,1950006100,102,-,195,35.548709025335604,129.36075295113272,0,0
1578,1950000601,104,-,195,35.564401337728384,129.36129942013903,0,0
1579,1950000502,104,-,195,35.558992305445926,129.3615198263056,0,0
1580,1950025700,101,-,195,35.648260993471744,129.3424609823292,0,0
1581,1950025800,101,-,195,35.64847761839925,129.3424443261085,0,0
1582,1950025600,104,약샘교,195,35.64824708697331,129.34220823268805,0,0
1583,1950025900,104,약샘교,195,35.64848874381028,129.3421887952905,0,0
1584,1950025400,104,보리미교,195,35.64779993027223,129.34105279540597,0,0
1585,1950025500,104,보리미교,195,35.648016556069884,129.34084445136702,0,0
1586,1950025300,102,-,195,35.647541618755085,129.34046951432592,0,0
1587,1950025100,102,-,195,35.646261181185714,129.33951682622325,0,0
1588,1950015600,101,-,195,35.61293311879374,129.35765138840742,0,0
1589,1950015700,102,-,195,35.613085180925005,129.36361917027486,0,0
1590,1950016000,101,-,195,35.620290211997606,129.35629767025858,0,0
1591,1950023000,102,-,195,35.63658180567288,129.35268523276108,0,0
1592,1950022300,102,-,195,35.632873868458205,129.34669135756425,0,0
1593,1950022000,101,-,195,35.632290556052034,129.3503511079778,0,0
1594,1950021900,101,-,195,35.63196346247324,129.34953867068356,0,0
1595,1950021100,101,-,195,35.63091018109972,129.35108713940272,0,0
1596,1950015900,102,-,195,35.618592869000835,129.45036310851387,0,0
1597,1950014500,102,-,195,35.593936681154254,129.3604786387337,0,0
1598,1950006500,101,-,195,35.550887525041794,129.36167151424434,0,0
1599,1950024100,103,-,195,35.640677555703824,129.31735838901642,0,0
1600,1950026200,101,-,195,35.650015306490346,129.3588473273623,0,0
1601,1950026100,101,-,195,35.64998602497764,129.36146857583117,0,0
1602,1950026000,101,-,195,35.64908814988127,129.36160179604204,0,0
1603,1950024800,101,-,195,35.645696180875795,129.3622173267347,0,0
1604,1950025000,101,-,195,35.64622011891922,129.3632606081423,0,0
1605,1950024500,101,-,195,35.64326933668047,129.36590760712676,0,0
1606,1950025200,101,-,195,35.647512462417005,129.3658342637697,0,0
1607,1950005000,103,명촌교북교차로3350m지점,195,35.531622305618036,129.38358488933258,0,0
1608,1950005400,103,명촌교북교차로2700m지점,195,35.53616758737137,129.37918307603243,0,0
1609,1950005600,103,명천교북교차로2100m지점,195,35.5397687751335,129.37463257685036,0,0
1610,1950005800,103,명촌교북교차로1300m지점,195,35.543507992946,129.3705262951363,0,0
1611,1950004700,103,염포파출소앞,195,35.52755496216209,129.39749129520558,0,0
1612,1950004800,103,청학장여관,195,35.528134618144776,129.39671773213922,0,0
1613,1950004900,103,현대강관삼거리,195,35.530401961456306,129.39375420165717,0,16331
1614,1950005100,103,염포성원아파트앞,195,35.532030587068206,129.39159654546148,0,0
1615,1950005200,103,현대5공장정문,195,35.53351346228904,129.3903410763858,0,0
1616,1950005300,103,구암의원삼거리,195,35.535541836762256,129.38902938906944,0,0
1617,1950005500,103,현대4공장정문,195,35.539296524895185,129.38677513894834,0,0
1618,1950005700,103,현대자동차정문,195,35.5432639621486,129.38503898333255,222273,16708
1619,1950006600,103,새마을아파트앞,195,35.55133174272987,129.38236879550718,0,0
1620,1950006900,103,현대2공장정문,195,35.55363183782346,129.381184857227,0,0
1621,1950007800,103,약천사삼거리,195,35.557096649815726,129.37901916992868,0,0
1622,1950002301,103,서동삼거리북측4100m지점,195,35.616649837434224,129.35028779562276,0,0
1623,1950008100,103,메가마켓입구,195,35.56074536888042,129.35623092005378,0,0
1624,1950004000,105,-,195,35.65176299377391,129.44837901356004,0,0
1625,1950004300,105,-,195,35.66897599302377,129.33757101439724,0,0
1626,1950015000,101,-,195,35.605018176168535,129.35214867649546,0,0
1627,1950003500,104,신명교,195,35.639678362178074,129.44021332347455,0,0
1628,1950024600,101,매곡초교사거리,195,35.64428158627877,129.35139846596934,0,0
1629,1950024400,101,매곡산업단지내부5,195,35.642457843177844,129.36563410445558,0,0
1630,1950007900,101,율동삼거리,195,35.55911798585465,129.37705581817812,403846,19046
1631,1950013700,101,삼환아파트입구,195,35.59102366739872,129.35808661940442,0,0
1632,1950014200,101,-,195,35.59293102986567,129.35763499435726,0,0
1633,1950014300,101,울산공항,195,35.593438301979454,129.35750485611553,181573,2619
1634,1950034600,101,상안중삼거리,195,35.62694834207897,129.32973932833286,0,0
1635,1950028500,101,유통센타후문,195,35.577619846313794,129.356367510455,0,0
1636,1950028100,101,롯데마트삼거리,195,35.57536244827255,129.35648758812405,0,0
1637,1950028200,101,롯데마트출입구,195,35.57545125831843,129.35853104199956,0,0
1638,1950027800,101,-,195,35.57320938276104,129.35863832722032,0,0
1639,1950027900,101,우편집중국,195,35.5732213543514,129.35660835444207,0,0
1640,1950027400,101,-,195,35.571478761563455,129.35671060764295,0,0
1641,1950027500,101,-,195,35.57150743767882,129.35815443952038,0,0
1642,1950027300,101,차량등록사업소앞,195,35.570564179124275,129.35673713055604,0,0
1643,1950027700,101,-,195,35.572899164976285,129.3635858505985,0,0
1644,1950028000,101,-,195,35.574545338884505,129.36349634463028,0,0
1645,1950029200,104,효문교,195,35.578468263199944,129.37215540250568,0,0
1646,1950028300,104,효문교,195,35.57572436115172,129.37300142842165,0,0
1647,1950029700,101,연암IC교차로,195,35.579769914417625,129.37002320159354,0,0
1648,1950028800,101,연암배면교차로,195,35.5779314754193,129.3718128416526,0,0
1649,1950028900,101,-,195,35.57800055077221,129.37546279921034,0,0
1650,1950029100,104,무룡터널,195,35.578239790396964,129.39293613520135,0,0
1651,1950030800,104,무룡터널,195,35.58451695265902,129.4082139098632,0,0
1652,1950029000,101,연암교차로,195,35.578062058279514,129.3779014509832,0,0
1653,1950030900,101,-,195,35.58764963832625,129.41440762002227,0,0
1654,1950033000,101,-,195,35.60184699540018,129.43161338852673,0,0
1655,1950033400,101,신현교차로,195,35.604258743326675,129.43242914999766,0,0
1656,1950033700,101,-,195,35.609109367154474,129.43088002380708,0,0
1657,1950033900,104,무룡교,195,35.61176176286453,129.4305678457581,0,0
1658,1950033800,104,무룡교,195,35.60941585186593,129.43084754642254,0,0
1659,1950034300,101,-,195,35.621894758482966,129.43261114681377,0,0
1660,1950034700,101,-,195,35.627776312229365,129.43349962024098,0,0
1661,1950035500,104,상신명교,195,35.638192458915135,129.43367514956188,0,0
1662,1950036000,104,상신명교,195,35.641669411092316,129.43508355966438,0,0
1663,1950027100,101,-,195,35.568340551301546,129.3708918654014,0,0
1664,1950026900,101,-,195,35.560110837302105,129.36755637553435,0,0
1665,1950027000,101,-,195,35.56134935572072,129.35619900383978,0,0
1666,1950026800,101,-,195,35.55528630739107,129.35475593992493,0,0
1667,1950035600,101,극동스타글래스앞,195,35.638824876048176,129.34653525927558,0,0
1668,1950032000,101,-,195,35.593697827778485,129.35985868529212,0,0
1669,1950031700,101,-,195,35.59269806328997,129.36343675022113,0,0
1670,1950032700,102,-,195,35.596397881638445,129.36658329169578,0,0
1671,1950032500,102,-,195,35.595022640256346,129.3706045573618,0,0
1672,1950031900,101,-,195,35.593120956016044,129.36963427506336,0,0
1673,1950031300,101,-,195,35.59108926492803,129.3685991705433,0,0
1674,1950031500,101,-,195,35.59219430285415,129.36468424080047,0,0
1675,1950032200,101,-,195,35.59443725534413,129.3658134909268,0,0
1676,1950037200,101,중산교차로,195,35.65430720926786,129.34302485590447,0,14692
1677,1950036900,101,-,195,35.651140862922205,129.35061681025348,0,0
1678,1950036800,101,-,195,35.650524238293926,129.35516389038304,0,0
1679,1950036700,101,매곡교차로,195,35.64911594859736,129.3585586701681,0,2996
1680,1950036200,101,매곡교남단,195,35.6419134925087,129.35619895114135,0,0
1681,1950035700,101,-,195,35.639447619862,129.36371887100728,0,0
1682,1950035800,101,-,195,35.639612013046204,129.3590224885667,0,0
1683,1950035000,101,달천그린카운티입구,195,35.630614727908565,129.32515693720222,0,0
1684,1950034800,101,-,195,35.629932542012476,129.3276683021603,0,0
1685,1950034400,101,성황당입구,195,35.62314885466036,129.33612410569805,0,0
1686,1950034500,101,상안마을입구,195,35.623291119827606,129.3406954654907,0,0
1687,1950034200,101,-,195,35.621623988139646,129.3374418709183,0,0
1688,1950034100,101,-,195,35.62071548317461,129.33667418620584,0,0
1689,1950034000,101,-,195,35.615823490660524,129.33836885819758,0,0
1690,1950034900,101,-,195,35.63017607070808,129.3313157398456,0,0
1691,1950035200,101,-,195,35.63373967069162,129.33236383320136,0,0
1692,1950035100,101,상안초교사거리,195,35.63308762800607,129.3352657275696,0,0
1693,1950035300,101,달천아이파크2차앞,195,35.63461768582871,129.3284168840112,0,0
1694,1950035400,101,-,195,35.637084774832246,129.32430026263347,0,0
1695,1950036500,101,-,195,35.645931046134784,129.32534001403656,0,0
1696,1950032900,102,-,195,35.59737272801798,129.3470136883757,0,0
1697,1950030200,101,-,195,35.580456365615,129.45260310617385,0,0
1698,1950029600,101,-,195,35.57956333470778,129.4489148100248,0,0
1699,1950029300,101,-,195,35.578762111335024,129.4355265626273,0,0
1700,1950030300,101,-,195,35.58066855285461,129.43153347319333,0,0
1701,1950036600,101,-,195,35.64847676566874,129.42178106864063,0,0
1702,1950031600,101,-,195,35.59230558695665,129.36072321882594,0,0
1703,1950032800,101,-,195,35.59652123764106,129.34515782949322,0,0
1704,1950033300,104,시례잠수교,195,35.603920809124624,129.34884047094707,0,0
1705,1950033200,104,시례잠수교,195,35.60380566929688,129.34993430205182,0,0
1706,1950032400,103,-,195,35.594996898498266,129.3633300498087,0,0
1707,1950032300,104,-,195,35.59449714529343,129.36147066016702,0,0
1708,1950032100,104,-,195,35.59389902956585,129.35919622553308,0,0
1709,1950032600,104,화봉지하차도,195,35.59572802763828,129.3567702175572,0,0
1710,1950031200,104,화봉지하차도,195,35.59056683978061,129.35818909451135,0,0
1711,1950027200,104,외솔교,195,35.57029550615488,129.35293585700813,0,0
1712,1950031400,104,정명교,195,35.59203340740978,129.42031826741248,0,0
1713,1950031000,101,-,195,35.58844373074925,129.41481185182636,0,0
1714,1950031100,101,구남교차로,195,35.589575312806176,129.41841598310063,0,2763
1715,1950033100,104,신현교,195,35.603448828169384,129.43152016715644,0,0
1716,1950033600,104,신현교,195,35.60694773897931,129.43113262720078,0,0
1717,1950033500,104,-,195,35.60478855769354,129.43301865830207,0,0
1718,1950028400,104,상연암교,195,35.577146624566275,129.38400019359943,0,0
1719,1950028700,104,상연암교,195,35.577819577779934,129.3894392542266,0,0
1720,1950027600,104,-,195,35.57166049048046,129.44886143057695,0,0
1721,1950028600,104,-,195,35.57781895274322,129.43467571792482,0,0
1722,1950029500,104,-,195,35.57935986702726,129.43251675589877,0,0
1723,1950029400,101,-,195,35.578881806713206,129.43210482091598,0,0
1724,1950029800,101,-,195,35.579882806807134,129.4318319056309,0,0
1725,1950030000,101,-,195,35.58014050678015,129.4320551985663,0,0
1726,1950030100,101,-,195,35.580289161466006,129.43129654823812,0,0
1727,1950029900,101,-,195,35.58012268856922,129.4311283144912,0,0
1728,1950030400,104,복골교,195,35.58169922239848,129.43005262474458,0,0
1729,1950030600,104,복골교,195,35.58264514856508,129.42965209130386,0,0
1730,1950030500,101,-,195,35.58233238640904,129.42993817622317,0,0
1731,1950030700,101,-,195,35.583397820149976,129.42932022199966,0,0
1732,1950004500,101,자동차선적장앞,195,35.52370549141293,129.3915383839885,0,0
1733,1950037500,104,성내고가교 서측,195,35.52282755963506,129.3921844321123,0,0
1734,1950036400,101,신명교차로,195,35.64615429694868,129.44182212267253,0,0
1735,1950021400,101,달천농공단지,195,35.63143989886446,129.31711695240526,0,0
1736,1950031800,101,화봉IC,195,35.59285329636278,129.37252576945238,0,0
1737,1950037100,101,중산교차로(북측),195,35.65333673773142,129.34039172400654,0,0
1738,1950037000,101,중산교차로(동측),195,35.651885470194244,129.34297047264405,0,0
1739,1950035900,101,농소2IC,195,35.64171722405157,129.36398292176992,0,0
1740,1950042500,101,가대교차로,195,35.604662468195144,129.31266263833623,0,0
1741,1950042700,101,가대교차로,195,35.6049937608473,129.31349766285388,0,0
1742,1950042900,101,달천교차로,195,35.631282310511274,129.31816245177112,0,0
1743,1950043200,101,달천2교차로,195,35.63831670453376,129.32038483444487,0,0
1744,1950043400,104,교량(남측),195,35.64698869794353,129.32126475083356,0,0
1745,1950043500,104,교량(북측),195,35.649700844939595,129.32157736016654,0,0
1746,1950043600,101,킨더하임어린이집,195,35.638693925356655,129.32414105606952,0,0
1747,1950043900,104,순금산터널(서측),195,35.652844046204095,129.32674419441454,0,0
1748,1950044000,104,순금산터널(동측),195,35.652784409199725,129.32867236858766,0,0
1749,1950044300,101,중산교차로(서측),195,35.651778376437775,129.33805409957694,0,0
1750,1950045000,101,연암교차로(서측),195,35.58125580489846,129.37017231460527,0,0
1751,1950045100,101,연암교차로(북측),195,35.58407932465921,129.37206738770814,0,0
1752,1950045200,101,연암교차로(남측),195,35.57916106474614,129.37200684674107,0,0
1753,1960018900,101,산전삼거리,196,35.591252805829285,129.08906304452697,0,0
1754,1960019200,101,배내골입구삼거리,196,35.595462774218134,129.03148873166685,0,0
1755,1960019300,101,평리입구,196,35.59997983737993,129.1380170141477,0,0
1756,1960019400,101,-,196,35.599088024676774,129.23343198306296,0,0
1757,1960021300,101,서하삼거리,196,35.63447618075987,129.1587866080062,0,0
1758,1960021800,104,인보교,196,35.64091796248512,129.16104176399796,0,14401
1759,1960021900,104,인보교,196,35.64207443099274,129.16139491919756,0,14401
1760,1960022100,101,인보삼거리,196,35.64675114922382,129.1620034515814,0,0
1761,1960003300,104,희망교,196,35.43260174331861,129.25313523328597,0,0
1762,1960004100,104,중광교,196,35.439530649552005,129.23220073271102,0,0
1763,1960004000,104,중광교,196,35.439428211879935,129.23279132651106,0,0
1764,1960006300,104,보은교,196,35.506543056106786,129.13888263876558,0,0
1765,1960004700,103,-,196,35.461724680586464,129.34380507672188,0,0
1766,1960000200,101,-,196,35.34748699307854,129.32108873347937,0,0
1767,1960000300,101,-,196,35.35050227415674,129.3270562645468,0,0
1768,1960000600,101,-,196,35.38223880620983,129.34230013876805,0,0
1769,1960000800,101,-,196,35.38446971129726,129.34104601399818,0,0
